TIC_ID,START_DATE,END_DATE,NUM_OBS
TIC_251845153,1354.1128100337355,1381.5186472262162,14079
TIC_251845153,2088.4431283923964,2097.896063096934,1699
TIC_251845153,2102.3377758435017,2110.761367819125,2049
TIC_251845156,1354.9392231148445,1381.5186469621865,15180
TIC_251845156,2088.270901072733,2112.555794869963,14382
TIC_251846450,1354.1128076290606,1381.5186502665188,18189
TIC_251846450,2088.2445098633234,2112.566909263332,14796
TIC_251878167,1354.1127296345205,1381.5187179918307,18257
TIC_255236579,1629.4827123844855,1639.000765568241,6614
TIC_255236579,1644.2465189342456,1652.8963370710126,6194
TIC_255488269,1629.2551167301026,1639.0009471244546,6715
TIC_255488269,1644.0314220191333,1652.8965062136276,6342
TIC_255488269,2361.777061429494,2387.7405033921737,17874
TIC_255551163,1438.1203712825213,1463.619413520914,17025
TIC_255551163,1468.2736312944267,1529.0663157382694,38527
TIC_255551163,1534.9995310178501,1542.0007508233416,5010
TIC_256168939,1601.348479866914,1609.6985135572445,5933
TIC_256168939,1615.8915211418955,1623.8955788499004,5634
TIC_256168939,2333.859311885539,2360.554859310071,18459
TIC_257048637,1683.3523094169695,1737.40824851352,34256
TIC_257048637,1842.505181007479,1926.4936943736495,51634
TIC_257048637,2010.2665435000754,2035.132816197765,16646
TIC_257048637,2390.6522233030764,2446.577069612405,37264
TIC_257048637,2580.6049517156084,2635.9868144463794,32093
TIC_257048637,2640.4214648257753,2650.444901103843,7074
TIC_257048637,2655.304514402444,2664.315427928074,6335
TIC_258101273,1629.178327369187,1638.9991577395615,6831
TIC_258101273,1643.9616076687455,1652.893422651519,6387
TIC_258382306,1571.3569865930394,1595.6851639322906,14900
TIC_258382306,2308.4041045175672,2332.5834470096547,15387
TIC_258382313,1571.3542083223824,1595.68516347082,14905
TIC_258382313,2308.4013262478925,2332.583446542596,15359
TIC_258908663,1602.6560618026456,1609.6990568234562,4868
TIC_258908663,1615.891983594919,1617.235009015502,901
TIC_258908663,1621.5973950008672,1623.5917760426125,1170
TIC_258908663,2308.269338260101,2332.5835567525155,13454
TIC_260778617,1571.1993129385926,1595.684504848761,15122
TIC_260778617,1601.3483898550528,1609.6983337398099,5927
TIC_260778617,1615.8912793109507,1623.8952580588666,5702
TIC_260778617,2308.2367113801897,2332.58282007864,15636
TIC_264599508,1491.641544218216,1516.0911176867999,16203
TIC_264599508,2201.738024043813,2227.5773354570006,17399
TIC_264599508,2500.241066637161,2578.7062345842114,47425
TIC_266002317,2201.7380364521937,2227.576749735565,17419
TIC_266011945,2447.6950250581795,2455.4038595853417,5491
TIC_266011945,2461.244475789533,2482.128579680745,12934
TIC_266011945,2487.187001244343,2498.350916292376,7959
TIC_266271836,1628.4602383193771,1639.0005086368355,6985
TIC_266271836,1643.071279880108,1652.8960802397244,6934
TIC_266271836,2361.776625532349,2389.721963724009,19098
TIC_266744225,1491.6426883665958,1516.091211193449,9250
TIC_266744225,2229.0896752840554,2254.0698423442896,15962
TIC_266842406,1571.0753205088408,1595.6839162342676,15424
TIC_266842406,1601.3477689939807,1609.6976701307985,5938
TIC_266842406,1615.8905968021447,1623.8945569371133,5720
TIC_266842406,2308.5084924406224,2332.582189505969,15106
TIC_268018088,2474.1688778164607,2524.444783019697,31487
TIC_268862481,1385.952939516155,1406.2185047437274,12706
TIC_268862481,2115.9359130609555,2141.812585979748,16159
TIC_269077806,1438.064542036639,1463.6079173259332,16725
TIC_269077806,2174.233824032016,2200.1075075812987,15601
TIC_269919096,2553.329802084649,2578.7002617160933,16522
TIC_274801993,1790.6591648402136,1841.1506267862956,31906
TIC_274801993,1955.7932461962728,2009.3025201590024,35274
TIC_276453848,1601.3492829665802,1609.6995153536502,5951
TIC_276453848,1615.8926478305216,1623.8968598675244,5724
TIC_276453848,2334.4796310805714,2360.556242973413,17674
TIC_277725683,1711.3676280675738,1720.1316809066186,6212
TIC_277725683,1724.944265034501,1761.9983055304072,21080
TIC_279640409,1468.2770017903506,1490.0488885788602,14356
TIC_280675564,1570.879829729644,1595.6830963794855,15372
TIC_280675564,1601.3470232984155,1609.6970434473153,5290
TIC_280675564,1615.890067944785,1623.8941607389706,5690
TIC_280675564,2307.7602517889604,2360.5534800127084,34365
TIC_280945693,1601.3470146550437,1609.6970444016886,5944
TIC_280945693,1615.8900758603281,1623.894177692534,5745
TIC_280945693,2307.704660311925,2360.553503495541,35043
TIC_281573523,1354.1118599919475,1381.517160040408,17164
TIC_281573523,2061.854209095182,2112.4543128025407,27843
TIC_281757097,1601.347400189247,1609.69745534633,5942
TIC_281757097,1615.8904977985342,1623.8946101451388,5721
TIC_281757097,2307.260479545705,2360.553939972905,35754
TIC_284865356,2500.4001779372925,2524.4413916462504,15145
TIC_284865356,2552.696472354299,2606.9451285896453,33177
TIC_287132854,1842.503226543432,1868.8207759712332,17552
TIC_287132854,1930.1066955346714,1954.873703173669,14358
TIC_287132854,2390.654249119294,2446.5799703252624,37781
TIC_287132854,2580.9680002008567,2606.938400878643,16621
TIC_287132854,2665.270308118509,2678.401039222992,6825
TIC_287132854,2682.798324763713,2691.508210267788,6242
TIC_287354092,1385.9476434855762,1406.2126183995733,12446
TIC_287354092,1468.2709246145926,1490.0434790781505,14331
TIC_287354092,1544.4738186738375,1595.681585115507,30166
TIC_287354092,1601.3455086571762,1609.6955475736233,5908
TIC_287354092,1615.8886126493992,1623.8927723020686,5651
TIC_287354092,1628.4552532692442,1638.9968546710684,7239
TIC_287354092,1643.0676509096418,1652.8925427578477,6991
TIC_287354092,1657.0230445664124,1682.3573226153776,17056
TIC_287354092,2036.2796062066143,2060.165231693649,15653
TIC_287354092,2115.884845089668,2141.913634102005,16326
TIC_287354092,2201.7317605965795,2227.5710749281247,17145
TIC_287354092,2282.3069979055567,2332.5799246924857,29956
TIC_287354092,2361.7729815018147,2389.718525262211,19013
TIC_288354068,1816.092661469808,1841.0561130674726,16563
TIC_290674357,1570.8819257842097,1595.6836387857113,15407
TIC_290674357,1601.3475126390451,1609.6974474485294,5920
TIC_290674357,1615.8904025042586,1623.8944013948196,5708
TIC_290674357,2307.2609221488424,2360.553649011434,35089
TIC_291074569,1899.8451176436088,1926.497042493219,15937
TIC_291074569,2526.5388456957085,2578.702080826189,32591
TIC_291074569,2639.885415943294,2650.4494977646523,7507
TIC_291074569,2655.766174822219,2664.320282115058,6056
TIC_294159330,1385.9475082282493,1406.2131677602067,12616
TIC_294159330,1468.2728588936136,1529.0664234165051,38589
TIC_294159330,1534.9997337881948,1595.6807228231326,35582
TIC_294159330,1657.0210487314725,1682.3554270445886,17150
TIC_294159330,2088.2385414359383,2097.5525134337117,6663
TIC_294159330,2102.326167936269,2111.5485166608287,6577
TIC_294159330,2115.884685518768,2141.3990623683,15706
TIC_294159330,2229.0937990856355,2267.1494013579945,24553
TIC_294159330,2272.0132615158404,2305.9891649450133,20954
TIC_294159330,2361.771244344701,2389.716521076899,19019
TIC_294993587,1628.646464999252,1639.00064840367,6368
TIC_294993587,1643.2130922003196,1651.7948831864953,5788
TIC_294993587,2361.7767474047514,2389.704082137016,14496
TIC_297855749,1628.4589151638256,1639.0006075190786,7291
TIC_297855749,1643.071390309354,1652.8962172065415,7004
TIC_297855749,2361.7767002453743,2389.722115476503,19238
TIC_29853348,1385.9537834901246,1406.2192866375967,12863
TIC_29853348,2115.892307225399,2141.450839259723,15693
TIC_301048970,1629.2567140559865,1639.00111230397,6772
TIC_301048970,1643.9982291766266,1652.896601195635,6383
TIC_302417238,2174.2338969653315,2200.0023769228906,12851
TIC_302417238,2474.1759615893043,2550.629869485945,47685
TIC_302769205,1410.907779081666,1436.535998863863,14762
TIC_302769205,2144.5200503142364,2169.949532682779,16132
TIC_302904748,2474.175834952452,2550.629830458873,47051
TIC_303048907,1571.1627572348611,1595.6825471617105,15125
TIC_303048907,1601.3464576194187,1609.6964593574685,5927
TIC_303048907,1615.889481034893,1623.8935756137255,5715
TIC_305535780,2255.925389005774,2267.1531553081045,7782
TIC_305535780,2272.0169807562565,2279.983457657222,5687
TIC_307255082,1570.8805987566873,1595.6837993156878,15644
TIC_307255082,1601.3477026039527,1609.6976630231775,5939
TIC_307255082,1615.8906329858896,1623.8946493727415,5736
TIC_307255082,2308.062428449425,2360.553896409127,34407
TIC_307757953,1842.508904701829,1868.8269966539008,16120
TIC_307757953,2580.457298748225,2606.9445187450924,15888
TIC_308186412,1544.3589736544836,1595.6818280394712,30562
TIC_308186412,1601.3457204842364,1609.695702666724,5936
TIC_308186412,1615.88872371504,1623.8928246569014,5700
TIC_308186412,2088.2391477870146,2112.437285025034,14584
TIC_308186412,2282.060194600091,2389.718329875665,66261
TIC_308245136,1410.9059268840767,1436.4057500884524,14480
TIC_308245136,2115.9301440315194,2169.9470202319667,33167
TIC_309028466,1544.4628160027871,1568.4792242128308,15417
TIC_311091687,2144.519907124788,2169.9495275917043,16219
TIC_311092148,2144.5198866845853,2169.949478023457,16132
TIC_312185848,2526.430768490746,2578.704902300121,32385
TIC_312617534,1601.3502695103964,1609.6989787501716,5696
TIC_312617534,1615.8920244934368,1623.8961278637219,5634
TIC_312617534,2333.8597322595456,2360.555437390518,18271
TIC_316295827,1601.3477997658576,1609.697923514848,5834
TIC_316295827,1615.8910074565415,1623.895169640313,5719
TIC_318886387,1410.9081100033945,1436.4929026887862,14728
TIC_318886387,2447.6927115597346,2457.0518786644548,6677
TIC_318886387,2461.242512330889,2498.393448505982,21741
TIC_319739812,1657.0267763084107,1682.3615815443356,17064
TIC_319739812,2036.2837195058728,2060.5958329240134,16615
TIC_321805583,1601.3478893709635,1609.6980224986053,5939
TIC_321805583,1615.8911114321882,1623.8952792290406,5731
TIC_321805583,2333.8587404104546,2360.5546438346714,18449
TIC_322275995,2014.012680035302,2035.1378939151832,11609
TIC_322275995,2390.657145805274,2418.8569905951445,19300
