TIC_ID,START_DATE,END_DATE,NUM_OBS
TIC_32545814,1438.040360358762,1463.7366099042215,17235
TIC_32545814,1468.2755223721908,1490.0474455451454,14554
TIC_32545814,2174.23187113412,2227.5746895309,34815
TIC_326538701,1601.3473291752027,1609.6974059415302,5931
TIC_326538701,1615.8904650006127,1623.894599388829,5728
TIC_327039106,1601.3471937022266,1609.6972886363296,5945
TIC_327039106,1615.890363032898,1623.8945184394352,5722
TIC_327039106,1628.4569749563445,1638.9984967389369,7289
TIC_327039106,1643.0692409261242,1652.8939944350927,7016
TIC_327873544,1816.089381388928,1841.0699941985733,16675
TIC_328480578,1601.347230646629,1609.6973318282764,5941
TIC_328480578,1615.8904099776096,1623.8945698703271,5735
TIC_328480578,1628.4570282759591,1638.998553706076,7293
TIC_328480578,1643.0692985754572,1652.8940531798942,7022
TIC_332213483,1601.34895081914,1609.6990844380546,5865
TIC_332213483,1615.8921539426185,1623.896287359698,5718
TIC_332213483,2333.8598118233645,2360.555617686652,18372
TIC_333734230,1544.283586016969,1568.4798266286373,15822
TIC_333734230,2282.16406602808,2305.993376925741,15326
TIC_334524122,1601.3491525348536,1609.699362204172,5450
TIC_334524122,1615.892481224829,1623.8966768174694,5550
TIC_334524122,2334.218375373733,2360.556049331892,17696
TIC_335370623,1601.3473917016388,1609.6974974758707,5913
TIC_335370623,1615.8905759427844,1623.894734737706,5729
TIC_335370623,1628.4571903789395,1638.9987073843124,7288
TIC_335370623,1643.0694469737934,1652.8941877238751,7012
TIC_335836484,1601.3473708532847,1609.697481028714,5942
TIC_335836484,1615.890562992977,1623.8947264868866,5718
TIC_335836484,1628.4571849118433,1638.9987083745416,7289
TIC_335836484,1643.069450467417,1652.8941971206873,7024
TIC_335836484,2333.858211811907,2360.554092855045,18410
TIC_336741253,1738.654804718952,1788.3883369593145,29912
TIC_336741253,1955.7927867178507,1982.2778640174874,18070
TIC_337147104,1601.3474457705024,1609.697558940367,5879
TIC_337147104,1615.8906416578366,1623.8948054239252,5670
TIC_337147104,1628.4572629785614,1638.9987834440306,7286
TIC_337147104,1643.0695233918373,1652.8942643053665,7008
TIC_337359464,1601.3474481379242,1609.6975627683353,5821
TIC_337359464,1615.8906464767324,1623.8948114970794,5662
TIC_337359464,1628.4572696875764,1638.998791525582,6975
TIC_337359464,1643.0695319027286,1652.8942737585235,6840
TIC_337359464,2333.858290863265,2360.554178215416,15820
TIC_337757672,1657.0276070688233,1682.3619656657245,17131
TIC_338091463,1628.4593509278875,1639.0011756096426,7293
TIC_338091463,1643.07200153552,1652.896926602023,7002
TIC_339308290,1601.703067790653,1609.6976317524402,5462
TIC_339308290,1615.890722944247,1623.4254551601389,5274
TIC_339308290,1628.4573478579034,1631.7795402852828,2217
TIC_339308290,1637.9808442464139,1638.99887854068,592
TIC_339308290,1643.5904431790625,1652.8943677683194,6278
TIC_339308290,2333.858351376759,2334.8250323343404,694
TIC_339308290,2340.382046754252,2350.88487374423,5942
TIC_339308290,2356.7556881139153,2359.0306724053603,1462
TIC_339397736,1657.0263878463145,1682.3612185399413,17039
TIC_339397736,2036.2833362060971,2059.5594248754724,14842
TIC_340221485,1601.3473558599226,1609.6974987289652,5921
TIC_340221485,1615.8906041152923,1623.8947979228205,5721
TIC_340221485,1628.4572726845722,1638.9988325133213,7300
TIC_340221485,1643.0695871571654,1652.894362344297,7013
TIC_340221485,2333.8582046840297,2360.554186067397,18456
TIC_341448790,1601.3472479836646,1609.6974072877567,5941
TIC_341448790,1615.8905262746532,1623.894738614336,5736
TIC_341448790,1628.4572246991079,1638.9988111315522,7297
TIC_341448790,1643.069576414127,1652.8943769295072,7017
TIC_341448790,2333.8580998862585,2389.720280565749,37731
TIC_343648067,1657.0255036176002,1682.3599193651112,17037
TIC_343648067,2361.7748667840538,2389.721026875569,19251
TIC_344552743,1657.0253512353468,1682.3604438301536,17183
TIC_344552743,2036.2824215033447,2060.644926307837,13516
TIC_344660641,2447.6949402715513,2455.467680437923,5541
TIC_344660641,2461.244413580492,2471.5032244834892,7321
TIC_345135733,1571.2141992148004,1595.6848937849954,10870
TIC_345135733,2309.045897082992,2319.034731011821,4910
TIC_345135733,2323.440208626281,2330.935869336637,5203
TIC_345324572,1764.687672999542,1788.2724869732779,14576
TIC_345324572,1955.7920728842907,1982.276961488428,15688
TIC_345395031,2144.520117012765,2169.9496209498075,16195
TIC_348555880,1628.4587232112106,1639.0005755099403,7274
TIC_348555880,1643.0714208883521,1652.8963961699053,6982
TIC_349005337,2474.168684065859,2524.444696817877,31232
TIC_35001854,1603.9219990115844,1609.6985419636096,1947
TIC_35001854,1615.8916955503037,1623.8959430124894,5484
TIC_35001854,1628.4598223953715,1635.6806147661816,2139
TIC_35001854,1645.534597899318,1652.89551106333,2388
TIC_35001854,2334.0091903508,2360.5553605666023,18043
TIC_350768519,1628.4594194406804,1639.0011471037692,7284
TIC_350768519,1643.0719357553228,1652.8967727499096,7006
TIC_351680104,2390.655796361613,2418.8556524698465,19317
TIC_355373774,1517.8925898762668,1529.0664519797501,7945
TIC_355373774,1534.999895601349,1581.7862571705434,28007
TIC_355373774,1585.801500251645,1595.6819459026026,7059
TIC_355373774,2255.7563397266626,2267.149610522732,7967
TIC_355373774,2272.013577385581,2332.5801477586265,35927
TIC_355794672,1544.1930129802836,1581.7862662497744,23002
TIC_355794672,1585.815406622191,1595.6819846381713,7008
TIC_355794672,1601.345800668316,1609.6956659829755,5935
TIC_355794672,1615.888602640195,1623.8925943524705,5719
TIC_355794672,2255.722906158828,2267.149528280196,7999
TIC_355794672,2272.013503284085,2332.580199538881,35004
TIC_357105141,1601.3464698978796,1609.696615373927,5866
TIC_357105141,1615.9466837282419,1623.8939639481348,3555
TIC_357105141,1629.4023017066586,1638.998103527561,4418
TIC_357105141,1643.118896837979,1652.820161869553,6866
TIC_359766629,1601.3469039309866,1609.6970140556589,5920
TIC_359766629,1615.8914933713822,1623.8942832502166,5620
TIC_359766629,1628.456756121384,1638.9983182572519,7278
TIC_359766629,1643.0690804727487,1652.8938781962563,7022
TIC_359766629,2333.857740808553,2389.7197861619848,37375
TIC_359892714,1601.346889166264,1609.6970035901545,5949
TIC_359892714,1615.8900973223765,1623.8942805037466,5739
TIC_359892714,1628.4567559197526,1638.9983238989712,7293
TIC_359892714,1643.0690883165805,1652.893891193096,6999
TIC_359892714,2333.857726966539,2389.719802181199,37761
TIC_360130454,1544.2265336460528,1595.6823901232144,30848
TIC_360130454,1601.34621174048,1609.696081189513,5925
TIC_360130454,1615.8890134061865,1623.8929953938245,5712
TIC_360130454,2281.9249780317195,2332.580614742392,31576
TIC_360205899,1544.173650856212,1568.4768131494739,15902
TIC_360205899,1601.3462091730566,1609.6960963998733,5950
TIC_360205899,1615.8890412878889,1623.8930395750688,5743
TIC_360205899,2281.913771697618,2360.5522993546397,50149
TIC_360779428,1544.2113527548001,1595.682466801796,30313
TIC_360779428,2281.857020645573,2332.580684632097,31441
TIC_360914079,2036.2861244645896,2060.645870517635,16559
TIC_36124955,1544.3239191325947,1568.4782101970984,15043
TIC_36124955,2282.173720191153,2305.991719960901,14787
TIC_363265095,1629.2216815038641,1638.9995902968026,6763
TIC_363265095,1643.9940458882782,1652.8954103644473,6237
TIC_363782768,1657.0270344803891,1682.3612190494225,17070
TIC_364017175,1628.5245331169958,1638.9996926188858,7250
TIC_364017175,1643.1816516916751,1652.8955279211048,6939
TIC_364200072,1629.172003749744,1639.0011256353866,6786
TIC_364200072,1643.9301888450077,1652.8966156064548,6316
TIC_365637508,1468.277540074915,1490.0492456918466,13427
TIC_365637508,2174.233769892885,2200.0008015503104,16854
TIC_366011855,1601.3488225085007,1609.6990183262587,5945
TIC_366011855,1615.8921342209314,1623.896328584226,5737
TIC_367180237,2474.175824004329,2550.629899076392,47693
TIC_36762220,1410.9078922805695,1436.4910907908538,14610
TIC_36762220,2144.520090067645,2169.9490009855035,16044
TIC_367843143,1816.0899142722428,1841.003436916808,16463
TIC_367844330,1816.0899375939568,1841.0312295859521,16684
TIC_368723998,1601.3496331574204,1609.6997558062858,5949
TIC_368723998,1615.892803934203,1623.896904390845,5732
TIC_368723998,2334.20216876836,2360.556204868445,18197
TIC_369394619,1385.9538443566155,1406.2188255653055,12674
TIC_369394619,2115.8909977714,2141.8405255033413,15908
TIC_369743686,1601.3476965012762,1609.6977575818037,5931
TIC_369743686,1615.8907990316718,1623.8949074425077,5728
TIC_369743686,2333.858527990163,2360.554231278281,18385
TIC_369743688,1601.3476961653016,1609.6977571440818,5910
TIC_369743688,1615.8907985280593,1623.8949068569384,5723
TIC_370705545,1571.1113761776578,1595.6823544654815,15378
TIC_370705545,1601.3462236467403,1609.6961653061026,5942
TIC_370705545,1615.8891485742706,1623.8931960350494,5722
TIC_370825476,1571.0933501471573,1595.6823851267166,15378
TIC_370825476,1601.3462536572135,1609.6961940173803,5923
TIC_370825476,1615.8891758238376,1623.8932211144022,5699
TIC_372515585,1571.1793163459727,1595.6824232678684,14981
TIC_372515585,1601.3463334708595,1609.6963361150863,5930
TIC_372515585,1615.8893606721601,1623.893460153242,5738
TIC_372515585,1628.4558982459826,1638.9973922608428,7281
TIC_372515585,1643.0681398478234,1652.8929116067566,7000
TIC_372515585,2308.1957973354,2360.5527908638533,33973
TIC_372515598,1571.204316444136,1595.6824231989506,14607
TIC_372515598,1601.346333486925,1609.6907807374475,5903
TIC_372515598,1615.889360907552,1623.893460505282,5545
TIC_372515598,1628.4558986597228,1638.9973928113711,7241
TIC_372515598,1643.0681404445684,1652.8929123074604,6914
TIC_372918535,2474.169191207624,2524.444863289972,31519
TIC_375565862,1571.300596131889,1595.6841817450202,15012
TIC_375565862,2308.9032184926627,2332.582447653453,14618
TIC_375729536,1601.3477139004294,1609.6976609889364,5942
TIC_375729536,1615.8906212859167,1623.8946251422892,5737
TIC_375729536,2308.0624753952998,2360.553863137395,34419
TIC_376926030,1683.3530624635168,1897.780500037968,130020
TIC_376926030,1930.272909909076,1940.8699367085776,6851
TIC_376926030,1945.1170832678506,2035.133309987508,58777
TIC_376926030,2390.6525154755677,2446.578249296543,37622
TIC_376926030,2581.111450342515,2621.627521540605,23937
TIC_376926030,2625.97465448822,2635.985574851322,7174
TIC_376926030,2641.188242228617,2650.443617685831,6611
TIC_376926030,2656.126832252304,2678.401429796328,12751
TIC_376926030,2683.1791246127273,2691.5081757328808,5961
TIC_378413560,1570.8800895085724,1595.6829459480725,15224
TIC_378413560,1601.3467829974006,1609.696669518508,5920
TIC_378413560,1615.8896035526573,1623.8935823508646,5707
TIC_37904598,1438.0395565926974,1463.6949653113345,16988
TIC_37904598,2174.2337292335746,2200.16945151995,16866
TIC_381377851,1601.3476623128424,1609.6976534638502,5930
TIC_381377851,1615.890645963171,1623.8946917036808,5729
TIC_381377851,2307.260886569992,2360.5539600550132,35742
TIC_382248311,1657.0260131225275,1682.3606099913245,17139
TIC_382543452,1628.4621713398706,1639.00108562516,7287
TIC_382543452,1643.0774167923223,1652.8966680341846,6846
TIC_382543452,2361.777183426232,2387.6615065593537,17746
TIC_384950919,1544.1157275061926,1595.682275313027,30273
TIC_384950919,2255.69143809216,2267.150023838917,7964
TIC_384950919,2272.0139999898465,2332.5804470666103,36666
TIC_385504478,2474.168579896101,2524.4446677546066,31103
TIC_387720293,2474.1762193864943,2524.444294994932,32376
TIC_388814426,1385.9540186332422,1406.2194479552395,12910
TIC_388814426,2115.89115468212,2141.8329174412743,15960
TIC_388814426,2447.6948488405874,2455.502317610482,5555
TIC_388814426,2461.244329523042,2482.139605815316,12944
TIC_388814426,2487.1869314202,2498.334218530979,7899
TIC_388835414,2526.5030423310573,2578.7024757634217,33026
TIC_388966496,1738.6555027286865,1788.2930957249193,28245
TIC_388978401,2447.6910116380704,2456.093221484856,5980
TIC_388978401,2461.2409300570725,2524.4451286442586,36903
TIC_393794445,1438.1452534782552,1463.5997884369503,16824
TIC_393794445,1468.2761678537067,1490.0479285108715,14352
TIC_393794445,2174.233971156562,2199.5619362823813,13494
TIC_395052612,1601.3460309466013,1609.6962055583774,5945
TIC_395052612,1615.8893574086205,1623.8936236870145,5740
TIC_395052612,1657.0241350942908,1682.3583795742575,17153
TIC_395052612,2334.468000508031,2389.7196307801746,36595
TIC_395130640,1601.346234507872,1609.696377639315,5935
TIC_395130640,1615.8895035403502,1623.8937344212686,5734
TIC_395130640,1628.4562435887756,1638.9978967597951,7265
TIC_395130640,1643.0686998338103,1652.8935980351496,7011
TIC_395130640,2334.118189520564,2389.719571471923,37242
TIC_396731889,1385.9498484732792,1406.2153198817434,12245
TIC_396731889,1410.9042193918453,1463.677331916548,31325
TIC_396731889,2088.2406664713008,2169.9454479661435,46809
TIC_396731889,2174.230122693784,2200.150485647247,17351
TIC_396731889,2361.7703015309626,2389.716655472091,19162
TIC_399020708,1601.3485690444531,1609.698582899941,5923
TIC_399020708,1615.891574778768,1623.8956114905714,5667
TIC_400331058,1570.95468266108,1595.6828861343456,15213
TIC_400331058,1601.3468049244593,1609.6968149931895,5916
TIC_400331058,1615.889836300646,1623.8939270689725,5640
TIC_400331058,2307.972587375823,2360.553247003484,34170
TIC_400513376,2474.172156049753,2550.629549552797,47005
TIC_401299019,1544.0481311326362,1568.4772553965174,16278
TIC_401299019,2255.678112375587,2267.0199749628987,7958
TIC_401299019,2272.014478446897,2305.9907403718203,21723
TIC_404144841,1601.3486311916085,1609.698605428168,5949
TIC_404144841,1615.891568055085,1623.8955665891815,5731
TIC_404144841,2308.259069572861,2360.554803428997,34103
TIC_404378135,1657.024699064729,1682.3594773917175,17125
TIC_405040121,1601.3470800524674,1609.6971710368312,5873
TIC_405040121,1615.8902447016128,1623.8944002362064,5714
TIC_405040121,1628.4568583570867,1638.9983853227218,7265
TIC_405040121,1643.0691329725664,1652.8938956729903,7031
TIC_405089321,1601.7320733087738,1609.1904590278518,3094
TIC_405089321,1616.0168367704405,1623.3834589902938,3183
TIC_405089321,2307.260427012127,2360.288622970651,20172
TIC_405508600,1601.3481622430752,1609.6981514823105,5847
TIC_405508600,1615.8911334392926,1623.8951610269285,5720
TIC_405508600,2308.0988771141724,2360.554423010358,34274
TIC_405514195,1601.3480851393451,1609.698084828019,5944
TIC_405514195,1615.8910756169666,1623.895115266161,5733
TIC_405756510,1601.3480391997634,1609.6980606231784,5847
TIC_405756510,1615.8910676678954,1623.895128649732,5645
TIC_405756510,2308.0625649976128,2360.554415617985,33542
TIC_406173242,1657.2755370572575,1682.3617032920358,17002
TIC_406173242,2036.283854872208,2044.743518236517,6063
TIC_406173242,2049.158736459495,2057.6168546238823,6069
TIC_407624075,1354.1125866350612,1381.5186025264582,18230
TIC_408411330,2447.695951551539,2453.583716793834,4217
TIC_408411330,2461.245109343758,2470.968924143633,6926
TIC_408589330,2447.6932091641224,2455.4022196656165,5508
TIC_408589330,2461.24297670464,2498.4173201443145,21016
TIC_409372963,1930.3325711277264,1940.8744355449924,6823
TIC_409372963,1945.8077990320687,1954.8786483141116,6397
TIC_409676809,1816.0896987264325,1841.1531034743205,16883
TIC_410981161,1601.3470170571093,1609.6970732107075,5936
TIC_410981161,1615.8901233395711,1623.8942491717266,5729
TIC_411128422,1601.3472538568647,1609.6972745454666,5939
TIC_411128422,1615.8902952356889,1623.8943809536859,5735
TIC_411128422,2307.260445574783,2360.553692963108,35737
TIC_411357190,1571.0697415529205,1595.6840590667869,15182
TIC_411357190,1601.3479461755396,1609.6978975588404,5816
TIC_411357190,1615.8908566420746,1623.8948567917832,5633
TIC_411357190,2308.376569775563,2360.5541012682106,33497
TIC_411874804,1601.3482591122645,1609.698228207458,5925
TIC_411874804,1615.8925829543632,1623.8952001196592,5722
TIC_411874804,2308.225412494023,2360.554445815188,34193
TIC_416836609,2447.6912899730696,2457.0060743285603,6544
TIC_416836609,2461.242580418668,2524.4451577117675,38056
TIC_422692632,1412.7471967151005,1436.4786572286682,9861
TIC_422692632,2451.267764058949,2455.459751677046,2926
TIC_422692632,2461.243509590653,2465.441021993337,2940
TIC_422692632,2469.974629884306,2471.526106003234,1070
TIC_422692632,2476.6694650208333,2495.439590939633,10144
TIC_422692635,1412.7471966634118,1432.464920416858,10011
TIC_422692635,2451.2677640643037,2455.459751677512,2925
TIC_422692635,2461.243509584833,2465.4021305926394,2887
TIC_422692635,2470.053801056597,2495.413201494273,12523
TIC_424881692,1657.0268083924734,1682.361606882363,17018
TIC_424881692,2036.2837485696564,2060.595852914387,16601
TIC_427346731,1472.5535888986274,1474.9327242353245,1547
TIC_427346731,1479.486817735329,1482.3742614700054,1874
TIC_427346731,1486.6171982945002,1489.5115381677856,1963
TIC_427346731,2174.2334118556532,2200.087989823852,15890
TIC_428055049,1790.6614230745633,1814.182331597393,14808
TIC_429152610,1544.4933144864933,1568.4799158847302,8467
TIC_429152610,2282.0988137935838,2305.9934910597885,7415
TIC_429152614,1544.372476282623,1568.4799157259397,13285
TIC_429152614,2282.118258585086,2305.993490916365,14367
TIC_430592416,1517.7789922659256,1529.068045640403,8011
TIC_430592416,1535.001419976142,1568.4774224243313,21146
TIC_430592416,2255.72880605918,2267.1511129547503,8008
TIC_430592416,2272.015006046025,2279.9816201471035,5716
TIC_431124765,1738.656905620256,1761.5427181112814,13571
TIC_43149283,1468.277037011617,1490.0493624283793,14446
TIC_43149283,2201.737876158075,2227.576696790808,17037
TIC_434100291,1354.1136691631173,1381.5193296105965,18247
TIC_434100291,2088.246742602176,2112.5273005751746,14720
TIC_43451370,1385.9536385455026,1406.2185279565203,12743
TIC_435801086,1601.3479068513752,1609.6979503827579,5937
TIC_435801086,1615.8909755326188,1623.8950610236059,5735
TIC_436632331,1437.9885420914927,1463.7332431713658,17323
TIC_436632331,2174.234205991666,2200.1522527068473,17213
TIC_436632331,2474.1685772611568,2524.4446261510298,31593
TIC_436722903,2474.168394459706,2524.4445210102995,31693
TIC_436783866,1601.3477800006315,1609.6978427903687,5937
TIC_436783866,1615.8908839205606,1623.8949911495474,5734
TIC_436783866,2333.8586126436603,2360.554313345728,18449
TIC_437230158,1544.3560716033785,1568.4798359958795,15639
TIC_437230158,2282.310087838583,2305.993310474897,15090
TIC_438627800,1601.3489648374552,1609.6989675515308,5947
TIC_438627800,1615.891944109636,1623.8959576701568,5737
TIC_438627800,2308.0981775615837,2360.555202103511,34385
TIC_438789953,1601.3488697368473,1609.6988836682376,5896
TIC_438789953,1615.8918699703054,1623.8945080316876,5652
TIC_438789953,2333.8597004786284,2360.5551517273416,18351
TIC_440685559,2447.690899595043,2456.4764833526656,6293
TIC_440685559,2461.2408260238485,2498.5550356328995,22273
TIC_440686535,2447.6908774856342,2456.4959073604164,6305
TIC_440686535,2461.2408038009785,2498.557797063344,22276
TIC_442571495,1629.0026709875176,1639.001187899889,6918
TIC_442571495,1643.2732982556852,1652.8966056501508,6885
TIC_442571495,2334.1977734735824,2360.4509999719503,18128
TIC_443480340,1601.3479872934788,1609.6980687804478,5707
TIC_443480340,1615.8925082332364,1623.8952368259236,5449
TIC_443480340,2333.8588263412125,2360.5545643618416,13205
TIC_444536794,1543.9978500313157,1595.6827669071756,31932
TIC_444536794,2281.568524971568,2332.5809566136318,33522
TIC_44743153,1410.9061526192695,1463.675470014132,31681
TIC_44743153,2144.518401988344,2169.947817921689,16409
TIC_447993848,1601.3470754801388,1609.6971646086097,5889
TIC_447993848,1615.8902370419503,1623.894391034041,5666
TIC_447993848,1628.4568483954276,1638.998373746615,7083
TIC_447993848,1643.0691209175268,1652.8938825916337,6998
TIC_449941032,1816.0894900002802,1841.1528793291914,16811
TIC_451922999,1571.1614289312072,1595.683856611229,15226
TIC_451922999,2308.548750040329,2332.582116788069,15056
TIC_452591471,1571.1512449232318,1595.6821339008222,14792
TIC_452591471,1601.3460530137766,1609.6960720937511,5892
TIC_452591471,1615.8891133493225,1623.8932370291916,5725
TIC_452591471,1628.455691775959,1638.9972267067305,7166
TIC_452591471,1643.06799234216,1652.8928083066685,6998
TIC_452591471,2308.3899462210225,2389.7187406544213,51642
TIC_453766186,1571.0709549002859,1595.6825239897062,15299
TIC_453766186,1601.346460836953,1609.6965021864798,5727
TIC_453766186,1615.889551896481,1623.8936825079513,5610
TIC_453766186,1628.4561352452265,1638.9976603000202,7214
TIC_453766186,1643.068416546205,1652.893206247533,6940
TIC_453766186,2308.152749852542,2360.5530339560423,26436
TIC_453808153,1601.3463548484854,1609.696430534479,5907
TIC_453808153,1615.8895064912458,1623.893671901817,5689
TIC_453808153,1628.4561445966362,1638.9977153300085,7302
TIC_453808153,1643.0684886561835,1652.893318206127,6965
TIC_453808153,2308.074780002985,2389.7192526705435,53489
TIC_453856042,1438.1283287149524,1463.6618403901687,17091
TIC_453856042,1468.2743301335768,1490.0462715695335,14458
TIC_453856042,2174.2308671067176,2227.573569117993,34569
TIC_454120432,1438.1094168392358,1463.719001687542,17085
TIC_454120432,2174.2341521011986,2200.0518165216326,16946
TIC_454196756,1437.9894182620071,1463.6913007708265,17197
TIC_454196756,2174.233742380637,2199.904825578502,16841
TIC_454323762,2308.075045680328,2389.719327471695,53313
TIC_454544943,1601.3467617273425,1609.6968243291851,5840
TIC_454544943,1615.889883654859,1623.8940237506854,5660
TIC_454544943,1628.7495307629856,1638.998000819445,6761
TIC_454544943,1643.0687518392801,1652.893526027568,6897
TIC_454544943,2307.9085128038864,2360.553379512758,34375
TIC_454715223,1601.3467961660215,1609.6968712701712,5944
TIC_454715223,1615.889938832229,1623.8940892012424,5733
TIC_454715223,1628.456548401758,1638.998081852425,7296
TIC_454715223,1643.0688359477206,1652.8936166538692,7014
TIC_454715223,2307.804339680484,2332.581222133417,16286
TIC_454757744,1601.3467352870944,1609.6968231734138,5936
TIC_454757744,1615.8899008941055,1623.8940649207316,5729
TIC_454757744,1628.4565322139747,1638.9980844459255,7299
TIC_454757744,1643.068845822068,1652.8936437069274,7017
TIC_454757744,2333.857565271012,2389.719554632399,37684
TIC_454980196,1601.3467696473097,1609.696872971465,5938
TIC_454980196,1615.889961006554,1623.8941379867126,5690
TIC_454980196,1628.4566117132995,1638.9981776803954,7289
TIC_454980196,1643.068943202553,1652.8937500276438,7001
TIC_454980196,2333.8576036999425,2389.719665174335,37696
TIC_455029978,1438.0437612444898,1463.6733180203205,16929
TIC_459350219,2334.196556516305,2360.5565754230233,17837
TIC_460844584,1601.3495676928458,1609.6996922430067,5936
TIC_460844584,1615.8927430340402,1623.8968473635875,5706
TIC_460844584,2334.2021027649203,2360.5436510257146,18015
TIC_461066586,1570.880379860492,1595.6832199063867,15633
TIC_461066586,2281.554667274468,2332.581456025816,33612
TIC_461995467,2334.1965490755038,2360.556601120076,18223
TIC_462320070,1543.961692006393,1595.6828910901934,31951
TIC_462320070,2281.6198939397345,2332.581098055919,33407
TIC_462492721,1544.0854810154583,1595.6829737434423,31726
TIC_462492721,2281.7061765686512,2332.581163682496,32633
TIC_46430860,1468.2764386051545,1490.0482799120605,14388
TIC_46430860,2174.2327158218563,2199.9094305291533,17221
TIC_464779449,1438.3275684961554,1463.7175732249887,16876
TIC_464779449,2174.234214637181,2200.2309043901632,17088
TIC_464781450,1438.2733079444233,1463.7160737475494,16903
TIC_464781450,2174.234116458409,2200.1766282466683,17045
TIC_466265409,1657.9191718800814,1667.6943560629986,6878
TIC_466265409,1671.9749446288388,1682.3610669522916,7315
TIC_466265409,2036.2831156093068,2059.7218475016907,15585
TIC_467368706,1570.8801396526096,1595.6832460907538,15486
TIC_467368706,1601.3471320526776,1609.6970890432392,5912
TIC_467368706,1615.8900667699213,1623.892709529826,5646
TIC_467368706,2307.3049621443092,2360.553372987912,35284
TIC_47330198,1518.0952883170405,1529.0703052794631,7715
TIC_47330198,1535.0035725384848,1542.0047974779507,4974
TIC_47590073,1468.275363820624,1516.0890981647376,30727
TIC_47596872,1468.275988286846,1490.048324098099,14527
TIC_48064387,1601.3496494564965,1609.6997904351874,5934
TIC_48064387,1615.892851149929,1623.896967792492,5725
TIC_48064387,2334.1994126492564,2360.556279705802,18147
TIC_48364505,1601.3495843305059,1609.6997450076003,5929
TIC_48364505,1615.8928209387561,1623.8969576853135,5732
TIC_48364505,2334.2118527228754,2360.5562845333125,18191
TIC_49954689,1438.1523809807309,1463.7089317630773,17172
TIC_50745567,1468.2771924693307,1490.0489682213718,14366
TIC_50745567,2174.23340643163,2200.135179544317,17105
TIC_52583022,2474.175753434718,2550.629794721697,48298
TIC_53205995,2526.553226325305,2578.702619151544,32280
TIC_54147487,2282.138684586269,2305.992803897353,14654
TIC_55000645,1790.6604775326934,1814.297860408427,15057
TIC_55000645,1955.7918738907392,2009.3017154153208,31981
TIC_56459273,2474.16925187903,2524.4449312509523,30966
TIC_5714469,1572.3843354180099,1581.789841255681,6743
TIC_5714469,1586.3036422907385,1595.6853330991632,6633
TIC_57151431,1571.0892235934384,1595.6804980669006,12089
TIC_57151431,2282.0719908013593,2292.858326916129,4885
TIC_57151431,2297.0361402021413,2304.261161554435,2432
TIC_57513388,1571.0892878891552,1595.6514682835239,15146
TIC_57513388,2282.071990323125,2305.9931743522798,15431
TIC_57830249,1571.2909047952219,1595.6849950015987,14649
TIC_57830249,2282.11110633579,2305.993400339565,15182
TIC_58172624,2474.1691487590365,2524.444910175497,31316
TIC_58543110,2474.168959626048,2524.4448203624734,31500
TIC_58583881,1629.174785841623,1639.0011284661416,6585
TIC_58583881,1643.9190800087204,1652.8966162020356,6400
TIC_58825604,2447.6947552384304,2455.323052134806,5472
TIC_58825604,2461.2442481086373,2482.106217429026,13113
TIC_58825604,2487.186885680668,2498.200858351046,7890
TIC_58833495,1630.144125256338,1639.0010403070034,6074
TIC_58833495,1644.9842598047321,1652.896560564216,5659
TIC_59836633,2474.1684337016713,2524.444573443247,31651
TIC_60874953,2474.1690788609008,2524.444877760397,31329
TIC_60922830,1764.6899104562244,1772.6372842939138,5575
TIC_60922830,1777.735944510801,1787.7275604302295,7080
TIC_60922830,2447.693682533549,2455.479045197237,5595
TIC_60922830,2461.243373880005,2498.396580567051,21932
TIC_61530691,1601.3497138299786,1609.6999111122416,5897
TIC_61530691,1615.8930099311144,1623.8971758271375,5724
TIC_62632828,2474.176067198181,2550.62994704551,48199
TIC_63777591,1790.6621545340079,1814.2631066974564,14518
TIC_64360693,2201.7363691274163,2254.0682645569063,34116
TIC_64703341,1683.3566996645907,1720.1002643159998,19923
TIC_64703341,1724.9446980841794,1733.7779131800476,6247
TIC_64703341,2419.992647862141,2446.581891313136,18267
TIC_67568168,1790.6619462129327,1814.3059139451386,14620
TIC_68565222,1628.48327533989,1639.0013300048126,7205
TIC_68565222,1643.0720916782798,1652.8968643585235,7010
TIC_686220013,1438.1216511114142,1463.6215974134811,16988
TIC_686220013,2174.232492480596,2200.0822556472613,17382
TIC_71374255,1410.9073059464235,1436.4238589923755,14638
TIC_72499619,1571.3888547056708,1595.6849673342858,14741
TIC_72499619,2308.3345464305867,2332.5832231634795,15509
TIC_72499657,1571.3833011306185,1595.6849688509444,14858
TIC_72564426,1571.4040035557978,1595.684880591367,14537
TIC_72564426,2308.2372017548673,2332.583149702617,15661
TIC_72987984,1571.3916121147024,1595.6849986029754,14841
TIC_73182755,1571.4053460348925,1595.6848992406358,14777
TIC_73182755,2308.221893830937,2332.5831852386277,15765
TIC_73308877,1571.4150586351907,1595.6849003624136,14743
TIC_73308877,1601.3487594687201,1609.698659965021,5932
TIC_73308877,1615.8915678595072,1623.895494924375,5721
TIC_73308879,1571.4220034617686,1595.6849006702162,14747
TIC_73308879,1601.3487598025993,1609.698660334756,5930
TIC_73308879,1615.8915682487998,1623.8954953360196,5731
TIC_73308879,2308.2191090350198,2332.5831896153777,15754
TIC_77842052,1438.1322476834848,1463.6282403420464,17048
TIC_77842052,2174.232020370879,2200.0625736467027,17345
