TIC_ID,PER,SDE
TIC_422692632,6.810098340528475,12.814339463235202
TIC_359892714,0.9440015810034732,18.871847521272485
TIC_363782768,10.345440746531597,5.175530714862046
TIC_118278380,6.805365133597387,19.605776437250643
TIC_360779428,6.633641075061725,26.797624361614286
TIC_345324572,2.556800141572583,10.842741215240494
TIC_141146667,0.6549188694270835,13.198683433903316
TIC_239134011,7.9906349315143395,16.44597651624887
TIC_321805583,1.4427871713324507,6.850575792627682
TIC_258382313,0.6321835759165475,8.36401521467378
TIC_372515598,5.104875855141169,19.18266889285997
TIC_245821503,1.6348372272567158,7.680234795294666
TIC_219290316,0.5154843916818189,11.496145450169664
TIC_137823194,2.9586880205034976,19.140871116546425
TIC_43451370,7.2040294996819165,17.965422583132305
TIC_461066586,1.6645578358502904,6.801154784596068
TIC_144155582,2.343848492141201,14.114928933129038
TIC_294993587,8.14820113475851,7.257610830637823
TIC_339397736,2.631399332213861,23.139931767003315
TIC_232965288,6.721423373567488,16.763632239584126
TIC_408411330,4.5752066832037865,4.852144635799095
TIC_260778617,14.902738940130236,8.424772322678784
TIC_351680104,2.338271112667072,17.825995094110382
TIC_332213483,6.328982396256205,10.679242005984692
TIC_385504478,6.351775240129401,27.658962850653424
TIC_266002317,1.028316332640169,19.703563562568753
TIC_187681788,6.04885382864021,18.34145784183361
TIC_291074569,12.049438356242002,5.707023704216148
TIC_429152614,3.2973256578073475,6.734259016124993
TIC_436783866,3.122714344495269,6.150913288997063
TIC_9966678,7.5624528389767445,10.221624936288157
TIC_405089321,3.083711989082819,11.505041815090573
TIC_409372963,0.5735858756411336,12.843799895512946
TIC_151610256,0.9294591420450918,10.317923811774708
TIC_453808153,0.7932589138155289,12.139448399845383
TIC_312617534,5.038383261661042,6.033551924727785
TIC_345395031,0.5243269700165809,14.458772998293735
TIC_101433378,5.37777175806038,19.195731269345234
TIC_129623324,0.7242055224164001,9.577267187331401
TIC_84900299,6.510223419490462,9.565788015127547
TIC_451922999,2.583592504235895,8.420628239353638
TIC_57151431,10.429020304470216,4.600128638680582
TIC_266271836,2.905338203304378,8.93017210167105
TIC_302904748,4.044291830790267,34.560877657029565
TIC_405040121,0.8288250405507244,21.72749537663631
TIC_255551163,0.6134250864517977,15.392184942273174
TIC_121049033,0.5555144863012051,10.443135503019986
TIC_312185848,1.3559716208131274,57.80957796852685
TIC_269077806,4.674266507753677,22.102608492157767
TIC_408589330,10.64192519548041,15.307887086681715
TIC_255488269,1.5905460998283667,17.551150450413058
TIC_60922830,0.5607347888988181,17.674320319967702
TIC_138473191,8.703967237767303,17.711743595690045
TIC_360205899,0.8571419916459432,26.587671637424833
TIC_400513376,12.870640604230287,23.199758702449557
TIC_17417151,11.646751602778485,13.974840657858309
TIC_369394619,1.0369414984009941,6.777236317464711
TIC_404144841,0.8949173020480818,16.792711757410384
TIC_24452802,13.97960252916422,13.594068793752257
TIC_32545814,0.6453460955285988,17.33249388317353
TIC_428055049,6.2165570418012095,6.899132003722662
TIC_406173242,0.6909816930219258,9.284667698977426
TIC_136885277,3.5379121508829217,17.942909668460608
TIC_355373774,0.5775373008774553,16.346570968858774
TIC_382543452,7.318052821553642,15.388384695355393
TIC_160004720,0.8128659542537886,6.628517902830453
TIC_134631370,0.6605459457639536,11.549165653028709
TIC_56459273,12.600498565674783,14.11856901290909
TIC_233514176,1.9382302857032752,21.32013535697895
TIC_375565862,6.847744449466692,6.759337415554559
TIC_67568168,3.577866444755188,5.8981682444864285
TIC_400331058,3.1986342785912973,28.430833758033536
TIC_266842406,12.832907885321603,8.799332834295077
TIC_160329609,7.423928209386358,17.836775268744482
TIC_280675564,8.23868184829341,21.187612066650402
TIC_209291266,1.071566776784191,7.893429571524361
TIC_77951245,10.713579843155449,31.197346873077528
TIC_220617943,0.5838551619216257,16.24942889554644
TIC_444536794,7.921084861193346,11.675129642194106
TIC_438627800,4.565635329623464,9.468606963352977
TIC_169385570,4.876696300095612,14.980107307374283
TIC_144667802,0.7873263517210486,8.227579106166921
TIC_255236579,0.603394970635619,10.31993642999798
TIC_364200072,1.5234082799841033,5.49597751204464
TIC_348555880,1.7057919679572073,15.404022083100847
TIC_399020708,0.8875990536563138,6.757847734498636
TIC_372918535,0.6258974601619742,7.196457298990275
TIC_90723908,2.4597791659362596,20.375442582024238
TIC_411874804,0.5495753456454793,11.420688969873725
TIC_309028466,2.1039107393334717,20.81104411678167
TIC_68565222,3.4472040656463254,6.221813123349066
TIC_378413560,0.8047639574705535,15.734373569854244
TIC_322275995,0.7386560280327152,5.718860665202364
TIC_264599508,0.7502289596125425,10.302299748807375
TIC_48364505,1.746656349861686,15.739295984219332
TIC_245339150,4.472431945370796,17.48675701724592
TIC_91853165,1.007507468569557,9.307861641244381
TIC_221355243,8.957085861222176,9.33285139149222
TIC_99135067,4.4247652239291995,22.36881409735124
TIC_333734230,0.6880575792444844,6.672781810820246
TIC_11568422,5.165030643188299,9.179634541257679
TIC_424881692,11.772999308915077,15.176553349566408
TIC_93242288,3.885073645775628,9.639251028010626
TIC_142391477,9.39252858140585,13.336455474767641
TIC_203036339,0.5075240793680176,9.039612634590592
TIC_165909066,6.966495249865411,17.486412709003964
TIC_339308290,1.9207947279362036,19.373661881753097
TIC_251845153,1.0645694395511096,17.760693098673013
TIC_290674357,2.6214201030621456,26.4904982425232
TIC_119855395,5.121429630274699,18.507087003163196
TIC_370825476,0.5807843954989924,17.281015382730516
TIC_186779497,2.9710600029208054,25.33350800752454
TIC_17399504,1.6863706367945563,9.73166706669264
TIC_197884260,12.076133661453737,20.975605971712664
TIC_355794672,0.7231314411305025,13.850084903722164
TIC_47590073,6.1767301175135865,22.303878755525076
TIC_349005337,1.3040569763445764,53.40566245625074
TIC_140031179,8.400184737455934,26.903503611170006
TIC_334524122,6.942552618194468,6.773483822207255
TIC_467368706,7.899777846619219,6.730589459777359
TIC_241683370,0.8926943222225482,20.25839733761685
TIC_20090694,8.142350611759609,5.902227081016195
TIC_155657581,0.5521358421855481,34.3415120443853
TIC_71374255,0.835374801879892,7.645194220416904
TIC_97882429,1.5304065397718305,5.436079973128898
TIC_393794445,11.360781602996516,18.15420439646578
TIC_73308879,0.6928978495494339,8.340811330081829
TIC_213240679,2.3946436213026923,20.984573399816036
TIC_302769205,0.7687520206491371,12.297380749767447
TIC_434100291,5.288299228461084,6.951734248616911
TIC_133974737,0.5816265624968154,14.992365463608412
TIC_197005132,0.7449646176608422,10.185670857157914
TIC_335370623,3.6889677132728846,22.454336981359884
TIC_72564426,9.136484837167378,8.666791814016307
TIC_388814426,0.8596375381711467,9.493865557506355
TIC_5714469,0.8624791623644683,14.348746683384919
TIC_47330198,1.4678336208917087,5.774726536856887
TIC_395052612,0.5918210335339037,21.57877496799813
TIC_345135733,4.844115240794837,8.635698322164016
TIC_241467204,4.112175118303145,16.79047489182173
TIC_152176559,4.170221861645714,5.511670209852141
TIC_72499619,5.5415046639016206,6.299958640933993
TIC_369743688,2.1242801088328513,7.082984975748163
TIC_82525365,1.9604069825066786,17.668027971285127
TIC_311092148,0.6553505041505032,30.726696849746887
TIC_268018088,3.4040050277464076,15.559302925637317
TIC_58583881,0.9865724358190423,4.751561175222627
TIC_59836633,0.6231713632399141,36.020831974386326
TIC_396731889,1.8552556887102798,31.810452088070292
TIC_319739812,2.8455229104795636,14.274425369571489
TIC_162143408,1.2555386989525426,8.890033288953513
TIC_61530691,0.8028985223298937,5.645715685035909
TIC_180258068,0.8171208637617904,10.020915243522047
TIC_341448790,0.6097321140720526,5.538153935781924
TIC_192543856,9.719886782033287,13.871115939509439
TIC_387720293,6.13500967676875,6.774023624698034
TIC_169530372,0.6065807627057118,7.3650776884078395
TIC_388835414,2.28873976996118,25.88040040281349
TIC_1232360,4.46418914168635,20.73140585372175
TIC_77954300,8.474136955558578,7.34568627364809
TIC_55000645,11.6118588725077,6.504125823419874
