Unnamed: 0,TIC_ID,INJECTED_PER,INJECTED_T0
118,TIC_119855395,9.027297112746131,1468.8539252326957
119,TIC_370825476,5.558225628993645,1572.9158593625737
120,TIC_186779497,10.411665275937228,1518.4415930390633
121,TIC_17399504,9.735036505462004,1628.7465214053937
122,TIC_197884260,14.14821326841701,1356.5558538245514
123,TIC_355794672,10.446135762104085,1544.270642647578
124,TIC_47590073,7.992214693155926,1470.3384499987
125,TIC_349005337,11.470276097018386,2475.263839982158
126,TIC_140031179,3.672420128715275,1519.6257527509729
127,TIC_334524122,14.017021527984133,1601.638720415298
128,TIC_467368706,13.839495095963546,1571.1942124086172
129,TIC_241683370,10.375474899720112,1601.455121680147
130,TIC_20090694,9.086161889709713,1518.3284371293169
131,TIC_155657581,6.833450746711671,1683.6693806909489
132,TIC_71374255,7.856602693013006,1411.8520434812706
133,TIC_97882429,7.76218883990537,1628.7864354175065
134,TIC_393794445,3.739779551833311,1439.2987028994153
135,TIC_73308879,9.638155550799691,1571.9163492561738
136,TIC_213240679,7.737461461804829,1628.9396491489863
137,TIC_301048970,12.18745874897232,1629.4461171483244
138,TIC_302769205,7.713091663597862,1411.6429542155631
139,TIC_434100291,12.173985768618293,1355.3778329720492
140,TIC_133974737,7.576040937263496,1492.799007305163
141,TIC_197005132,2.923886913833525,1657.0878730052568
