TIC_ID,clean_num_obs,no_flare_num_obs,raw_num_obs,no_flare_sigma,no_flare_diff_sigma,cdpp,top_ls_period,top_ls_power,fap_95,top_ls_period_sub_harmonic,top_ls_period_harmonic,second_ls_period,third_ls_period,fourth_ls_period,fifth_ls_period,second_ls_power,third_ls_power,fourth_ls_power,fifth_ls_power,ab,mass,mass_min,mass_max,radius,radius_min,radius_max,num_sectors
TIC_268018088,31487,31491,31556,0.030334534252587267,0.0424324715316783,7153.043196435202 ppm,1.4302542001380898,0.007486702974979871,0.0,0.7151271000690449,2.8605084002761796,1.4384383691182585,1.4221626339207452,1.4467167396784177,1.4141621076263196,0.007363295443462918,0.005691660061451444,0.0052942393077193015,0.003167761615126631,"(0.1693,0.5023)",0.278552,0.0203851,0.0203851,0.301695,0.00937788,0.00937788,1
TIC_405040121,25883,26004,26033,0.09026042280421497,0.004371901570299628,1320.7224918437682 ppm,0.82824152080033,0.892826923490915,4.641473753278701e-284,0.414120760400165,1.65648304160066,0.8309116976476324,0.8255884504775669,0.8335991470043264,0.8229523228144692,0.8343731350007252,0.6964196444700458,0.5633312252411578,0.3742963003824618,"(0.2865,0.3586)",0.52,0.0908375,0.0908375,0.952922,0.128291,0.128291,1
TIC_156364508,12715,13032,16872,0.023713459905794227,0.0030022262250218993,1214.5148652051864 ppm,4.2691296954021976,0.7254443225513647,4.893831801918187e-140,2.1345648477010988,8.538259390804395,4.128487584840097,4.419692051566062,3.9968165522084296,4.581262615791813,0.6416923962387521,0.5516824147450234,0.4343033975777882,0.24963164191270318,"(0.1959,0.4178)",0.664769,0.0201948,0.0201948,0.701803,0.020662,0.020662,1
TIC_316295827,11553,11562,11700,0.02083173241877823,0.018836214734719647,3337.422564977647 ppm,4.251687373832817,0.32679395914356174,1.0728390083792681e-123,2.1258436869164083,8.503374747665633,4.41831703259729,4.097169281482965,3.363693635538399,3.2662398719242196,0.28450269957516644,0.25878837446891,0.2045230369900657,0.18015236215386793,"(0.171,0.4514)",0.609988,0.0202278,0.0202278,0.627524,0.0185498,0.0185498,1
TIC_246861224,17997,18008,18297,0.006097609945845766,0.006312424765789358,1148.8727397176203 ppm,4.26415002322594,0.1675248572799946,2.9532260063159325e-195,2.13207501161297,8.52830004645188,4.135461067837272,4.4011054069385835,6.805445331013838,4.014312041555793,0.158664452225745,0.12488727504928368,0.11125242889227735,0.11004028525233252,"(0.1533,0.4776)",0.414489,0.0203502,0.0203502,0.420565,0.012619,0.012619,1
TIC_370825476,27000,27019,27152,0.12745945589084348,0.1321761752853576,32786.85431934279 ppm,3.2754279865433054,0.23216410064461812,2.4282691808321446e-295,1.6377139932716527,6.550855973086611,3.3165766015732427,3.2352879165309942,3.358772255726514,4.2857068046819835,0.2202377447055812,0.1789022178871747,0.15449933703091978,0.10121848935964073,"(0.1998,0.5387)",0.238444,0.0202641,0.0202641,0.266066,0.00823548,0.00823548,1
TIC_167664935,18209,18213,18229,0.0689280848489519,0.003238974473363243,6598.760760510598 ppm,0.5858794838370914,0.9185245456361129,1.5505555759385938e-197,0.2929397419185457,1.1717589676741829,0.5832845659270636,0.5884975934777892,0.5807125329511629,0.5911392071542211,0.8168520363513144,0.7825751177005493,0.5362006874422655,0.4903591967753292,"(0.4573,0.3914)",nan,nan,nan,nan,nan,nan,1
TIC_217182385,14207,14207,14226,0.02326797886528781,0.002716364031250582,1041.9776440056442 ppm,0.3022111189770973,0.9520892389444618,4.787313830636296e-153,0.15110555948854865,0.6044222379541946,0.3029626601107921,0.3014632972221693,0.3037179484405765,0.30071916730334153,0.9021176963862202,0.7239247315185774,0.6065912726363455,0.36602066584294307,"(0.2271,0.4253)",0.37,0.0843213,0.0843213,1.00035,0.106935,0.106935,1
TIC_251878167,18257,18259,18298,0.007677056017197137,0.010712180138524712,1809.9279255639028 ppm,3.4141975076831574,0.016532129562108172,4.8149740896994704e-198,1.7070987538415787,6.828395015366315,3.501438309164913,3.3311983545675643,3.593254437658886,3.2521388480238245,0.01572801256508889,0.013039182863878734,0.011088089902302792,0.007279554993892295,"(0.171,0.4514)",0.507378,0.0204568,0.0204568,0.509513,0.0153753,0.0153753,1
TIC_345395031,16195,16196,16248,0.010059647297939163,0.011899835888119827,3432.412127637705 ppm,0.13101555731980677,0.23713997562036448,3.946541580371952e-175,0.06550777865990338,0.26203111463961354,0.13115069783857383,0.13088069501779245,0.13128611743591137,0.1307461100742579,0.22671059585043846,0.1831278371732913,0.1577447559699657,0.09799805599928862,"(0.1606,0.4974)",0.471967,0.0205416,0.0205416,0.47418,0.0144364,0.0144364,1
TIC_14087575,34388,34468,34700,0.011913201982392879,0.010079965720704654,1849.3122443496595 ppm,1.2418009641520429,0.5401504390251486,0.0,0.6209004820760214,2.4836019283040858,1.2438280707812996,1.2397804540540058,1.2458618062989801,1.2333587773157642,0.5358117222554069,0.5280464112623613,0.5154700031397609,0.5140805263014643,"(0.1533,0.4776)",0.457811,0.020394,0.020394,0.460605,0.0138397,0.0138397,2
TIC_54147487,14654,14837,15506,0.004640832341744443,0.0017078355942636311,407.80411368641245 ppm,4.979697658211588,0.7043773682465017,4.7219080731952634e-160,2.489848829105794,9.959395316423176,4.780121561236219,5.196664967126537,4.595926237846734,5.433400270315925,0.6277867505018518,0.5986762049287736,0.4174244967632717,0.3893251758952208,"(0.2536,0.3933)",0.46,0.0861706,0.0861706,0.917173,0.118718,0.118718,1
TIC_416836609,44600,44729,45392,0.01826761789589523,0.007796241961086372,1452.0925908489044 ppm,4.822154409412572,0.7456735145269159,0.0,2.411077204706286,9.644308818825143,4.883516979481929,4.762314774317783,4.946461372547368,4.703942073387858,0.6765582939849996,0.6321320525567845,0.4613431466379581,0.39843485041388366,"(0.1819,0.4364)",0.581375,0.0204334,0.0204334,0.591834,0.0178345,0.0178345,1
TIC_339308290,27921,28100,44535,0.02997593419712179,0.0038324295398748224,833.8546907344563 ppm,7.998094265232713,0.4832952991013219,3.2786198041723698e-307,3.9990471326163566,15.996188530465426,8.188342848101486,7.914509574467502,8.277844175851873,8.083463266442493,0.47375113342583197,0.46571958573050193,0.45837362587684,0.457239742785973,"(0.3809,0.2823)",0.56,0.0864365,0.0864365,1.06049,0.127435,0.127435,2
TIC_44743153,48090,48091,48190,0.015381858210750244,0.009566699654781395,2548.24496746388 ppm,0.4121636188319748,0.5969761080687025,0.0,0.2060818094159874,0.8243272376639496,0.41193993328030676,0.41265658316389275,0.4124323623638771,0.4123875474404875,0.5960089141966901,0.5774358556969029,0.568901327173524,0.5574724446162771,"(0.1606,0.4974)",0.402044,0.0202654,0.0202654,0.409393,0.0121862,0.0121862,2
TIC_138473191,16983,16993,17043,0.003680808806757549,0.005107231894888433,847.8260979906138 ppm,4.964835276546927,0.004799371365501162,5.242166018068272e-184,2.4824176382734633,9.929670553093853,11.371006291856437,4.7959640849665615,12.368451459065984,5.146032773218999,0.004693458545079465,0.004169258226611746,0.00412765682375303,0.004077099860932023,"(0.171,0.4514)",0.512442,0.0202165,0.0202165,0.51475,0.015189,0.015189,1
TIC_375729536,46098,46106,46184,0.052482485774411516,0.06947751119680254,11857.249108819009 ppm,0.5351746751587741,0.08624896051578812,0.0,0.2675873375793871,1.0703493503175483,0.5347976890400561,0.5360059183537327,0.5355521931376275,0.5363846103940619,0.08408669206173587,0.08262836465792404,0.08236002006071012,0.08199729606783553,"(0.1606,0.4974)",0.388526,0.0203354,0.0203354,0.397386,0.0119357,0.0119357,2
TIC_319739812,33679,33712,33901,0.011734527106218648,0.010008384787989627,1871.0923469755044 ppm,0.8891054491621955,0.4349694450357957,0.0,0.44455272458109774,1.778210898324391,0.8871509614700832,0.8848168890995033,0.8828811901767765,0.8910685677566028,0.4275720624352346,0.4209070060354932,0.41173969481227346,0.40743793931773564,"(0.1693,0.5023)",0.314819,0.0203237,0.0203237,0.333227,0.0101252,0.0101252,2
TIC_240454319,12929,12936,12968,0.015381400833754447,0.02000854372675121,3469.5918754737563 ppm,6.616534159811468,0.0453561692703357,5.526800960999012e-139,3.308267079905734,13.233068319622936,6.296610412524356,6.970708055989115,6.006197751572387,7.364943252843471,0.04527399083648399,0.040860368268196084,0.03531767923436532,0.02981380733630559,"(0.171,0.4514)",0.506918,0.0202685,0.0202685,0.50904,0.0150949,0.0150949,1
TIC_251845156,29562,29803,33095,0.03762213815820126,0.01191385384254362,1819.2823675330103 ppm,5.07419382391021,0.23693496737867423,0.0,2.537096911955105,10.14838764782042,5.10840776815796,5.040435131495648,5.143086235681176,5.007122664573552,0.23585143157649047,0.23181202943668464,0.22820086901748105,0.22139692011369816,"(0.171,0.4514)",0.535755,0.0204614,0.0204614,0.539546,0.0162878,0.0162878,2
TIC_206605715,12063,12139,12312,0.015406934138245178,0.0068935733039221635,907.9813522699465 ppm,1.0826820735832046,0.5382322372225581,4.17283924337934e-130,0.5413410367916023,2.165364147166409,1.0719873149628292,1.093592376656925,1.0615017758147882,2.3472013039413278,0.47197529900401525,0.4364021085738236,0.28665030589498725,0.2702699812887174,"(0.1606,0.4974)",0.409548,0.020435,0.020435,0.416114,0.0126024,0.0126024,1
TIC_129623324,29869,29889,29926,0.013833235538244256,0.014825695723784407,2429.0662345623077 ppm,1.0497681530617526,0.369491138676033,0.0,0.5248840765308763,2.0995363061235053,1.04831862507392,1.0512216951739748,1.0468730946052032,1.0526792681079558,0.3668346304164751,0.36257281211347914,0.3548373441153727,0.34646998303604615,"(0.1606,0.4974)",0.403158,0.0205277,0.0205277,0.410389,0.0125597,0.0125597,2
TIC_363782768,17070,17110,17210,0.03256077730218254,0.026442634434860463,4657.249719372813 ppm,1.635630026809871,0.520446155439977,2.720207249099452e-185,0.8178150134049355,3.271260053619742,1.6570262704167744,1.6147792945228654,1.6789897171701487,1.5944534739011686,0.4857197777318979,0.4237599110909314,0.3453617367025179,0.25110661369726145,"(0.1819,0.4364)",0.621209,0.0203116,0.0203116,0.642149,0.0191377,0.0191377,1
TIC_206605718,12210,12451,12570,0.024430357542572976,0.0023052870522827997,578.948032716439 ppm,2.373120912006264,0.6761684343853092,1.4464895474680576e-133,1.186560456003132,4.746241824012528,2.3229807461843706,2.4254733194172666,2.274915500189853,2.4801876811173775,0.6009006234694833,0.5310329337395937,0.3703917381531337,0.2706380482638384,"(0.171,0.4514)",0.546532,0.0205016,0.0205016,0.551422,0.0167096,0.0167096,1
TIC_466265409,29778,29786,30035,0.00652214423331235,0.006096778884911816,1331.2789637711808 ppm,0.174349114456732,0.44515668090287375,0.0,0.087174557228366,0.348698228913464,0.1742734941803448,0.17410736025509926,0.1741828363922332,0.17442480038749342,0.44046792229820897,0.4199160338120714,0.41650448917196564,0.40773574441372634,"(0.1606,0.4974)",0.44424,0.0203501,0.0203501,0.447839,0.0134087,0.0134087,2
TIC_428055049,14808,14812,14843,0.004601844179965516,0.0062586587939712085,1005.1042092084159 ppm,6.98351708546597,0.02671385462359868,8.860664358041971e-160,3.491758542732985,13.96703417093194,6.592070978988512,7.42438726046132,6.242178992928563,7.9246726885981404,0.025655203544477808,0.019911624787693417,0.017001411283369898,0.010438810551389883,"(0.1819,0.4364)",0.595455,0.0203143,0.0203143,0.609106,0.0181538,0.0181538,1
TIC_294993587,26652,26734,32921,0.02689208773564262,0.008362031379270581,1627.1842736388007 ppm,3.908127039360642,0.6551227934089957,5.559724427217249e-292,1.954063519680321,7.816254078721284,3.9282993529598977,3.9942736593599584,4.015347486541384,3.8881608420870477,0.6550023601944633,0.6491410413441142,0.6451850765041554,0.6327697223584591,"(0.1819,0.4364)",0.646729,0.0203353,0.0203353,0.676621,0.0202022,0.0202022,2
TIC_437230158,30729,30829,30991,0.008676375822139601,0.005473140655271107,1009.7091315186473 ppm,0.9421821185981649,0.6679537942992161,0.0,0.47109105929908246,1.8843642371963298,0.9433490870656549,0.9410180337564136,0.937312216220368,0.9445189498869795,0.6624158031287534,0.6568514363308122,0.6420317823416044,0.6406876923179772,"(0.1693,0.5023)",0.406087,0.0203659,0.0203659,0.41301,0.0124227,0.0124227,2
TIC_150598692,17194,17196,17245,0.0025931085041105456,0.003607907780690889,606.7591639946413 ppm,4.657812591571661,0.006631562439720651,3.0455074303764216e-186,2.3289062957858304,9.315625183143322,4.833201633961674,4.494706971077443,6.563137426808945,6.243872607915058,0.005870036296646474,0.005859115691451003,0.0052175592858140505,0.0047370251982207035,"(0.1959,0.4178)",0.621141,0.0202295,0.0202295,0.642059,0.0189832,0.0189832,1
TIC_50745567,31471,31481,31764,0.009194557325908216,0.0038834322388421397,1838.167394756746 ppm,0.26434316613140263,0.45754056513083824,0.0,0.13217158306570131,0.5286863322628053,0.2642477212766372,0.2644386799594165,0.26415234532043597,0.2638476043909642,0.45702017028947517,0.445205402727545,0.44361657935853005,0.42763458697166434,"(0.1621,0.4852)",0.503393,0.0212842,0.0212842,0.505427,0.016392,0.016392,2
TIC_266002317,17419,17421,17456,0.004545309507287712,0.006408368733593147,1048.3817176608663 ppm,0.8410332901269206,0.0019574851439631523,9.728491388110388e-189,0.4205166450634603,1.6820665802538413,0.8355936840782565,0.8465441824939868,0.830223990047091,0.8521277717385104,0.0017245774037186925,0.00168310735218725,0.0011117215408437567,0.001084137825216128,"(0.1618,0.47)",0.489169,0.0204898,0.0204898,0.491078,0.0148694,0.0148694,1
TIC_244161191,28812,28828,28925,0.011514527605619133,0.011841675474337843,3521.9149056264314 ppm,0.3499433236115946,0.1476029360833584,2.9572985e-315,0.1749716618057973,0.6998866472231892,0.34978140250150536,0.35010539470443525,0.3496196311660698,0.35026761598851086,0.14685416987902591,0.14474810657363096,0.14253377317801486,0.1384720860800939,"(0.1998,0.5387)",0.277347,0.0203038,0.0203038,0.300639,0.00921362,0.00921362,2
TIC_184899004,47843,47854,47975,0.00147273517803238,0.0020554412681318855,346.65350281306866 ppm,7.374733968930207,0.00090075802940145,0.0,3.6873669844651036,14.749467937860414,7.238449758895367,7.51624852336551,1.1793986748802572,5.667444276957324,0.0008525374079073745,0.0006871558399532747,0.0006476884933232241,0.0005999554141257361,"(0.171,0.4514)",0.505099,0.0202907,0.0202907,0.507172,0.015071,0.015071,1
TIC_266271836,33017,33144,33682,0.017837410602913658,0.011354549238162582,2158.733876418395 ppm,1.8864117582348772,0.35245154386620986,0.0,0.9432058791174386,3.7728235164697543,1.8817487804040645,1.8910979032136395,1.8771087983457988,1.895807388422887,0.350269218526153,0.34522003164970044,0.33872768285215127,0.3290687172621556,"(0.171,0.4514)",0.597086,0.0203054,0.0203054,0.611142,0.0181994,0.0181994,2
TIC_409372963,13220,13220,13337,0.014624734723527856,0.014720579948684464,4332.852490175538 ppm,0.14334613697064727,0.4290429646145146,4.306314353670288e-142,0.07167306848532363,0.28669227394129454,0.14351375758550816,0.14317890745268255,0.14368177067084914,0.1430120676644324,0.4285441691204371,0.3064990308861277,0.30443301454177096,0.1403997371783179,"(0.1998,0.5387)",0.268254,0.0202185,0.0202185,0.29265,0.00885169,0.00885169,1
TIC_449941032,16811,16813,16892,0.015794832634106047,0.008081562632051535,1961.226705205753 ppm,0.45511136892180604,0.6077208213603407,5.385522113024243e-182,0.22755568446090302,0.9102227378436121,0.4534645297001747,0.4567702133370322,0.45182956581815875,0.4584411946999881,0.5525773284805809,0.510176147081406,0.37645593709103936,0.3151500353318342,"(0.1618,0.47)",0.517546,0.0203641,0.0203641,0.52008,0.0155596,0.0155596,1
TIC_370705545,27042,27058,27113,0.007716000068720961,0.008890872046093873,1534.7224289231378 ppm,1.101484867853162,0.29253137855728567,8.955660543403554e-296,0.550742433926581,2.202969735706324,1.096906677446243,1.1061014346782565,1.0923663869171756,1.1107568624846202,0.2888428828918489,0.21599803132187653,0.2098390663259064,0.10737151666032216,"(0.1693,0.5023)",0.49746,0.020299,0.020299,0.499398,0.0148529,0.0148529,1
TIC_152176559,27126,27704,29445,0.026852267118922968,0.002155505129772799,515.4060437243105 ppm,3.313050321804783,0.6270299093175973,9.195453320768204e-303,1.6565251609023914,6.626100643609566,3.298162158353564,3.3280735074389174,3.283407204943295,3.251406482270241,0.6211377658148866,0.6155578857990653,0.5978510514089633,0.5897166280426043,"(0.2865,0.3586)",0.53,0.0878446,0.0878446,0.954939,0.127266,0.127266,2
TIC_369394619,28582,28634,28658,0.010110480765701299,0.006619097021130884,1155.6911608775677 ppm,1.0406037203763938,0.7412597316478328,4.24614714696e-313,0.5203018601881969,2.0812074407527876,1.0420382593310813,1.0391731257545453,1.0434767589536742,1.0377464592201746,0.7367893312797958,0.7276411218918555,0.7145699175220682,0.6966872513697089,"(0.1606,0.4974)",0.394921,0.0202841,0.0202841,0.403051,0.0120293,0.0120293,2
TIC_407624075,18230,18237,18299,0.011851433770307411,0.016521049147195845,2900.5300087586556 ppm,0.1829176550494808,0.0014906207344047393,8.450618142898655e-198,0.0914588275247404,0.3658353100989616,0.18267380884516327,0.18316215313105028,2.357087490760284,2.1037747302489773,0.0014075692967864403,0.001204647002195835,0.0011254010118539233,0.001106310795326228,"(0.1606,0.4974)",0.417426,0.020445,0.020445,0.423219,0.0128197,0.0128197,1
TIC_203036339,14563,14572,14678,0.004812263923707577,0.004345328987866303,863.7469405848003 ppm,0.6287754644221379,0.20992804554565486,4.102640084701169e-157,0.31438773221106897,1.2575509288442759,0.5072731839621731,0.6254464159485936,0.6321401414259841,0.5051041951875103,0.19153285703067957,0.18903788384777112,0.1764300776835923,0.16994739053896146,"(0.1618,0.47)",0.498918,0.0203303,0.0203303,0.500873,0.0149402,0.0149402,1
TIC_436722903,31693,31701,31788,0.010828880965344482,0.01422479093639413,2386.6895258340223 ppm,1.414167746711144,0.08096896598596313,0.0,0.707083873355572,2.828335493422288,1.4221683015687245,1.406256704190154,1.430259896636033,1.3984336801309298,0.07223156782300139,0.06905860251509717,0.04807086544158733,0.04355722933809778,"(0.1533,0.4776)",0.451123,0.0203749,0.0203749,0.454286,0.0136294,0.0136294,1
