GDR2_ID
1001531127264550144
1002356654338424448
1004662605100309632
1004775884861011072
1004874020570128256
100955375251857408
1011594579236020352
1015252104666763264
101557048630250880
1021060549716965248
1021611714280235776
1021732694918872704
102395529325684224
1024383166481235200
1025610809869118208
1025913484804411264
102850795858406656
1030681620057217280
1030936912914122624
1031033154541231616
103174224076374016
1035187002095806464
1036396812779740672
1036591632496013056
1037783468740914432
1040186726281197824
1040890894760768000
1043204576461867264
1043702414711644416
1044508803411672064
1044713175134970496
1047887224685717632
1048841944376028672
1052962295481395840
1053349735891601664
10550058882240640
1056690636331822208
1056826907054257664
1059665257666556032
1059825447062012288
1060965331382412160
1061822400696509696
1063621614036281728
1064945975792183936
1074003202825693312
1080028286028111872
1081701364768366976
1085021954307575296
1086631914209666432
1087777266023275904
1088078875806596224
1088110589845031808
1088329908055039872
1090977051019062912
1096418740223846784
1097712796689739904
1098057012549198592
10989519936167936
1098999328373384064
1099146937809882624
1100669860197674624
1100773729686066048
11010067059687936
1102797861873269504
1103352840367457792
110453678247338624
110476080796691456
110509512824259328
110557375939726976
110605067256525184
1106546444908837504
1106798748468885504
110685537761826432
110875611539147136
110951890948096
110966188106512512
111019720578786560
1113692652011596928
1115104184423528576
111777318448259456
111888055589185792
112038692980446848
112263229572383744
112504748470436736
113805230206884864
1139510731219649920
114010667082490112
114442362835333376
114582791086004224
114607083421055488
114996619775515136
115115470110402560
115186319890576384
11536458251396352
116196221320744704
1164461982948496000
1165081282872554112
1165475732669125376
1166418868832054784
116664269679001344
1166718730563859712
1168971801687768960
1172555350600679552
117503918603676032
117579200790230272
1176939481417754368
117704094143142272
1177219685084187776
117784775104929792
1179305905318810368
118139779921820160
11819440761049472
118325597387107072
118591610481186688
118783647059198976
118812612318530816
118821167893453696
118935310944359040
1189600838851764224
1190382522896496256
1190406810935754624
1190516903833394176
119058490606226048
1191291303619227904
119135525139559936
119138273918613632
119141194496379136
119225337199491840
119274338482666112
119376146388040192
119468810306260480
119597491822130048
119703109361539328
119775543986405504
119815641800989696
1198453488001574528
1199305128477200256
120083441602262016
120108691713952256
120189265300085760
120301557221099008
120447379950667008
120460024334304128
1204662533242210560
120508093608246144
120664705295751296
120682297481789568
120746928149657856
120749264611835776
120857807024924288
120883233231309568
120898488955384576
120903501181107968
120914534953167616
120934910278041600
120952429448891520
120953911213350912
120959816792685312
