cleaned_time,detrended_flux,trend_time,trend_flux,raw_time,raw_flux
1438.0395565926976,0.99881717782714,1438.0395565926976,1.0020520755223847,1438.0395565926976,1.0008668261090965
1438.0409455094234,1.001739176580719,1438.0409455094234,1.002055309456366,1438.0409455094234,1.0037980605831578
1438.0423344261485,0.9965701243059935,1438.0423344261485,1.002064342623947,1438.0423344261485,0.9986273864913505
1438.043723342873,0.9974828196350669,1438.043723342873,1.0020798394711756,1438.043723342873,0.9995574237751634
1438.046501176323,1.0014051253461673,1438.046501176323,1.0020493033763331,1438.0451122595973,1.0055015282404007
1438.0478900930489,1.0018763083655462,1438.0478900930489,1.0020528489478409,1438.046501176323,1.0034573082506166
1438.0492790097733,0.9997832564468845,1438.0492790097733,1.0020507041040723,1438.0478900930489,1.003933009091041
1438.0520568432235,1.0000113877860606,1438.0520568432235,1.002063483275274,1438.0492790097733,1.0018335160740628
1438.0562235938644,1.0018923110601545,1438.0562235938644,1.002080763397045,1438.0506679264977,1.0058656050064034
1438.0590014273146,1.0000321627927984,1438.0590014273146,1.0020926453905674,1438.0520568432235,1.0020748945598406
1438.0603903440397,0.9996144680450353,1438.0603903440397,1.0021097073415204,1438.053445760415,1.0057815194437574
1438.0631681774898,1.0007793797927709,1438.0631681774898,1.0021023912312705,1438.0548346771393,1.0085563430110784
1438.0659460109398,0.9966526864851435,1438.0659460109398,1.0021012959243978,1438.0562235938644,1.0039770119087894
1438.067334927665,1.0002421262666599,1438.067334927665,1.002113423802977,1438.0576125105895,1.0062011632424177
1438.06872384439,0.9986573852616409,1438.06872384439,1.0021131000836503,1438.0590014273146,1.002124875488686
1438.07011276158,0.9974923173903898,1438.07011276158,1.0021193238852364,1438.0603903440397,1.0017233620269599
1438.0715016783058,1.0014413390974464,1438.0715016783058,1.0021224759817295,1438.0617792607648,1.0063069072075634
1438.0728905950316,1.0008452388684634,1438.0728905950316,1.002135641434613,1438.0631681774898,1.0028834095852837
1438.074279511756,0.9986162631845934,1438.074279511756,1.0021467114229512,1438.064557094215,1.0071408047047146
1438.0756684284804,0.9998193649773446,1438.0756684284804,1.0021294918938795,1438.0659460109398,0.9987469487132948
1438.0770573452055,0.9999918214508116,1438.0770573452055,1.0021355215488743,1438.067334927665,1.0023560617850522
1438.0784462619313,0.9991061676541603,1438.0784462619313,1.0021460577974248,1438.06872384439,1.0007676482659753
1438.0798351786564,1.0000823632485263,1438.0798351786564,1.002129362476233,1438.07011276158,0.9996063266839751
1438.0812240953808,1.002181257156019,1438.0812240953808,1.0021452539842206,1438.0715016783058,1.0035668742867918
1438.0826130121059,0.9988076654358209,1438.0826130121059,1.0021532617827873,1438.0728905950316,1.002982685430226
1438.0840019288316,1.0004751092344069,1438.0840019288316,1.0021555095695436,1438.074279511756,1.0007600041239166
1438.0853908455567,1.00045251950607,1438.0853908455567,1.0021555095695436,1438.0756684284804,1.0019484722104075
1438.088168679007,0.9958723286179246,1438.088168679007,1.002158413842874,1438.0770573452055,1.0021273255342178
1438.0895575957313,1.0002608608150851,1438.0895575957313,1.0021454062609567,1438.0784462619313,1.0012503072357097
1438.0909465124564,1.002002735662609,1438.0909465124564,1.0021597803049322,1438.0798351786564,1.0022119011059702
1438.0923354291822,0.9966431254251248,1438.0923354291822,1.0021597803049322,1438.0812240953808,1.004331190490844
1438.0937243459073,1.0001791660432109,1438.0937243459073,1.0021717045568868,1438.0826130121059,1.0009583598101588
1438.0951132626317,0.9980944295586113,1438.0951132626317,1.002183352057507,1438.0840019288316,1.0026316429064517
1438.0965021793568,0.9987727458599156,1438.0965021793568,1.0021863371050816,1438.0853908455567,1.0026090044857394
1438.0978910960825,1.0016755989163264,1438.0978910960825,1.0021826036841077,1438.0867797622818,1.0064647881416229
1438.100668929532,0.9985620632752538,1438.100668929532,1.0022000263272803,1438.088168679007,0.9980218332377488
1438.1020578462571,1.0003864720363018,1438.1020578462571,1.0022091344476272,1438.0895575957313,1.0024068267284678
1438.103446762983,0.9963487852945461,1438.103446762983,1.002223016724336,1438.0909465124564,1.0041668414365812
1438.104835679708,0.9948944707907115,1438.104835679708,1.002236872101781,1438.0923354291822,0.9987956556184641
1438.1062245964324,0.9978008793930302,1438.1062245964324,1.002228521850611,1438.0937243459073,1.0023512596958102
1438.1076135131575,1.000654399737987,1438.1076135131575,1.002237052097653,1438.0951132626317,1.0002736210849743
1438.1090024298833,0.9976483309961761,1438.1090024298833,1.0022324566900165,1438.0965021793568,1.0009563997737334
1438.1103913466084,0.9977263855168523,1438.1103913466084,1.0022378356993367,1438.0978910960825,1.003861859768802
1438.1117802633335,0.9967602224122638,1438.1117802633335,1.0022504881483483,1438.0992800128076,1.006394814841239
1438.1131691800585,0.9985960714030138,1438.1131691800585,1.0022445052848583,1438.100668929532,1.0007589261038827
1438.114558096783,0.9991843644194347,1438.114558096783,1.0022466285702833,1438.1020578462571,1.0025964602526174
1438.1159470130424,0.9996158537774321,1438.1159470130424,1.00225586757354,1438.103446762983,0.9985636853075277
1438.1173359297682,0.9989042358930453,1438.1173359297682,1.0022687839121314,1438.104835679708,0.9971199224766393
1438.1187248464933,1.0013850212617117,1438.1187248464933,1.0022536051255129,1438.1062245964324,1.0000245004553165
1438.1201137632177,0.9987788205182339,1438.1201137632177,1.00226109395777,1438.1076135131575,1.0028929157619466
1438.121502679942,0.9939784711477865,1438.121502679942,1.00226109395777,1438.1090024298833,0.9998755376869923
1438.1228915966678,0.9956566116725665,1438.1228915966678,1.0022720902211775,1438.1103913466084,0.9999591332405321
