NUM_OBS
17182
33796
15796
31036
29225
16338
30962
33565
33766
43382
16599
36443
36526
36485
12938
14653
17221
17221
14727
31263
11656
29812
29115
26539
18290
18292
16881
29901
43135
14984
31104
12636
49238
17022
34528
28810
32753
34700
33379
14958
29423
29256
29310
48586
30004
16481
30045
14456
358578
29871
274464
17213
14330
29445
45361
102438
31770
16872
54179
48028
49616
44868
31143
80808
42531
28811
63357
63757
30815
185618
18229
33747
34491
65648
66315
10676
27117
32584
31376
15495
391467
11701
29624
47899
29932
26575
16720
15234
25129
29284
30164
17211
76752
14317
51102
46058
12910
63389
14678
15423
33032
12312
12570
30188
28939
32600
14226
78121
33782
63309
81306
49056
31995
14895
278891
32585
59743
51263
254914
102989
81985
48371
80584
12932
30161
30163
11677
39599
45856
49291
28885
66796
46026
46041
46136
66292
66264
66291
18297
62837
11134
17194
33199
33095
33164
18280
12823
31036
60695
30185
188434
13252
30355
30361
27440
42639
49914
81090
17430
26695
33682
33093
41984
31512
29527
34235
16553
155843
67417
29596
27466
353304
14582
62340
46836
45878
47462
48648
99789
200867
16761
31846
31847
63207
63082
198388
150141
32921
33679
28624
386404
13180
65539
31082
48456
26847
13606
391451
201483
61770
33075
123492
48253
15573
135010
151425
361355
16223
16215
30721
30191
11700
43599
33898
30159
31383
66846
11692
26001
16773
26023
30189
31292
29885
26020
44492
48524
26020
44521
17218
14333
44535
32193
44469
63791
36539
30746
12964
31051
30590
16227
14335
29896
44428
325160
14336
19576
87052
84717
26048
63871
63858
74404
77682
63042
16781
31178
13205
17195
14204
13285
31744
11682
48239
30926
16693
16709
29904
28657
30184
11690
27098
27135
75491
41147
31568
29660
46110
292559
27366
34481
47463
193667
17203
32212
76784
31332
32420
55832
33142
28267
43915
48951
32588
65526
63669
128247
11698
61932
47804
46026
45868
17209
26033
47521
46092
11676
46172
29165
18282
11204
26988
13337
16893
11687
47457
61150
45949
45384
42552
42553
33892
67353
31696
14807
31507
31159
42993
13735
32092
33023
12781
11684
66201
31750
30141
30991
46137
30192
28603
28640
32000
30190
65622
48189
26043
16892
30379
93307
75906
79723
66600
34304
34236
53804
60738
42359
63785
63865
17204
18086
29927
49286
18236
65642
64750
31694
34240
34257
30032
63177
12859
30431
30842
14537
29913
29911
17185
31764
48381
32555
15506
47318
31239
13461
30990
30978
30413
31652
31564
13303
26497
11847
31705
31695
40261
11697
48325
14644
33026
44533
14686
14340
34537
14677
30430
14899
30626
14850
30615
26491
42274
34543
49050
49313
18275
14624
13239
29852
16791
17221
57469
17207
31504
49322
49821
52132
33140
14687
