TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr
TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr
TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr
TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr
TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr
TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr
TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr,ls_top_period_test,Even-Odd Flag,lc_sigma,transit_sigma
TIC_268018088,5.346398832674329,9.869140078038887,2474.304518171703,0.09640912751744693,0.9907384157987114,0.08923885462890051,5.660651117187354,False,False,0.03004505448724197,0.03043831819645607
TIC_316295827,5.717047541668983,9.006731718091892,1608.5528030134021,0.17079852157895903,0.9843900310410276,0.11638647142300343,15.230987468442542,False,False,0.013755717139918544,0.014677178091011283
TIC_382248311,6.317534271186781,2.1383614740544465,1658.0811256919621,0.21724620027144492,0.9990991478059977,0.02783159641509715,7.287808665043868,False,False,0.004979392218037625,0.004993244689875842
TIC_404378135,4.484076292189829,9.605138237967441,1659.2917115357186,0.17178421432224386,0.996944968468575,0.05153386178298406,6.935713439277896,False,True,0.007504334979407508,0.00761955825442614
TIC_57151431,11.491779741200649,14.82955877790794,1584.9443080947542,0.017149194934156866,0.9964671198649002,0.054019441965433464,5.175457524305699,False,True,0.0019558945438477395,0.0025566352966824753
TIC_63777591,5.409944783136563,6.326176230009774,1793.5760527914772,0.15240925906014685,0.9967085069390322,0.05358329401112049,15.092745991557912,False,True,0.004197134525227088,0.0041247742301934445
TIC_360914079,5.434151611779637,5.524074493736329,2038.4578150885334,0.13616957156215515,0.9985414805013979,0.03557603973983443,9.803412587933998,False,False,0.002911912712377769,0.0030259043480717735
TIC_416836609,9.488153525891926,13.069134632659377,2448.1909921796123,1.0103475000188353,0.9944636866249386,0.06926726293572898,3.242229159062013,False,False,nan,0.005882126981881311
TIC_143995063,6.080012306512592,10.931304654892555,1502.3059464192902,0.10112092478771804,0.9961853989143218,0.05753419564730207,9.77296660474213,False,True,0.0058668542194396005,0.006088638902091086
TIC_80033631,6.250884187731285,2.076454738468687,1470.3128307873246,0.2000125942225186,0.9995745173464616,0.019185542566631818,6.316571480378829,False,False,0.00217934893400973,0.0022049665886674204
TIC_54147487,5.350037567126372,3.5875298789426564,2285.641510708535,0.12321742934744537,0.9992657779183916,0.024980544113243693,11.149112505868787,False,False,0.0013343292138550493,0.0013611069586235735
TIC_246861224,4.971457634327997,7.266088290421199,1356.5289517623976,0.12849055803377765,0.99819092638201,0.039656370183347535,6.916206345200629,False,False,0.004571828293187621,0.004640080381591746
TIC_90723908,5.0877101109358485,8.94617340069709,1664.3568475618983,0.1789304444968741,0.9974818835912712,0.04667267474634007,15.786102052093694,False,False,0.0028231390677471344,0.0029020663126679254
TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr,ls_top_period_test,Even-Odd Flag,lc_sigma,transit_sigma
TIC_221355243,9.878648885896498,3.197680825407375,1631.2774246570627,0.02208598370769537,0.9980884348221285,0.04070167198018656,2.1373936870871066,True,False,0.00792863248475793,0.008318300530212624
TIC_321805583,7.461102292279125,10.85452268788683,1604.1322820925807,0.0027695867305327533,0.9750552853630411,0.146769969918883,2.4951665289547926,False,False,0.0370386001066084,0.03942135278170099
TIC_77954300,9.544727179507632,5.4550105887355915,1441.3040086855417,0.021740418244130536,0.9944927642915735,0.06919132894615583,6.242396622399595,False,False,0.014288240685336625,0.014315778130478924
TIC_405514195,8.19106123377387,0.7123615317451967,1601.6582116899385,0.0599883553545199,0.9671521770920967,0.16490985431188854,6.940290376632665,False,False,0.14043393897107037,0.1392140938249648
TIC_370705545,8.25424459330893,2.2003213326294353,1572.3596353952073,0.18778473682196706,0.998020050789372,0.041260869219619335,14.470042432997191,False,False,0.006477292906465983,0.006405258765514457
TIC_345395031,11.28099220504533,0.6552114940528159,2144.909329543176,0.039122469680031434,0.9922992001977335,0.08154847647816953,22.709617673232543,False,False,0.010080247600504792,0.009122307737506436
TIC_369394619,13.809004506688577,1.0435876543585811,1386.584763335152,0.006579317950586942,0.9946609259408595,0.06790174068710172,14.951088139550068,True,False,0.005423532832683157,0.0045483001092372615
TIC_112176566,19.280566956045213,1.2246699697835315,1602.264522937539,0.007826744558921364,0.9924881147735677,0.0807360712887959,15.718300378932732,True,False,0.008066076132189244,0.007735857821973933
TIC_58583881,6.002260265750825,0.9190181089472679,1629.3817170714522,0.06559387891433437,0.9989839341124278,0.02969357015200816,5.8400283975705,False,True,0.0045965331378455924,0.004675210051261507
TIC_50745567,20.974090797725548,0.7924472460233767,1468.4819715052624,0.005676389184526516,0.9899823623848034,0.09309274032332793,16.291776167846177,False,False,0.007829395262166826,0.0052666891143033166
TIC_308245136,28.60999732546979,1.6122034036429131,1411.692651141143,0.016859854422070567,0.9902061774506068,0.09218868014898454,42.88437027155701,True,True,0.006065704366279458,0.0065620656899862285
TIC_344660641,6.111701061720804,1.2565034961164658,2448.1948232730115,0.112821902330179,0.997804966565702,0.043643749226008395,18.66255021280332,True,False,0.0036077412113396886,0.003274021026396724
TIC_460844584,16.17070855450168,0.7972521780780824,1602.071119243438,0.005191862359149564,0.9910006612418502,0.08844843233466412,13.950340038341613,True,True,0.008340348493848123,0.007652426768369891
TIC_160329609,19.71708254597112,1.0154333835695892,1469.2782952008238,0.010817952083412297,0.9973640509223252,0.0476079910775356,26.823845543591123,True,False,0.0021455389133368447,0.001308308346783985
TIC_427346731,12.22488914960036,13.014731448542548,1476.6028514045506,0.004765187337277044,0.9953098387698038,0.06375460815341642,9.84905138374788,False,True,0.0015651090372912277,0.0016434088099409434
TIC_319739812,16.128923416435388,0.8870240550244408,1657.1419188540149,0.012336184028170206,0.9923454038069761,0.08112832142089216,20.618094426495077,True,True,0.008202359604207574,0.008214603265317278
TIC_49954689,10.616826570635533,0.6823708248080875,1438.7461748234725,0.07734567410687107,0.9671857944599596,0.1686353590675763,93.24789571743365,True,False,0.015497931970715329,0.011568786111482392
TIC_58543110,11.263035785247833,1.184412946968113,2474.6785988508254,0.12209820120053419,0.9866650010442977,0.10606426056411786,30.727180830263634,False,True,0.02277067633132004,0.022009143872753812
TIC_378413560,14.743539589818932,0.8045430436582006,1571.380027914307,0.06780272864927446,0.9912075405860388,0.08734706701128907,48.990706022709034,False,False,0.007936762856585651,0.0067660807966115405
TIC_139725285,8.928733248140373,0.6019902463874244,1438.3327454162243,0.004528907456697456,0.9957641373952947,0.06048098668179412,13.211850083195978,True,True,0.004782592096109255,0.003946959345172227
TIC_348555880,5.815739641729457,2.155072404083562,1628.6315356209723,0.06487583647985097,0.9994531468568636,0.021492907631249576,6.248728538933304,False,False,0.0016338900569541044,0.0016930243105430242
TIC_141146667,19.889402908833798,0.6550659160804696,2420.1375082478544,0.013733473532131071,0.9642040381476252,0.17581865503120664,22.281922901629382,False,False,0.03664913187878463,0.014708120642243744
TIC_144282456,11.125838858710573,0.89881128877093,1842.964068698709,0.0943432066677407,0.9862121196962611,0.10888300546536127,48.35613411105024,False,False,0.010827485037452228,0.004045805295967438
TIC_165941376,16.31272888172126,0.785597227680928,1386.105947884129,0.004943485090030235,0.9963500737911403,0.05624186800600427,16.011363811214913,False,False,0.002963867107573311,0.00203686406191041
TIC_203036339,6.588206274259669,1.014374485347031,1790.8420565534152,0.10112472001906098,0.9965653673040364,0.05459253866641586,28.28277050854813,False,True,0.004465877562516335,0.003868717755585874
TIC_82525365,5.292578165181196,1.3879961240705994,2641.5651867551205,0.016603143395062192,0.9991270878574737,0.02747957782477854,3.2651761171398954,False,False,0.002816762552248603,0.002796652387168826
TIC_409372963,10.31281369139352,0.7174002300772716,1930.359722524155,0.04408479682113617,0.987237847857592,0.10376109217751638,24.35753008818331,False,False,0.015116847710166937,0.011127160392323473
TIC_464779449,14.71360366549016,1.0506250479511121,1439.2582303475256,0.00780746525843271,0.9921232649031454,0.0827480865017174,19.1229726555651,True,False,0.006684787851827628,0.005728590526397929
TIC_156364508,5.254527241003317,2.31731817478214,1818.3682387916729,0.10995448963250616,0.9979308840814248,0.04230748409712826,15.542455763907746,False,False,0.0032237350025614855,0.003597246084299173
