SDE,filename
9.697328149660407,"9,697328149660407_TIC_59086912_m_LombScargle-n=2_s_0,png"
10.29998095911974,"10,29998095911974_TIC_445922350_m_BiWeight-w=0,5_s_0,png"
14.43119448630522,"14,43119448630522_TIC_408525991_m_LombScargle-n=2_s_0,png"
18.60532379560236,"18,60532379560236_TIC_46238307_m_BiWeight-w=0,5_s_0,png"
14.12217830402895,"14,12217830402895_TIC_148917425_m_LombScargle-n=2_s_3,png"
15.099550767410834,"15,099550767410834_TIC_372811413_m_BiWeight-w=0,5_s_1,png"
9.653544669364893,"9,653544669364893_TIC_414937822_m_LombScargle-n=2_s_0,png"
15.671704969582589,"15,671704969582589_TIC_387970756_m_BiWeight-w=0,5_s_0,png"
11.916695218835788,"11,916695218835788_TIC_127025883_m_BiWeight-w=0,5_s_1,png"
43.53670998516053,"43,53670998516053_TIC_97356407_m_BiWeight-w=0,5_s_0,png"
9.20856684854244,"9,20856684854244_TIC_431903358_m_BiWeight-w=0,5_s_0,png"
14.652253846367133,"14,652253846367133_TIC_118550984_m_BiWeight-w=0,5_s_0,png"
9.263548089746998,"9,263548089746998_TIC_387801208_m_BiWeight-w=0,5_s_0,png"
12.820988996882807,"12,820988996882807_TIC_19395676_m_BiWeight-w=0,5_s_0,png"
18.228996743095788,"18,228996743095788_TIC_231311328_m_LombScargle-n=2_s_0,png"
31.681824219599807,"31,681824219599807_TIC_1718077158_m_BiWeight-w=0,5_s_1,png"
18.34469564380793,"18,34469564380793_TIC_434293690_m_BiWeight-w=0,5_s_0,png"
24.42281886950325,"24,42281886950325_TIC_230225513_m_BiWeight-w=0,5_s_0,png"
13.237359107501566,"13,237359107501566_TIC_62317850_m_BiWeight-w=0,5_s_0,png"
13.582854462237028,"13,582854462237028_TIC_59277787_m_BiWeight-w=0,5_s_0,png"
10.77560344468726,"10,77560344468726_TIC_454142682_m_BiWeight-w=0,5_s_0,png"
9.287076051224757,"9,287076051224757_TIC_118555069_m_LombScargle-n=2_s_0,png"
9.928019180843927,"9,928019180843927_TIC_449911089_m_BiWeight-w=0,5_s_0,png"
11.020720412696624,"11,020720412696624_TIC_448585725_m_BiWeight-w=0,5_s_0,png"
9.349214517132786,"9,349214517132786_TIC_287132854_m_LombScargle-n=2_s_2,png"
28.84387199088594,"28,84387199088594_TIC_359357695_m_BiWeight-w=0,5_s_0,png"
13.386983175320388,"13,386983175320388_TIC_74073928_m_BiWeight-w=0,5_s_0,png"
9.434814730379648,"9,434814730379648_TIC_160329609_m_LombScargle-n=2_s_1,png"
12.672232441468475,"12,672232441468475_TIC_58108662_m_LombScargle-n=2_s_0,png"
18.77072088214875,"18,77072088214875_TIC_62008809_m_BiWeight-w=0,5_s_0,png"
29.665234801120413,"29,665234801120413_TIC_264599508_m_BiWeight-w=0,5_s_2,png"
11.280811235942185,"11,280811235942185_TIC_244168847_m_LombScargle-n=2_s_0,png"
11.628541463501708,"11,628541463501708_TIC_159150734_m_LombScargle-n=2_s_1,png"
10.700873051187394,"10,700873051187394_TIC_245786865_m_BiWeight-w=0,5_s_0,png"
18.59020547434525,"18,59020547434525_TIC_371470903_m_BiWeight-w=0,5_s_0,png"
10.793515817349665,"10,793515817349665_TIC_267760642_m_LombScargle-n=2_s_0,png"
9.909849504561182,"9,909849504561182_TIC_311091687_m_BiWeight-w=0,5_s_0,png"
10.587993551266514,"10,587993551266514_TIC_385552485_m_LombScargle-n=2_s_0,png"
14.15883855120462,"14,15883855120462_TIC_302545769_m_LombScargle-n=2_s_0,png"
12.418668253424691,"12,418668253424691_TIC_258377831_m_BiWeight-w=0,5_s_0,png"
16.494913889266858,"16,494913889266858_TIC_58084670_m_LombScargle-n=2_s_0,png"
11.5831077193502,"11,5831077193502_TIC_415366925_m_BiWeight-w=0,5_s_0,png"
9.711118262816118,"9,711118262816118_TIC_58606910_m_BiWeight-w=0,5_s_0,png"
9.528306096327238,"9,528306096327238_TIC_250443621_m_BiWeight-w=0,5_s_0,png"
15.15159595734663,"15,15159595734663_TIC_323354786_m_BiWeight-w=0,5_s_1,png"
16.379962644026417,"16,379962644026417_TIC_452406965_m_LombScargle-n=2_s_0,png"
14.36655176308846,"14,36655176308846_TIC_61947631_m_LombScargle-n=2_s_0,png"
13.568914555616194,"13,568914555616194_TIC_141146667_m_BiWeight-w=0,5_s_0,png"
9.972078103359754,"9,972078103359754_TIC_435918924_m_LombScargle-n=2_s_0,png"
11.384735831606136,"11,384735831606136_TIC_416647858_m_BiWeight-w=0,5_s_0,png"
14.588907387349726,"14,588907387349726_TIC_302537505_m_BiWeight-w=0,5_s_2,png"
17.350493686856503,"17,350493686856503_TIC_303048907_m_LombScargle-n=2_s_0,png"
11.288964012888789,"11,288964012888789_TIC_262436575_m_BiWeight-w=0,5_s_1,png"
9.999034716839152,"9,999034716839152_TIC_15138442_m_BiWeight-w=0,5_s_0,png"
22.84184201233572,"22,84184201233572_TIC_60922830_m_LombScargle-n=2_s_1,png"
22.437392796483337,"22,437392796483337_TIC_302417238_m_BiWeight-w=0,5_s_1,png"
17.58924580057855,"17,58924580057855_TIC_60007502_m_LombScargle-n=2_s_0,png"
10.615518739156832,"10,615518739156832_TIC_452742300_m_BiWeight-w=0,5_s_0,png"
9.553112189530674,"9,553112189530674_TIC_390441711_m_BiWeight-w=0,5_s_1,png"
9.200533212992797,"9,200533212992797_TIC_458416264_m_LombScargle-n=2_s_0,png"
11.513922794648703,"11,513922794648703_TIC_405520863_m_BiWeight-w=0,5_s_1,png"
10.491583018880393,"10,491583018880393_TIC_121049033_m_BiWeight-w=0,5_s_1,png"
9.45066490612772,"9,45066490612772_TIC_283706720_m_BiWeight-w=0,5_s_0,png"
10.92846752460292,"10,92846752460292_TIC_6743108_m_BiWeight-w=0,5_s_0,png"
27.544906312311,"27,544906312311_TIC_423954063_m_BiWeight-w=0,5_s_0,png"
10.857963513408698,"10,857963513408698_TIC_360156606_m_LombScargle-n=2_s_0,png"
38.01096623971632,"38,01096623971632_TIC_349005337_m_LombScargle-n=2_s_0,png"
11.401856635343057,"11,401856635343057_TIC_27088241_m_LombScargle-n=2_s_0,png"
9.718361792522805,"9,718361792522805_TIC_175689544_m_BiWeight-w=0,5_s_1,png"
14.87639012915058,"14,87639012915058_TIC_245786004_m_BiWeight-w=0,5_s_0,png"
10.313817799177029,"10,313817799177029_TIC_261950212_m_BiWeight-w=0,5_s_0,png"
11.918588021824275,"11,918588021824275_TIC_317096584_m_LombScargle-n=2_s_1,png"
11.86605244250086,"11,86605244250086_TIC_408564933_m_LombScargle-n=2_s_0,png"
10.768275594576751,"10,768275594576751_TIC_103101099_m_BiWeight-w=0,5_s_0,png"
9.574354945515188,"9,574354945515188_TIC_323292484_m_BiWeight-w=0,5_s_0,png"
11.14106950607065,"11,14106950607065_TIC_68648156_m_LombScargle-n=2_s_0,png"
19.30223749548806,"19,30223749548806_TIC_285726969_m_BiWeight-w=0,5_s_0,png"
15.090681402896188,"15,090681402896188_TIC_123884409_m_LombScargle-n=2_s_0,png"
15.329792544453674,"15,329792544453674_TIC_26987416_m_BiWeight-w=0,5_s_1,png"
22.377609661026423,"22,377609661026423_TIC_399932963_m_BiWeight-w=0,5_s_0,png"
14.838809878567712,"14,838809878567712_TIC_346543450_m_BiWeight-w=0,5_s_0,png"
11.799864473737433,"11,799864473737433_TIC_446022655_m_BiWeight-w=0,5_s_0,png"
17.578824916410127,"17,578824916410127_TIC_113880397_m_BiWeight-w=0,5_s_0,png"
9.956395548973608,"9,956395548973608_TIC_442571495_m_BiWeight-w=0,5_s_1,png"
14.767084087460994,"14,767084087460994_TIC_267950412_m_LombScargle-n=2_s_0,png"
12.4749966215251,"12,4749966215251_TIC_25840253_m_LombScargle-n=2_s_0,png"
10.370844967838046,"10,370844967838046_TIC_298854183_m_BiWeight-w=0,5_s_0,png"
10.366006948091,"10,366006948091_TIC_453510797_m_LombScargle-n=2_s_1,png"
18.136157617647388,"18,136157617647388_TIC_247465254_m_BiWeight-w=0,5_s_0,png"
10.328839996123795,"10,328839996123795_TIC_230091561_m_LombScargle-n=2_s_2,png"
16.59551502336232,"16,59551502336232_TIC_388814426_m_BiWeight-w=0,5_s_2,png"
38.62833145889851,"38,62833145889851_TIC_401299019_m_LombScargle-n=2_s_1,png"
9.727107726982885,"9,727107726982885_TIC_63359522_m_LombScargle-n=2_s_0,png"
14.22219055049792,"14,22219055049792_TIC_258798086_m_BiWeight-w=0,5_s_0,png"
24.000353474293732,"24,000353474293732_TIC_412200234_m_BiWeight-w=0,5_s_0,png"
12.477660959986476,"12,477660959986476_TIC_359997243_m_LombScargle-n=2_s_0,png"
10.702815272239722,"10,702815272239722_TIC_280675564_m_LombScargle-n=2_s_1,png"
10.609752028647808,"10,609752028647808_TIC_18547998_m_BiWeight-w=0,5_s_0,png"
11.991187424669496,"11,991187424669496_TIC_175604551_m_BiWeight-w=0,5_s_0,png"
19.805577291572085,"19,805577291572085_TIC_435312652_m_BiWeight-w=0,5_s_0,png"
10.696938615829954,"10,696938615829954_TIC_446078921_m_BiWeight-w=0,5_s_0,png"
11.728584789777372,"11,728584789777372_TIC_36762220_m_BiWeight-w=0,5_s_0,png"
18.44655410867768,"18,44655410867768_TIC_118964087_m_BiWeight-w=0,5_s_0,png"
9.87062086211406,"9,87062086211406_TIC_435306355_m_LombScargle-n=2_s_0,png"
10.73141072439734,"10,73141072439734_TIC_459065293_m_LombScargle-n=2_s_0,png"
9.543473671677075,"9,543473671677075_TIC_285554429_m_LombScargle-n=2_s_0,png"
21.93823479652662,"21,93823479652662_TIC_310645659_m_LombScargle-n=2_s_0,png"
9.26360956271494,"9,26360956271494_TIC_244161191_m_LombScargle-n=2_s_1,png"
15.950520494492036,"15,950520494492036_TIC_307371759_m_LombScargle-n=2_s_0,png"
16.41121332628978,"16,41121332628978_TIC_174662768_m_BiWeight-w=0,5_s_0,png"
18.19851223856403,"18,19851223856403_TIC_162143408_m_BiWeight-w=0,5_s_1,png"
18.1436412443701,"18,1436412443701_TIC_219258986_m_BiWeight-w=0,5_s_0,png"
17.661610757409463,"17,661610757409463_TIC_62173008_m_BiWeight-w=0,5_s_0,png"
15.227657419806084,"15,227657419806084_TIC_67801852_m_BiWeight-w=0,5_s_0,png"
9.68133348134416,"9,68133348134416_TIC_364017175_m_BiWeight-w=0,5_s_0,png"
27.744559030207903,"27,744559030207903_TIC_160328683_m_BiWeight-w=0,5_s_0,png"
14.665900610533226,"14,665900610533226_TIC_247556475_m_BiWeight-w=0,5_s_0,png"
10.2224173243775,"10,2224173243775_TIC_59129542_m_BiWeight-w=0,5_s_0,png"
9.286694391191034,"9,286694391191034_TIC_71374255_m_BiWeight-w=0,5_s_0,png"
27.56349718006408,"27,56349718006408_TIC_70490438_m_LombScargle-n=2_s_0,png"
9.309500624899082,"9,309500624899082_TIC_333675628_m_LombScargle-n=2_s_0,png"
16.029256443380206,"16,029256443380206_TIC_170631655_m_LombScargle-n=2_s_0,png"
36.09274979946239,"36,09274979946239_TIC_52583022_m_LombScargle-n=2_s_0,png"
13.163969774611006,"13,163969774611006_TIC_394674936_m_BiWeight-w=0,5_s_0,png"
9.423406196102494,"9,423406196102494_TIC_424865181_m_LombScargle-n=2_s_0,png"
13.868803258841805,"13,868803258841805_TIC_74920885_m_LombScargle-n=2_s_0,png"
10.493914948652597,"10,493914948652597_TIC_15902868_m_BiWeight-w=0,5_s_0,png"
13.685763508017942,"13,685763508017942_TIC_125754428_m_BiWeight-w=0,5_s_0,png"
15.731560310450586,"15,731560310450586_TIC_355373774_m_BiWeight-w=0,5_s_1,png"
11.623866860529018,"11,623866860529018_TIC_56298767_m_BiWeight-w=0,5_s_0,png"
10.022599483390277,"10,022599483390277_TIC_169530372_m_BiWeight-w=0,5_s_1,png"
15.55529489570464,"15,55529489570464_TIC_62471015_m_LombScargle-n=2_s_0,png"
10.194585143313404,"10,194585143313404_TIC_70101371_m_BiWeight-w=0,5_s_0,png"
9.886629361042328,"9,886629361042328_TIC_399919413_m_LombScargle-n=2_s_0,png"
13.132048782949386,"13,132048782949386_TIC_151267250_m_BiWeight-w=0,5_s_0,png"
10.800060245785303,"10,800060245785303_TIC_118966098_m_BiWeight-w=0,5_s_0,png"
17.439644984197233,"17,439644984197233_TIC_38539720_m_LombScargle-n=2_s_0,png"
9.971010511622037,"9,971010511622037_TIC_268224749_m_LombScargle-n=2_s_0,png"
32.45412383510169,"32,45412383510169_TIC_89614511_m_LombScargle-n=2_s_0,png"
10.87503103937992,"10,87503103937992_TIC_245796781_m_BiWeight-w=0,5_s_0,png"
10.856882192543525,"10,856882192543525_TIC_349069439_m_BiWeight-w=0,5_s_0,png"
12.231189455539877,"12,231189455539877_TIC_308515367_m_LombScargle-n=2_s_0,png"
10.07760385868742,"10,07760385868742_TIC_60388081_m_LombScargle-n=2_s_0,png"
11.317800969862544,"11,317800969862544_TIC_140072112_m_BiWeight-w=0,5_s_1,png"
11.821553798302284,"11,821553798302284_TIC_386576264_m_BiWeight-w=0,5_s_0,png"
9.31260193837977,"9,31260193837977_TIC_184893030_m_BiWeight-w=0,5_s_0,png"
14.04835375021434,"14,04835375021434_TIC_412189914_m_BiWeight-w=0,5_s_0,png"
18.100484313716727,"18,100484313716727_TIC_125914887_m_BiWeight-w=0,5_s_0,png"
9.874913863072948,"9,874913863072948_TIC_385509181_m_BiWeight-w=0,5_s_0,png"
10.3911127758701,"10,3911127758701_TIC_37067449_m_BiWeight-w=0,5_s_0,png"
10.177466864723282,"10,177466864723282_TIC_18448048_m_BiWeight-w=0,5_s_0,png"
10.487971647190207,"10,487971647190207_TIC_150096313_m_BiWeight-w=0,5_s_0,png"
9.489051952066,"9,489051952066_TIC_152176559_m_LombScargle-n=2_s_0,png"
15.802182360866103,"15,802182360866103_TIC_280163882_m_LombScargle-n=2_s_2,png"
9.922254404667004,"9,922254404667004_TIC_285957807_m_LombScargle-n=2_s_0,png"
15.663585543795913,"15,663585543795913_TIC_213682142_m_BiWeight-w=0,5_s_0,png"
10.395739984647658,"10,395739984647658_TIC_285732357_m_LombScargle-n=2_s_0,png"
10.213909034993668,"10,213909034993668_TIC_245936817_m_BiWeight-w=0,5_s_2,png"
12.959237282164674,"12,959237282164674_TIC_454443619_m_BiWeight-w=0,5_s_0,png"
9.596811896424782,"9,596811896424782_TIC_32413506_m_BiWeight-w=0,5_s_0,png"
11.076700404595522,"11,076700404595522_TIC_372515598_m_BiWeight-w=0,5_s_0,png"
17.926670486688973,"17,926670486688973_TIC_341419283_m_LombScargle-n=2_s_2,png"
12.13676196877059,"12,13676196877059_TIC_145991068_m_BiWeight-w=0,5_s_1,png"
12.533973883418836,"12,533973883418836_TIC_1832556_m_BiWeight-w=0,5_s_0,png"
9.594949772707306,"9,594949772707306_TIC_58825604_m_BiWeight-w=0,5_s_0,png"
13.035544576118728,"13,035544576118728_TIC_24452802_m_BiWeight-w=0,5_s_1,png"
11.376532549125494,"11,376532549125494_TIC_366728479_m_BiWeight-w=0,5_s_0,png"
12.04559900803484,"12,04559900803484_TIC_245820959_m_BiWeight-w=0,5_s_0,png"
13.572732077253743,"13,572732077253743_TIC_385475483_m_BiWeight-w=0,5_s_0,png"
35.66953638923073,"35,66953638923073_TIC_380989415_m_BiWeight-w=0,5_s_0,png"
16.477605359658842,"16,477605359658842_TIC_337045074_m_BiWeight-w=0,5_s_0,png"
11.10078789967031,"11,10078789967031_TIC_335210145_m_BiWeight-w=0,5_s_0,png"
15.865830861119887,"15,865830861119887_TIC_395052612_m_BiWeight-w=0,5_s_2,png"
14.46043762011966,"14,46043762011966_TIC_14255379_m_LombScargle-n=2_s_0,png"
10.159439260587703,"10,159439260587703_TIC_56658816_m_BiWeight-w=0,5_s_1,png"
31.215615162083413,"31,215615162083413_TIC_68812630_m_BiWeight-w=0,5_s_0,png"
9.951847165461928,"9,951847165461928_TIC_17096285_m_LombScargle-n=2_s_0,png"
12.447711586733693,"12,447711586733693_TIC_381003288_m_BiWeight-w=0,5_s_0,png"
11.33966810406861,"11,33966810406861_TIC_354931043_m_BiWeight-w=0,5_s_0,png"
16.083114920320863,"16,083114920320863_TIC_242989145_m_BiWeight-w=0,5_s_0,png"
10.021971430449453,"10,021971430449453_TIC_174872586_m_BiWeight-w=0,5_s_0,png"
16.311081737779585,"16,311081737779585_TIC_238507141_m_BiWeight-w=0,5_s_0,png"
14.031775827444733,"14,031775827444733_TIC_105710145_m_BiWeight-w=0,5_s_1,png"
10.23859092795143,"10,23859092795143_TIC_354793407_m_BiWeight-w=0,5_s_0,png"
10.969565966876312,"10,969565966876312_TIC_296561932_m_BiWeight-w=0,5_s_1,png"
35.4020886373165,"35,4020886373165_TIC_101568867_m_BiWeight-w=0,5_s_0,png"
15.470776742008818,"15,470776742008818_TIC_29196178_m_BiWeight-w=0,5_s_0,png"
11.662369898257838,"11,662369898257838_TIC_389119763_m_BiWeight-w=0,5_s_0,png"
9.843083007341097,"9,843083007341097_TIC_345135733_m_BiWeight-w=0,5_s_1,png"
20.7011159917318,"20,7011159917318_TIC_339635291_m_BiWeight-w=0,5_s_4,png"
18.301102922991294,"18,301102922991294_TIC_6372784_m_BiWeight-w=0,5_s_0,png"
11.249674362388658,"11,249674362388658_TIC_70105749_m_BiWeight-w=0,5_s_0,png"
14.437799315092768,"14,437799315092768_TIC_302615381_m_BiWeight-w=0,5_s_0,png"
14.900222409296754,"14,900222409296754_TIC_247528300_m_BiWeight-w=0,5_s_0,png"
9.880984996129332,"9,880984996129332_TIC_29815199_m_LombScargle-n=2_s_0,png"
10.632286924150904,"10,632286924150904_TIC_382378791_m_BiWeight-w=0,5_s_0,png"
14.035207996461557,"14,035207996461557_TIC_432915243_m_BiWeight-w=0,5_s_0,png"
11.475403514125215,"11,475403514125215_TIC_337757672_m_BiWeight-w=0,5_s_0,png"
9.856724940381447,"9,856724940381447_TIC_402215684_m_LombScargle-n=2_s_0,png"
10.993626869576865,"10,993626869576865_TIC_24894207_m_LombScargle-n=2_s_0,png"
19.48947639673665,"19,48947639673665_TIC_418187845_m_BiWeight-w=0,5_s_0,png"
10.882418854129874,"10,882418854129874_TIC_258382306_m_LombScargle-n=2_s_0,png"
17.046925784583568,"17,046925784583568_TIC_416672733_m_BiWeight-w=0,5_s_0,png"
18.20479724558301,"18,20479724558301_TIC_286135836_m_BiWeight-w=0,5_s_0,png"
28.55076649188322,"28,55076649188322_TIC_360130454_m_LombScargle-n=2_s_0,png"
13.454347981947054,"13,454347981947054_TIC_454335224_m_BiWeight-w=0,5_s_0,png"
14.829464816074704,"14,829464816074704_TIC_306548914_m_BiWeight-w=0,5_s_1,png"
12.797459755885209,"12,797459755885209_TIC_59879762_m_BiWeight-w=0,5_s_0,png"
9.44936228013556,"9,44936228013556_TIC_357366411_m_BiWeight-w=0,5_s_1,png"
11.900266745042904,"11,900266745042904_TIC_73308877_m_BiWeight-w=0,5_s_0,png"
9.504257314056035,"9,504257314056035_TIC_434313218_m_LombScargle-n=2_s_0,png"
12.690211224483209,"12,690211224483209_TIC_96740970_m_BiWeight-w=0,5_s_0,png"
19.623609437689264,"19,623609437689264_TIC_302608537_m_LombScargle-n=2_s_0,png"
15.676602204516838,"15,676602204516838_TIC_297549461_m_BiWeight-w=0,5_s_0,png"
12.164454637695233,"12,164454637695233_TIC_170671853_m_LombScargle-n=2_s_0,png"
10.524802099260812,"10,524802099260812_TIC_454757744_m_BiWeight-w=0,5_s_0,png"
14.075265345141435,"14,075265345141435_TIC_121605728_m_BiWeight-w=0,5_s_1,png"
9.246952238678617,"9,246952238678617_TIC_215498770_m_BiWeight-w=0,5_s_0,png"
11.797708797836416,"11,797708797836416_TIC_303759931_m_LombScargle-n=2_s_0,png"
9.370970686978485,"9,370970686978485_TIC_282661874_m_BiWeight-w=0,5_s_0,png"
9.244165999314356,"9,244165999314356_TIC_118521012_m_LombScargle-n=2_s_0,png"
12.004088209732071,"12,004088209732071_TIC_408834274_m_LombScargle-n=2_s_0,png"
9.560769890886322,"9,560769890886322_TIC_212461524_m_BiWeight-w=0,5_s_1,png"
13.267281120728592,"13,267281120728592_TIC_294308920_m_BiWeight-w=0,5_s_1,png"
27.211654896118286,"27,211654896118286_TIC_51270903_m_BiWeight-w=0,5_s_0,png"
11.920175656599383,"11,920175656599383_TIC_277674241_m_LombScargle-n=2_s_1,png"
10.0416071218913,"10,0416071218913_TIC_409372963_m_BiWeight-w=0,5_s_0,png"
16.541626633149132,"16,541626633149132_TIC_429555792_m_BiWeight-w=0,5_s_0,png"
10.051334350541405,"10,051334350541405_TIC_56301147_m_BiWeight-w=0,5_s_0,png"
11.506938568518878,"11,506938568518878_TIC_54086618_m_LombScargle-n=2_s_0,png"
19.706980890779757,"19,706980890779757_TIC_19564279_m_LombScargle-n=2_s_0,png"
16.70839099974371,"16,70839099974371_TIC_113178928_m_BiWeight-w=0,5_s_0,png"
40.12831949929108,"40,12831949929108_TIC_91542943_m_BiWeight-w=0,5_s_1,png"
11.04948597372966,"11,04948597372966_TIC_91415845_m_LombScargle-n=2_s_0,png"
11.172085234527518,"11,172085234527518_TIC_118597308_m_BiWeight-w=0,5_s_0,png"
12.177775877438432,"12,177775877438432_TIC_19000530_m_BiWeight-w=0,5_s_0,png"
13.267739485233244,"13,267739485233244_TIC_336881664_m_BiWeight-w=0,5_s_0,png"
14.715675186888737,"14,715675186888737_TIC_412088646_m_BiWeight-w=0,5_s_0,png"
18.363464198314237,"18,363464198314237_TIC_44743153_m_LombScargle-n=2_s_0,png"
14.15113750122868,"14,15113750122868_TIC_308186412_m_LombScargle-n=2_s_0,png"
9.70561550494374,"9,70561550494374_TIC_19331973_m_LombScargle-n=2_s_0,png"
9.257155130136066,"9,257155130136066_TIC_268971806_m_LombScargle-n=2_s_0,png"
12.955752151774083,"12,955752151774083_TIC_420033945_m_BiWeight-w=0,5_s_0,png"
9.41154703316205,"9,41154703316205_TIC_6553601_m_BiWeight-w=0,5_s_0,png"
10.769006787000473,"10,769006787000473_TIC_179556239_m_BiWeight-w=0,5_s_0,png"
12.486941093964612,"12,486941093964612_TIC_38978965_m_BiWeight-w=0,5_s_0,png"
11.919020988235198,"11,919020988235198_TIC_133146568_m_BiWeight-w=0,5_s_1,png"
16.558793055841193,"16,558793055841193_TIC_66594335_m_BiWeight-w=0,5_s_1,png"
11.836521278696145,"11,836521278696145_TIC_261863003_m_BiWeight-w=0,5_s_1,png"
9.91805630921155,"9,91805630921155_TIC_323350241_m_BiWeight-w=0,5_s_0,png"
14.55922694479426,"14,55922694479426_TIC_346592508_m_BiWeight-w=0,5_s_0,png"
10.899684373325451,"10,899684373325451_TIC_167110617_m_BiWeight-w=0,5_s_1,png"
22.40839902601927,"22,40839902601927_TIC_270348090_m_BiWeight-w=0,5_s_0,png"
31.399159152762305,"31,399159152762305_TIC_73956616_m_BiWeight-w=0,5_s_0,png"
10.647254822331698,"10,647254822331698_TIC_160704414_m_BiWeight-w=0,5_s_0,png"
9.942031904053842,"9,942031904053842_TIC_268081984_m_LombScargle-n=2_s_0,png"
13.002945874521345,"13,002945874521345_TIC_382619547_m_BiWeight-w=0,5_s_1,png"
20.14845583346333,"20,14845583346333_TIC_237203014_m_BiWeight-w=0,5_s_1,png"
10.553200738378084,"10,553200738378084_TIC_198511704_m_LombScargle-n=2_s_1,png"
11.689819830957472,"11,689819830957472_TIC_186140871_m_BiWeight-w=0,5_s_0,png"
9.529483853523525,"9,529483853523525_TIC_101255675_m_LombScargle-n=2_s_0,png"
9.800765562893538,"9,800765562893538_TIC_462712421_m_BiWeight-w=0,5_s_0,png"
18.02117199795801,"18,02117199795801_TIC_91784947_m_BiWeight-w=0,5_s_0,png"
10.255074129251032,"10,255074129251032_TIC_21165132_m_BiWeight-w=0,5_s_1,png"
12.802795401084229,"12,802795401084229_TIC_247513235_m_BiWeight-w=0,5_s_0,png"
13.042899840375492,"13,042899840375492_TIC_411874804_m_BiWeight-w=0,5_s_1,png"
14.07189129505358,"14,07189129505358_TIC_118597400_m_BiWeight-w=0,5_s_0,png"
9.260470640865012,"9,260470640865012_TIC_254091500_m_BiWeight-w=0,5_s_1,png"
10.89536610214373,"10,89536610214373_TIC_69091615_m_BiWeight-w=0,5_s_0,png"
10.966924728114869,"10,966924728114869_TIC_220035931_m_LombScargle-n=2_s_0,png"
15.493262766402763,"15,493262766402763_TIC_231294802_m_BiWeight-w=0,5_s_1,png"
17.80920911428993,"17,80920911428993_TIC_355794672_m_BiWeight-w=0,5_s_1,png"
16.675761601357365,"16,675761601357365_TIC_159762672_m_BiWeight-w=0,5_s_0,png"
14.116775362229102,"14,116775362229102_TIC_426828805_m_LombScargle-n=2_s_0,png"
12.904857111994389,"12,904857111994389_TIC_427772211_m_BiWeight-w=0,5_s_0,png"
52.07412160569404,"52,07412160569404_TIC_184898464_m_BiWeight-w=0,5_s_0,png"
11.387467824660272,"11,387467824660272_TIC_69083662_m_BiWeight-w=0,5_s_0,png"
15.70946803851586,"15,70946803851586_TIC_157533670_m_BiWeight-w=0,5_s_0,png"
34.06509399920642,"34,06509399920642_TIC_190885165_m_BiWeight-w=0,5_s_0,png"
11.09662182560545,"11,09662182560545_TIC_55999804_m_BiWeight-w=0,5_s_0,png"
