loc_rowid,toi,tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_dist,st_teff,st_logg,st_rad
186,1162.01,13419950,PC,2458686.3743600,7.3178100,3.4410000,2930.0000000,,9.6530600,348.4810000,8730.0000000,,
187,1163.01,375542276,PC,2459441.8012560,3.0771797,2.3930000,4800.0000000,,9.4775100,148.3420000,9311.3000000,,
188,1164.01,16102323,FP,2458686.7599200,3.2080600,2.1750000,8629.4800000,,9.3297010,827.8680000,,,
189,1165.01,458478250,KP,2459608.5793110,2.2552865,2.2715394,19348.2309661,13.8872745,9.7670300,126.2610000,5787.0000000,4.5000000,0.9627060
190,1166.01,138361973,FP,2458684.9337200,1.8832700,2.4720000,846.9920000,3.7901600,9.7604000,153.7430000,5900.4000000,4.3900000,1.1800000
191,1167.01,232967666,FP,2458689.1163300,15.1960000,1.7920000,1970.0000000,4.9634500,10.3874000,209.6180000,5807.0000000,,1.1400000
192,1168.01,41330864,FP,2458684.8446400,2.1360000,1.7400000,10663.6000000,17.6596000,10.3810000,274.1620000,5969.0000000,4.1700000,1.5500000
193,1169.01,302518439,PC,2459585.9290890,6.7074974,2.1260000,11870.0000000,16.5824000,10.6405000,259.0000000,6134.3000000,,1.2400000
194,117.01,322307342,KP,2459063.6557910,3.5862962,3.3710943,5729.3246858,16.4747611,11.7806000,603.9550000,5704.8000000,3.8400000,2.0044100
195,1170.01,294176967,FP,2458683.4811500,0.9139700,1.9550000,883.8020000,10.9073000,10.3490000,880.1070000,7875.0000000,3.6100000,3.3400000
196,1171.01,101929303,FP,2458684.2341400,11.1864400,3.2270000,4181.9400000,14.9183000,10.3075000,482.7630000,7266.0000000,4.0600000,2.1000000
197,1172.01,1717732429,FP,2458687.7963200,7.8569400,5.9350000,19580.4000000,,10.3018000,875.0610000,,,
198,1173.01,232967440,PC,2459635.3446590,7.0643995,2.4210000,8670.0000000,9.3403000,10.2938000,132.3530000,5429.6000000,4.4400000,0.9600000
199,1174.01,154089169,PC,2459657.0310010,8.9534549,2.7090000,900.0000000,2.3709200,10.2549000,94.6375000,5029.5000000,4.6100000,0.7600000
200,1175.01,30329585,FP,2459437.5494790,7.5022708,2.6050000,1760.0000000,5.5581200,10.2026000,216.5170000,6229.0000000,4.3100000,1.2700000
201,1176.01,230088370,PC,2459675.9039520,14.0077433,5.7850000,6280.0000000,12.8772000,10.1772000,295.5610000,6557.7000000,4.1800000,1.5700000
202,1177.01,169177766,FP,2458684.3381200,1.6912700,3.2060000,718.1490000,,10.1617000,602.8990000,9121.5000000,4.2100000,
203,1178.01,359496368,FP,2458685.1785500,2.6659000,3.5070000,589.2880000,1.3427700,10.1358000,36.7224000,4043.4000000,4.6900000,0.5000000
204,1179.01,148914726,APC,2459608.1157990,1.2615074,1.1243955,2614.9223065,4.7215300,10.1313000,86.4440000,4927.9000000,4.5700000,0.7751230
205,118.01,266980320,CP,2459083.5085500,6.0344569,2.2074496,1575.3742211,4.7643959,9.1790000,94.1719000,5586.0000000,4.3676300,1.0516800
206,1180.01,158002130,PC,2459620.9743350,9.6867080,2.4380000,1520.0000000,2.9891200,10.1120000,72.0238000,4738.1000000,4.5900000,0.7300000
207,1181.01,229510866,PC,2459609.8118590,2.1031937,4.0964613,6662.0653434,15.9900196,10.0790000,302.8190000,6122.0000000,3.9300000,1.9266300
208,1182.01,341544930,FP,2458689.7917000,7.6424500,2.6840000,5254.4600000,18.5438000,10.0049000,,6496.7000000,,2.3300000
209,1183.01,258777137,FP,2458686.0027800,5.9293200,3.2857770,14056.6298450,13.7709920,9.9478000,112.8680000,5095.6000000,,1.0646900
210,1184.01,233087860,PC,2459684.5857300,5.7484301,1.8950000,1120.0000000,2.5315000,9.9469000,58.5946000,4534.0000000,4.6100000,0.6900000
211,1185.01,83210867,FP,2458684.4745100,1.1957300,1.5690000,800.0000000,5.0779200,9.9402500,246.7980000,5997.0000000,4.0000000,1.7300000
212,1186.01,289539327,APC,2459614.5849410,11.2463132,7.7110000,9430.0000000,19.6864000,9.9240200,294.8500000,6115.7000000,3.8900000,2.0100000
213,1187.01,372757221,PC,2459581.1117480,2.5941837,0.9970000,720.0000000,4.9891700,9.9002000,221.0710000,6389.0000000,4.2600000,1.4000000
214,1188.01,15247229,FP,2458687.1925300,8.5112000,3.4860000,4172.7600000,,9.8865810,347.4520000,8156.0000000,4.3500000,
215,1189.01,112026224,PC,2459441.2864760,3.9687994,1.0700000,1760.0000000,,9.8744000,,5286.9000000,,
216,119.01,278683844,PC,2459380.4261950,5.5411063,2.4810000,490.0000000,1.9674400,9.2789000,66.6187000,5332.0000000,4.5642900,0.8200000
217,119.02,278683844,PC,2459375.8356000,10.6917564,2.9600000,420.0000000,1.7254800,9.2789000,66.6187000,5332.0000000,4.5642900,0.8200000
218,1190.01,287196418,APC,2459659.6927050,3.6950117,4.3870000,8170.0000000,15.1280000,9.8052900,280.9480000,7106.7000000,4.2000000,1.6300000
219,1191.01,237185205,FP,2459441.4232360,15.7335693,3.2880000,2540.0000000,24.3218000,9.7831000,355.8090000,6800.0000000,3.9100000,2.2100000
220,1192.01,158276040,APC,2459422.3368570,735.0469170,3.5136238,12111.8926147,23.2100310,10.4999000,283.0250000,6479.3000000,,1.2777300
221,1193.01,89643259,FP,2458684.2047500,2.2222300,2.3810000,3034.8000000,22.2948000,10.4813000,501.9630000,7166.8000000,,3.6800000
222,1194.01,147950620,PC,2459609.1816080,2.3106496,1.6038406,6483.9056437,8.8515891,10.4782000,149.6670000,5339.9000000,4.4100000,0.9926710
223,1195.01,24364065,FP,2458686.8469600,4.0513500,2.4000000,1132.2300000,14.2359000,10.4717000,500.0140000,4974.4000000,,3.8500000
224,1196.01,69068526,PC,2459392.3236590,5.5376266,2.9653287,5477.2525179,17.3471920,10.4318000,424.4420000,6689.0000000,3.9600000,2.0593500
225,1197.01,92677094,PC,2458684.0865300,4.5946300,4.6040000,4190.0000000,13.7794000,10.4247000,405.6340000,7649.0000000,4.0400000,2.1200000
226,1198.01,203189770,KP,2459420.2426750,3.6126738,4.0510283,10700.4436741,18.3669683,10.4219000,470.8780000,8324.0000000,4.2800000,1.7113500
227,1199.01,99869022,PC,2459618.7967030,3.6714634,2.1490000,4340.0000000,10.6780000,10.4221000,248.4270000,5618.0000000,4.0600000,1.5400000
228,120.01,394137592,CP,2458332.0828050,11.5350760,8.5559580,2389.9061600,12.2158080,7.1062000,79.5702000,5479.3000000,3.7700000,2.4877100
229,1200.01,288185138,FP,2458683.8253700,0.8351500,1.0690000,1960.0000000,7.1782600,10.4020000,224.4440000,6105.0000000,4.3100000,1.2400000
230,1201.01,29960110,CP,2458411.6708770,2.4919771,1.4338141,2093.9594201,2.2187585,10.9473000,37.8871000,3948.0000000,4.6896200,0.4823880
231,1202.01,327017634,FP,2458614.4344110,,2.7267750,878.1341080,1.7107060,8.3860000,818.8290000,3773.0000000,4.4380000,0.5779830
232,1203.01,23434737,CP,2458553.0621160,25.5195307,6.6877451,558.3758637,2.9641461,7.9995000,64.9943000,5742.2200000,4.2900000,1.1732100
233,1204.01,467666275,PC,2458569.9309680,1.3812380,2.3389349,125.8478519,2.0216034,8.0040000,106.5050000,6711.0000000,4.0635800,1.7756799
234,1205.01,287776397,PC,2458383.2412230,2.3922703,9.0053425,63.5751410,3.5905923,8.3902000,309.9320000,6090.0000000,3.2986400,4.1956000
235,1206.01,308034948,FP,2458569.7134980,0.8315420,1.9855380,248.9695850,1.8816840,8.6014000,1698.5500000,5824.0000000,4.4380000,1.1512000
236,1207.01,364393429,PC,2458325.5417210,2.6282490,1.9675699,67.5665051,0.9297395,9.2397000,113.7580000,6282.0000000,4.3780900,1.1074300
237,1208.01,273985865,PC,2458327.4843150,3.4238999,2.1302807,454.6751284,1.8167261,10.5924000,134.7570000,5626.0000000,4.5619500,0.8230190
238,1208.02,273985865,PC,2458331.1195310,10.9830288,3.6811276,769.8803521,2.2927952,10.5924000,134.7570000,5626.0000000,4.5619500,0.8230190
239,1208.03,273985865,PC,2458341.8017260,17.7264490,3.4404719,747.7725499,2.2616640,10.5924000,134.7570000,5626.0000000,4.5619500,0.8230190
240,1209.01,30037565,PC,2459314.3682160,40.7198053,4.3483876,364.7012152,3.0890538,9.5970000,173.8330000,5914.0000000,3.9800000,1.5595300
241,121.01,207081058,APC,2459074.3291100,14.7636700,6.1430000,14530.0000000,15.9573000,9.9358000,182.1690000,6053.0000000,4.3135000,1.2300000
242,1210.01,33878688,FP,2459187.3594500,79.3737538,5.3800000,1227.0000000,2.1733800,11.1762000,144.1330000,5168.3300000,4.6058400,0.7700000
243,1211.01,50312495,PC,2458363.5098440,18.1663638,2.7438885,624.4077092,3.1318509,9.8135000,133.3350000,5572.9000000,3.8300000,1.1393000
244,1212.01,389924075,PC,2458402.0365180,105.5850890,11.6068810,462.9116320,2.5033330,10.4016000,190.9860000,5909.5700000,4.2615400,1.1142000
245,1213.01,399144800,FP,2458576.1884500,27.2141030,3.9346600,4940.1274900,8.3174610,10.6392000,161.3300000,6270.0000000,4.5453700,0.9775220
246,1214.01,451606970,PC,2459363.4158030,19.1805928,3.7630000,550.0000000,2.2210900,10.0329000,107.0480000,5262.4000000,3.9800000,0.9400000
247,1215.01,453260209,PC,2458570.3967650,1.2124484,0.9678469,405.8147585,0.8794190,10.4200000,34.6633000,3751.0000000,4.7571800,0.5180000
248,1216.01,141527965,PC,2458325.4441050,4.5539839,7.3539686,203.1814921,0.9025440,11.5460000,99.5413000,4280.0000000,4.6120900,0.6358120
249,1217.01,248092710,PC,2458574.9407330,41.4856125,6.6899368,959.7522291,12.5121956,9.6517000,463.2230000,6354.0000000,4.2447200,3.4868701
250,1218.01,294781547,PC,2459383.4352160,13.7736662,3.0131516,336.7862990,2.1105345,10.3869000,135.6890000,5455.9600000,4.4673700,1.0182500
251,1219.01,294981566,PC,2459386.4776760,1.9142262,3.3150000,150.0000000,1.9154800,10.1207000,301.2910000,6734.0000000,4.1858200,1.5900000
252,122.01,231702397,CP,2458329.1202480,5.0780255,1.2414158,6130.3947232,2.7090421,13.0840000,62.1180000,3318.0000000,4.9581000,0.3341250
253,1220.01,319259194,APC,2458439.5835060,70.3645965,1.8158445,938.7145437,6.5741880,9.5298000,273.6980000,6308.0000000,3.9867900,1.8731000
254,1221.01,349095149,PC,2458404.1861140,91.6829980,8.6190789,742.2190905,3.1172245,10.0564000,138.4110000,5802.0000000,4.4452100,1.0181400
255,1222.01,374997123,PC,2459369.3083760,10.1943985,2.1185967,280.7744557,2.3673561,10.3014000,226.9320000,6082.0000000,4.3328700,1.3266100
256,1223.01,382437043,PC,2458337.7445070,14.6432449,2.5568619,228.4336406,3.2091580,9.3109000,237.7000000,6516.0000000,3.9936600,2.0417800
257,1224.01,299798795,PC,2459363.9165190,4.1782736,1.7361547,2593.0246392,2.1832235,11.5560000,37.3312000,3442.0000000,4.8930000,0.4044030
258,1225.01,150428703,PC,2459386.8301330,13.8967874,4.5260993,802.3919457,3.1617079,11.7582000,252.6150000,5522.8700000,4.6715600,0.8881630
259,1225.02,150428703,PC,2458414.5502580,8.1212745,3.1214246,655.7127096,2.5303934,11.7582000,252.6150000,5522.8700000,4.6715600,0.8881630
260,1226.01,177115354,PC,2458438.4532180,3.9288035,1.6064128,525.6174670,2.2973733,11.5514000,257.9300000,5668.1500000,4.5257300,0.9869430
261,1227.01,360156606,CP,2458617.4760780,27.3633430,4.1401090,21652.1498082,6.5448325,13.8020000,100.6410000,3050.0000000,4.4380000,0.4412800
262,1228.01,300038935,PC,2458348.3192930,29.0500983,7.2380899,401.6867039,3.7532602,9.0963000,272.2170000,8208.0000000,4.2597900,1.7962600
263,1229.01,140760434,APC,2458602.5255250,31.8132264,11.2567164,11479.3755470,21.6314984,10.7790000,254.5840000,6028.8400000,3.9619900,1.9889300
264,123.01,290131778,CP,2458325.3749150,3.3088773,5.6621330,3988.0585805,17.2150015,7.8759800,161.4980000,6188.0000000,4.2716600,2.6239200
265,1230.01,287156968,CP,2458620.3171120,25.0566860,6.7083875,495.8106116,2.6541257,9.6245000,143.1380000,5696.0000000,4.2656300,1.1528100
266,1231.01,447061717,CP,2458563.8890630,24.2455822,3.2473526,6274.5310693,3.7097595,10.2565000,27.6227000,3535.0000000,4.8487400,0.4652710
267,1232.01,364395234,PC,2459356.5384610,14.2545346,4.9740000,7300.0000000,10.7590000,11.7835000,328.6040000,5739.0000000,4.2823500,1.1000000
268,1233.01,260647166,CP,2459308.4811590,14.1758947,3.7543827,907.1324529,2.6231641,8.6522000,64.5978000,5723.8700000,4.4380000,0.8641730
269,1233.02,260647166,CP,2459311.4027740,19.5901578,4.0028610,1182.6678641,3.0026428,8.6522000,64.5978000,5723.8700000,4.4380000,0.8641730
270,1233.03,260647166,CP,2459310.6329950,6.2036219,3.0109800,548.9044399,2.0567480,8.6522000,64.5978000,5723.8700000,4.4380000,0.8641730
271,1233.04,260647166,CP,2458572.1075590,3.7958900,2.4602856,317.5272928,1.5531350,8.6522000,64.5978000,5723.8700000,4.4380000,0.8641730
272,1234.01,90504905,PC,2458685.6131520,2.2645386,3.8193701,15019.9420903,5.1936764,13.7991000,104.9120000,3443.0000000,4.8161700,0.4114710
273,1235.01,103633434,CP,2459444.8970930,3.4446778,2.2740000,570.0000000,3.1410600,9.9192400,39.6345000,3912.0000000,4.6264200,0.6300000
274,1236.01,120757718,KP,2459422.6906390,3.0300678,2.5068525,22091.0234462,12.7143498,11.0248000,159.6580000,5242.8200000,4.5240400,0.8573690
275,1237.01,120960812,KP,2459425.4970220,12.7205650,2.3600000,1070.0000000,4.7962600,10.2768000,243.2490000,6212.0000000,4.1766400,1.4800000
276,1238.01,153951307,PC,2459442.0822400,3.2947543,1.6670000,1380.0000000,2.3602400,11.2582000,70.7145000,3853.0000000,4.6316800,0.6200000
277,1238.02,153951307,PC,2458684.1033920,0.7645855,1.0232658,383.8954036,1.2582497,11.2582000,70.7145000,3853.0000000,4.6316800,0.6232600
278,1239.01,154716798,CP,2459591.4565990,12.6397424,3.4052551,3226.1149121,4.5680140,10.7192000,126.9030000,5217.0000000,4.5918600,0.7894250
279,124.01,29831208,APC,2459168.7045590,1.8427990,1.5730000,2470.0000000,35.2852000,11.1311000,809.2520000,5080.0000000,4.4815900,4.0900000
280,1240.01,158170594,KP,2459421.3299100,1.7208575,1.8884374,11244.7044962,14.7431306,13.8046000,1086.2400000,5832.8300000,4.2089300,1.3340200
281,1241.01,159107668,PC,2459421.2361120,4.7802597,1.4588658,1015.4550043,7.6126429,11.1634000,546.5220000,5826.0000000,3.7213000,2.3387201
282,1242.01,198212955,PC,2459608.0480760,0.3814851,0.5820000,570.0000000,2.2040900,11.5980000,110.0150000,4255.0000000,4.5564100,0.7100000
283,1243.01,219698776,PC,2459393.1301870,4.6595220,0.9854353,1866.4547031,2.4902426,11.1966000,43.1865000,3489.0000000,4.7455300,0.4907290
284,1244.01,219850915,PC,2459395.3770030,6.4002842,2.1790049,1049.9986381,2.2958547,11.0157000,102.5510000,4599.0000000,4.5848700,0.7205510
285,1245.01,229781583,PC,2458684.5491700,4.8204563,2.2461658,2112.2310250,2.8170233,12.1819000,80.0982000,3692.0000000,4.7159800,0.5245550
286,1246.01,230127302,CP,2459584.4108170,18.6556694,5.6276876,1483.8148119,5.1991874,11.1802000,169.4220000,5141.0000000,4.4914300,0.8761540
287,1246.02,230127302,CP,2459444.6825170,4.3074861,2.1517253,1072.5048223,2.8543460,11.1802000,169.4220000,5141.0000000,4.4914300,0.8761540
288,1246.03,230127302,CP,2458683.4660670,5.9041440,2.9718626,775.5977430,2.7732512,11.1802000,169.4220000,5141.0000000,4.4914300,0.8761540
289,1246.04,230127302,CP,2458700.7090180,37.9219498,3.2016547,1401.8297032,3.2764585,11.1802000,169.4220000,5141.0000000,4.4914300,0.8761540
290,1247.01,232540264,PC,2459643.0599990,15.9235438,3.9780000,410.0000000,2.2473900,8.4724000,73.8713000,5711.8500000,4.3831500,1.0800000
291,1248.01,232612416,PC,2459611.4738080,4.3601553,2.2752541,5607.8140669,6.7738652,11.1153000,168.7350000,5227.0000000,4.5047900,0.8741310
292,1249.01,232976128,PC,2459662.2333990,13.0791729,2.9280000,970.0000000,3.1989800,10.2108000,139.4900000,5453.0000000,4.4170700,1.0000000
293,125.01,52368076,CP,2458327.4454380,4.6517906,3.3231841,992.3878496,3.3100152,10.1985000,111.0590000,5154.0000000,4.4707200,0.8522660
294,125.02,52368076,CP,2458334.4464330,9.1546621,3.0736780,966.4850693,2.9523098,10.1985000,111.0590000,5154.0000000,4.4707200,0.8522660
295,125.03,52368076,CP,2458342.8507570,19.9812509,3.0623184,992.1894338,2.8761704,10.1985000,111.0590000,5154.0000000,4.4707200,0.8522660
296,1250.01,233059608,FA,2458683.6429670,1.4415044,0.9274524,547.3172736,3.8345209,6.8950000,66.3631000,6603.0000000,4.4380000,1.5836500
297,1251.01,233120979,APC,2459610.1013270,5.9630515,3.2006759,9984.8551591,9.9849565,10.6479000,185.9520000,5273.0000000,4.4380000,0.9425410
298,1252.01,233211762,PC,2459608.1891140,1.1219681,1.0506249,5092.4785516,5.6130030,12.0623000,123.8346000,5780.0000000,4.6767200,0.6240000
299,1253.01,233684822,PC,2459658.0419690,4.6756795,1.9530000,660.0000000,3.8594800,9.8994700,185.2300000,5779.0000000,4.8816200,1.4500000
300,1254.01,236714379,PC,2459608.1005120,1.0180097,1.0830000,2980.0000000,11.6352000,10.7940000,199.0390000,5451.0000000,4.3392300,1.0900000
301,1255.01,237222864,CP,2459679.3895890,10.2889046,1.3730000,810.0000000,2.6098300,9.1416000,65.9501000,5126.0000000,4.4977200,0.8700000
302,1256.01,274762761,FP,2458683.9474760,1.0332441,3.8017836,26111.5081972,4.0879880,13.5608000,,2972.0000000,5.1574100,0.1561930
303,1257.01,278348461,KP,2459439.2920060,5.4526984,3.4120000,7660.0000000,14.3252000,9.8746300,249.3250000,6509.0000000,4.1723300,1.5700000
304,1258.01,288132261,PC,2459594.8341170,10.2613414,4.8590000,580.0000000,3.5463200,9.1361900,154.9440000,6124.0000000,4.1539100,1.4900000
305,1259.01,288735205,CP,2459608.3646070,3.4780376,2.4743060,26733.5337989,12.3493075,11.1534000,118.1060000,4699.0000000,4.5463800,0.7650010
306,126.01,70440470,KP,2458326.7310960,3.0353977,2.7964678,16049.4120427,13.7911583,12.7923000,573.0270000,5751.0000000,4.3503600,1.0722400
307,1260.01,355867695,CP,2458684.0114100,3.1274690,2.1988430,1342.6561319,3.0126432,10.8116000,73.5977000,4225.0000000,4.5756000,0.6934310
308,1260.02,355867695,CP,2458686.1148280,7.4932161,2.1019714,1633.1034699,2.7903244,10.8116000,73.5977000,4225.0000000,4.5756000,0.6934310
309,1260.03,355867695,PC,2458879.3234590,548.0732288,4.0859653,2187.1604135,4.0615529,10.8116000,73.5977000,4225.0000000,4.5756000,0.6934310
310,1261.01,356311210,PC,2459412.0843740,18.0576909,3.0790000,940.0000000,3.1636000,10.6965000,199.9640000,5897.0000000,4.4592200,1.0100000
311,1262.01,365938305,PC,2459612.5255600,20.8775293,3.6410000,560.0000000,2.2077900,9.5966000,93.2276000,5396.0000000,4.5045700,0.9000000
312,1263.01,406672232,PC,2459445.5799660,1.0228925,1.1560000,210.0000000,1.3528100,8.5325000,46.5539000,5098.0000000,4.5468200,0.8200000
313,1264.01,416195870,PC,2459581.9609130,2.7441656,1.6251322,5146.5976433,7.7980895,10.6340000,141.7550000,5040.0000000,4.3848200,0.9744570
314,1265.01,424865156,KP,2459443.1994430,2.2047975,3.9560000,6580.0000000,17.1160000,10.0274000,341.0790000,6532.2300000,3.9681800,1.9900000
315,1266.01,467179528,CP,2459617.0678240,10.8948598,2.0849733,3192.9342081,2.4988106,11.0402000,36.0118000,3618.0000000,4.7943200,0.4356660
316,1266.02,467179528,CP,2459611.2490230,18.8015316,1.9242895,1585.3757717,1.8876428,11.0402000,36.0118000,3618.0000000,4.7943200,0.4356660
317,1267.01,158561566,KP,2459425.4128160,6.7900918,5.9402042,2236.5504990,9.6625762,11.6360000,,6378.0000000,4.4380000,2.0006800
318,1268.01,142394656,PC,2459658.0438640,8.1577318,3.7900000,10340.0000000,9.3172800,10.1495000,109.5570000,5091.2000000,4.4700000,0.9000000
319,1269.01,198241702,PC,2459609.4983060,4.2529473,2.6010848,726.9218879,2.4511459,10.9897000,172.1380000,5591.0000000,4.3811100,0.8489060
320,1269.02,198241702,PC,2458685.9796190,9.2378733,2.5129219,636.1725183,2.1685724,10.9897000,172.1380000,5591.0000000,4.3811100,0.8489060
321,127.01,234523599,CP,2458325.6506030,3.7955178,2.0198135,52278.9940979,10.3261619,14.1266000,140.2250000,3424.0000000,4.4380000,0.4453720
322,1270.01,237200747,APC,2459616.7780400,14.3034654,3.2384858,45347.5744419,17.5391294,11.4630000,171.1380000,5056.6000000,4.5300000,0.8280580
323,1271.01,286923464,KP,2459657.4494610,6.1349783,5.6610000,3860.0000000,13.1383000,7.4556000,92.2589000,5828.7000000,3.8400000,2.0500000
324,1272.01,417948359,PC,2458713.0317450,3.3159970,1.5476380,2655.3149850,4.2893630,11.0244000,137.5720000,4972.7000000,4.5400000,0.8090320
325,1273.01,445859771,PC,2459610.8182470,4.6315450,1.6891932,5180.8667377,11.3946793,10.4180000,177.1180000,5736.0000000,4.3900000,1.0659699
326,1274.01,459969957,PC,2459581.7801590,19.3203602,4.2730000,13820.0000000,9.4326900,11.8994000,178.1410000,4968.1000000,4.5000000,0.8000000
327,1275.01,13499636,PC,2458714.5969640,11.3246821,5.9704136,1937.5829721,4.2917226,10.5954000,138.5910000,5518.0000000,4.5917600,0.8247340
328,1276.01,43064903,FA,2458712.5487610,6.2642979,2.3899822,9097.7801433,2.3377517,12.5405000,24.5209000,3145.0000000,5.0443100,0.2112570
329,1277.01,153949511,FA,2458684.9650000,,4.6000000,1405.9675071,3.2287724,9.7677500,100.7720000,5544.0000000,4.5609000,0.8576480
330,1277.02,153949511,PC,2458692.4619470,37.0743844,3.4400950,1695.5451662,3.5492353,9.7677500,100.7720000,5544.0000000,4.5609000,0.8576480
331,1278.01,163539739,CP,2458711.9597720,14.4762171,1.5574371,10349.5451253,9.2812453,11.7819000,75.5759000,3841.0000000,4.6936400,0.5503500
