,tid,GDR2_ID,GDR2_RA,GDR2_DEC,TLC,mas_parrallax,g_mag,bp-rp,probability,age_myr,age_err_lower,age_err_upper,Distance,absolute_mag,cadences,ecl_lat,ecl_lon,gal_lat,gal_lon,has_two_min,loc_rowid,toi,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_dist,st_teff,st_logg,st_rad
0,77951245,4827527233363019776,79.0051,-31.4127,-1,18.66,13.8,3.1,0.3,29.0,22.9,10.3,53.59056806,10.154558197053275,120__600__1800,-54.23648651576648,73.8252639871797,-33.01300337162555,234.36978517519242,True,3983,450.01,APC,2459182.487384,10.7148661,2.1121583999999998,56325.9173745,14.037554,12.4258,53.5063,3054.0,4.438,0.422267
1,244161191,2431769083806305152,4.8836,-5.9116,-1,22.5,14.7,3.5,0.48,38.8,11.7,6.7,44.44444444,11.460912590773956,120__600__1800,-7.364349830048589,2.118182252061269,-67.46643792100969,101.82252527431395,True,2068,278.01,,2458381.7755259997,0.29873099999999997,0.6216205,6605.1029307,2.5268622000000005,13.1672,44.397,2955.0,5.135269999999999,0.300639
