TIC_ID,SDE,period,T0,duration,depth,rp_rs,snr
TIC_405514195,8.19106123377387,0.7123615317451967,1601.6582116899385,0.0599883553545199,0.9671521770920967,0.16490985431188854,6.940290376632665
TIC_366011855,8.178596394349698,1.0663090574061045,1601.9691272967034,0.09270780173750738,0.9681849445604164,0.16382829737184215,13.605374351407443
TIC_178931743,7.633541231284872,0.8050056073444087,1602.0857838327227,0.06963050252694658,0.9855998617003078,0.11178318302523385,35.481501220002485
TIC_58833495,4.875232520484596,1.0304867238564435,1631.0284612188782,0.08887767737242856,0.9926732686122844,0.07980681421621298,10.499336856202278
TIC_206605715,4.6376214546648775,2.3728385712993627,2062.242487990159,0.007962126754438024,0.9960608997861969,0.0583238856841677,7.146896912455467
TIC_206605718,5.442365844216111,2.3445889407432854,2062.675531189234,0.2034871324378455,0.9971848038336957,0.04942603962737335,42.960803289148714
TIC_136885277,5.238972946778514,4.914908611572478,1387.4013934023408,0.09937095349964029,0.9977169959309258,0.0446258271570785,6.413914185453387
TIC_47330198,5.232324075903879,2.961919660189758,1520.9383851934447,0.03388383909413894,0.9980790273786944,0.04072944786439953,5.00304764180669
TIC_156364508,5.254527241003317,2.31731817478214,1818.3682387916729,0.10995448963250616,0.9979308840814248,0.04230748409712826,15.542455763907746
TIC_43451370,3.842076243432807,5.18403721254151,1386.1761835427762,0.03222641991250486,0.998312929858833,0.038202462531258134,5.156260875445237
TIC_20090694,4.502199266261005,1.7109291247445175,1519.699597670348,0.02350846293898631,0.9984997683391242,0.036081172757907364,5.240251843955698
TIC_255236579,10.497356096089037,0.6037003709293068,1629.712728030621,0.05473025050424649,0.9534334401418165,0.19820273965234322,22.262463458825735
TIC_344660641,6.111701061720804,1.2565034961164658,2448.1948232730115,0.112821902330179,0.997804966565702,0.043643749226008395,18.66255021280332
TIC_118833673,8.494087340346299,12.041653639754474,1517.949063312155,0.043641979733241104,0.9799915552372769,0.13176745203931192,13.366712768560273
TIC_240454319,8.740755388777083,12.875264687154148,1723.9142525673922,0.08909666097974807,0.9859157840582433,0.1105523094303856,6.284424265080492
TIC_58583881,6.002260265750825,0.9190181089472679,1629.3817170714522,0.06559387891433437,0.9989839341124278,0.02969357015200816,5.8400283975705
TIC_363265095,10.385714945804112,1.2320521665460915,1629.6866627301806,0.11402707014558519,0.9929569165275978,0.0781777018586603,63.11135704956032
TIC_364200072,4.220792521373124,4.533546325708348,1630.7957979865962,0.43669410406980397,0.9888924027151779,0.09817551842125914,20.13780683437165
TIC_301048970,6.712972008716707,1.8617285955788696,1630.263658608884,0.16863852266410995,0.9969946940261979,0.051066663982816445,13.745921151476091
TIC_82525365,5.292578165181196,1.3879961240705994,2641.5651867551205,0.016603143395062192,0.9991270878574737,0.02747957782477854,3.2651761171398954
TIC_258101273,11.138642881626422,1.0839355045037908,1629.7750130195027,0.10012797312994073,0.9815239692986806,0.12653831069464086,79.17035201745685
TIC_409372963,10.31281369139352,0.7174002300772716,1930.359722524155,0.04408479682113617,0.987237847857592,0.10376109217751638,24.35753008818331
TIC_5714469,11.435684555599822,0.8626428900581543,1573.2197082483194,0.0724323281759579,0.964042897994469,0.17416661717131504,47.680263916969906
TIC_305535780,5.717700122664829,7.658156958946347,2258.833829843612,0.2252219947788681,0.9984359537042771,0.03684056514973455,10.998507550279976
TIC_431124765,4.888765569664101,0.8020343792492747,1738.8092247544664,0.013699833923573344,0.9995866257460945,0.0189102164956374,4.407464204065237
TIC_364017175,9.545863195174391,0.7354660851901755,1628.719752043244,0.03444016022412176,0.993792037565674,0.07169153063939315,16.18731207987017
TIC_217182385,11.07330774170287,0.6047664427727555,1628.8844465572877,0.059192554386062496,0.9579115429906114,0.18952306109309153,49.82399920160854
TIC_68565222,6.228926492825335,1.151874732142768,1629.259960105193,0.11280826550405436,0.9949502857065187,0.0658938300241375,9.484720636573751
TIC_348555880,5.815739641729457,2.155072404083562,1628.6315356209723,0.06487583647985097,0.9994531468568636,0.021492907631249576,6.248728538933304
TIC_350768519,7.596604581344782,0.7090448296419753,1628.9971685843152,0.07004380605716962,0.9941779625810241,0.0709693213378574,22.878343201060932
TIC_338091463,6.466650016531846,1.046573104799425,1628.9826374802872,0.10358029115586047,0.9936342496557805,0.07099354079798936,11.753572089353094
TIC_151610256,5.741496229506566,1.9086994879686898,1629.5628486056341,0.18337429913598496,0.9775252223220682,0.1393142808308107,16.97744867624075
TIC_279640409,6.506805896725213,1.4600057865560825,1468.7946721113053,0.15949763624573277,0.9908279534687991,0.08915605004049378,39.088535283145454
TIC_80033631,6.250884187731285,2.076454738468687,1470.3128307873246,0.2000125942225186,0.9995745173464616,0.019185542566631818,6.316571480378829
TIC_144667802,8.410912057733203,0.7874145612856861,1468.3268172153992,0.08583185893007793,0.9854573821340367,0.11182338741090155,25.497922031764414
TIC_119855395,4.803694011250212,4.599312057505499,1470.7835175984642,0.05445771551907391,0.997962270255689,0.042050849548948645,5.051096029293605
TIC_9966678,6.623393661562192,1.3080964763766774,1410.92205060544,0.023861042044149874,0.9962676737551824,0.05677246281560824,5.67638315082774
TIC_63777591,5.409944783136563,6.326176230009774,1793.5760527914772,0.15240925906014685,0.9967085069390322,0.05358329401112049,15.092745991557912
TIC_47596872,12.104486110052866,0.6247977617606761,1468.6604354055228,0.05247491161654686,0.986077358943232,0.10941381499912138,37.80806778033214
TIC_203036339,6.588206274259669,1.014374485347031,1790.8420565534152,0.10112472001906098,0.9965653673040364,0.05459253866641586,28.28277050854813
TIC_67568168,7.18925730939331,0.7121434774587907,1790.6936160550795,0.07166041301596204,0.9904460621894762,0.09083205507184507,52.584907779604876
TIC_71374255,9.28263289670224,0.8353658837807458,1411.2316126537087,0.07869309457482697,0.9911928603817153,0.08720981712531035,39.31614100646407
TIC_54147487,5.350037567126372,3.5875298789426564,2285.641510708535,0.12321742934744537,0.9992657779183916,0.024980544113243693,11.149112505868787
TIC_120933455,4.71714134394628,0.6769274558565637,1410.92986444289,0.004468372625315753,0.99711027096103,0.0499547162313349,3.8062017433313917
TIC_428055049,10.254723230853502,11.34082979401087,1791.4746841608644,0.0969151666395711,0.9967934939883204,0.05271494089207787,7.718869816774865
TIC_22507789,4.830249294926001,1.5941144746218223,1572.2680525275605,0.0958968234573875,0.9982241173376145,0.03907675405214922,4.985425063858549
TIC_72987984,7.450670307004075,0.9332195060080523,1571.9098181384713,0.09512937646059771,0.9944955329419134,0.06814440660332655,7.696355630665158
TIC_72499657,8.45514034732393,1.2430067483152294,1571.4281210854854,0.12380956719942698,0.9956602443290758,0.061365712365972325,37.223347359691196
TIC_142264088,6.842055356491724,2.3421528446752715,1571.8500758304547,0.22574089034020786,0.9961471663365615,0.05768170181224443,25.880909935544196
TIC_134631370,10.372798871218503,0.6607397746570178,1571.8754315982596,0.0674100394890858,0.9624122600017756,0.1797771349128505,46.778734502031426
TIC_203233128,6.825991528084586,7.613558588058764,2554.096214229688,0.07964018965994261,0.9989179157100591,0.030092828174058513,7.920468339996217
TIC_309028466,6.4964923800234615,4.274941674210391,1544.8023363287405,0.06622189692148861,0.9969469383566977,0.05151724455483533,6.1154902703704686
TIC_176876546,5.694029100716593,2.129640079406442,2284.079686209137,0.043931423084987146,0.9958899959762978,0.05957568694303997,5.428528200338444
TIC_429152610,8.57331528739692,6.997626664249823,1547.5201002831507,0.008398200553547246,0.9977969339233116,0.04327149842962945,5.959795464847883
TIC_311092148,11.32909596494234,0.6552165739527938,2145.142027421872,0.070751226414568,0.9860682399798206,0.11004943882429355,34.96190777064874
TIC_345395031,11.28099220504533,0.6552114940528159,2144.909329543176,0.039122469680031434,0.9922992001977335,0.08154847647816953,22.709617673232543
TIC_90723908,5.0877101109358485,8.94617340069709,1664.3568475618983,0.1789304444968741,0.9974818835912712,0.04667267474634007,15.786102052093694
TIC_311091687,9.566273370414525,0.8958065266962474,2145.20575899679,0.09653751648299344,0.9928419387796447,0.07845290906220456,21.391174450036083
TIC_112233050,7.086001841383547,0.7781768696005136,1492.120827933642,0.06752605162406448,0.9952695474797247,0.063171897129812,5.145698632609974
TIC_120334442,5.391650318595395,1.5372371818008759,1659.1549783674388,0.1695084120316244,0.9953868881988893,0.06311679317777333,22.866522382910404
TIC_190332444,33.14179457652343,0.7975049414543186,1842.744142867674,0.04580201192063306,0.783593121928776,0.433348214750685,1581.0633990949282
TIC_144282456,11.125838858710573,0.89881128877093,1842.964068698709,0.0943432066677407,0.9862121196962611,0.10888300546536127,48.35613411105024
TIC_367843143,7.681221493192035,1.045983908776918,1817.0805817243056,0.11928816524120561,0.9951256559047644,0.06509429561788255,46.7400357790185
TIC_11568422,11.287256257247021,1.6381162108308813,2117.4721712319642,0.18135439485633387,0.9909868516127581,0.08838039845273037,61.83163220459442
TIC_269919096,6.892457663814624,11.977923318898876,2564.599388675592,0.04914316296620043,0.9988774585628714,0.031210639869959932,5.817695232275059
TIC_360914079,5.434151611779637,5.524074493736329,2038.4578150885334,0.13616957156215515,0.9985414805013979,0.03557603973983443,9.803412587933998
TIC_288354068,5.1622386671039315,0.9282531625300521,1816.687323652054,0.10223284537288944,0.9992136050884507,0.026122926541235145,6.72658064044521
TIC_187681788,6.997075059598132,11.99105203337629,1817.0305822009925,0.03342683072724784,0.9961221207226242,0.05797153995208738,5.900962564214608
TIC_327873544,6.668237207954003,0.8318295657183986,1816.225076268306,0.0033405567608877206,0.9983786134847947,0.0375429260669429,4.04100017680406
TIC_367844330,5.755361824128255,6.061553708343766,1816.6535664550552,0.039120277096004574,0.9952030122399339,0.063614611719225,4.68990008797998
TIC_84900299,5.8307559456151,0.7365039262127485,1816.2043501561602,0.016466449461826956,0.9961330128493905,0.05778755232482761,5.279110434356138
TIC_449941032,12.055668941894027,0.9091926281481987,1816.5298801795393,0.10005756966213865,0.9838341071960294,0.11843852434532769,37.06947026661243
TIC_125840950,5.308670043080376,0.6121722133762527,1816.5905792647368,0.00703977871530326,0.9989271453123143,0.030492156928812842,4.013160783018982
TIC_409676809,9.14943590313288,0.7219716605908769,1816.6077481030823,0.08275334122089267,0.9691633904652697,0.16357858655786825,49.294563270625495
TIC_455029978,9.971877015303692,0.888120725190932,1438.8721046131775,0.10076348500931222,0.9970379955227168,0.05074318173018236,41.220148077002314
TIC_138473191,4.7046075981371605,1.2900056383545693,2390.673163572766,0.00517793776598273,0.9989491315802884,0.030197824187818342,2.4567233232838315
TIC_363782768,6.341489457730627,1.6369644114839321,1658.2508227783976,0.18965076920431964,0.9916012101060945,0.0853151292662776,17.588957123150593
TIC_404378135,4.484076292189829,9.605138237967441,1659.2917115357186,0.17178421432224386,0.996944968468575,0.05153386178298406,6.935713439277896
TIC_337757672,10.519261846388146,0.9831110044322162,1657.1044126160446,0.1098055837690271,0.9924302153865431,0.08085180063565446,52.977078295130454
TIC_382248311,6.317534271186781,2.1383614740544465,1658.0811256919621,0.21724620027144492,0.9990991478059977,0.02783159641509715,7.287808665043868
TIC_101433378,6.167585504386529,0.9831664110342887,1657.0488232912628,0.021858155203347836,0.9988389364007982,0.03169222960836726,5.185975010305789
TIC_49954689,10.616826570635533,0.6823708248080875,1438.7461748234725,0.07734567410687107,0.9671857944599596,0.1686353590675763,93.24789571743365
TIC_25171265,8.346957881857094,0.6899817798651185,1956.419816598424,0.023397517153137815,0.998883319222774,0.031108725210729264,5.357356818003031
TIC_150598692,5.489387241782168,1.3320137740297044,1984.575686668718,0.00781952256952641,0.9993916172285094,0.022941047408319527,3.6160046474322116
TIC_197005132,8.83083108458583,0.7441431316994163,1657.5294355081494,0.08429283815055683,0.9831916794777308,0.12021910996623285,34.72564887533265
TIC_91853165,8.759664500237152,1.0078626314608032,1657.9797492667833,0.11469274613930175,0.9699382143244182,0.15672742285738608,60.914038218851395
TIC_266002317,5.176983016514373,0.8562736756838294,2201.7784665693684,0.018357883914300606,0.9988156520880309,0.03205773169579077,4.966796320193682
TIC_144155582,5.037174447029523,11.854227885762295,1577.6647100238727,0.005532465055120614,0.9956665350520777,0.060688418035527714,6.106331378901479
TIC_251845153,7.6915167380954355,14.791303815822982,1368.6400984135773,0.005305362495816012,0.993383206885589,0.07577488043484712,3.6494708648375367
TIC_459350219,8.52103213302943,0.694280609748399,2334.703915423429,0.07822924195649984,0.9688012705119995,0.1622336838480284,20.206987981628295
TIC_246861224,4.971457634327997,7.266088290421199,1356.5289517623976,0.12849055803377765,0.99819092638201,0.039656370183347535,6.916206345200629
TIC_167664935,8.948505495992098,1.1718474106031374,2335.2495833937987,0.13793794535195708,0.916661876747048,0.25533936586086,59.7898494826162
TIC_461995467,8.987683486275563,1.1299782972617007,2334.866115542511,0.13204430505494477,0.9748475980672355,0.1470622072521949,39.093471005291775
TIC_407624075,5.758236513125299,1.0007508285712772,1354.2147000666487,0.005924445867710348,0.9963371031271764,0.05624193846950911,4.26277287858087
TIC_251878167,5.7959890030809165,0.7419757197675102,1354.4556169646835,0.018755865164802158,0.9981733408262955,0.039813489451461605,4.980080703258131
TIC_351680104,5.231693498289168,6.920083788187753,2390.7175267733915,0.08132928527636361,0.99853692874865,0.0355287082036921,5.796541568642316
TIC_57151431,11.491779741200649,14.82955877790794,1584.9443080947542,0.017149194934156866,0.9964671198649002,0.054019441965433464,5.175457524305699
TIC_258908663,12.255671031941564,8.311207751424007,1609.569582543593,0.008388797219012416,0.9955892248891293,0.06156681820952972,3.8053650285925653
TIC_357105141,7.498743032871126,8.875378918755155,1603.5016391717493,0.35258682622744525,0.9970479752077626,0.047840409921129305,39.48028092710123
TIC_345135733,7.327452254460943,4.995153372818299,1575.6520150125734,0.0015741137037446947,0.9919610303117193,0.08346759309768251,2.18817396778641
TIC_427346731,12.22488914960036,13.014731448542548,1476.6028514045506,0.004765187337277044,0.9953098387698038,0.06375460815341642,9.84905138374788
TIC_142391477,11.50988621267732,12.294285445809727,1583.4386108553258,0.00899954613492026,0.9977980725505303,0.043349297389556916,2.6722159808456643
TIC_443480340,11.215663271188035,10.463630350877533,1601.4605321548108,0.0067414116033837155,0.9972200230745751,0.047918833536013596,2.0168490772345393
TIC_266744225,9.705395524245924,2.702469067288059,1491.6816662858355,0.014847326552398152,0.9992139670385284,0.026139978068224854,11.802399866826605
TIC_186779497,7.293197222777352,2.124476362505995,1519.300560806723,0.01178736318746014,0.9992246668303095,0.02593804996100156,3.5513732997549012
TIC_190885165,33.387332540835196,1.6489020491853696,1712.9814462450458,0.030382506621928238,0.9386665922942078,0.2309050266205679,137.4381160260628
TIC_447993848,9.426729958252547,0.9541380956352269,1602.0993766709282,0.0791196072208398,0.9946214174763217,0.06486789956795,44.977801873932826
TIC_337147104,5.061637997987495,0.8731560122879448,1601.3680988752426,0.01401599475040975,0.9992749495670441,0.02508335299299843,4.162187972758869
TIC_405040121,17.57241666791233,0.8286201574830129,1601.596064474788,0.06957459774561679,0.8911146496351721,0.30328053838789093,240.14317636720367
TIC_335370623,7.947031609953379,2.980880331937172,1601.5516106666873,0.24019196668286893,0.9973257539857245,0.047952585283535604,6.568495206709408
TIC_327039106,6.757052359165742,8.326254975994695,1607.124077054474,0.08746276110160092,0.9961136087505905,0.057807555871224506,6.5868135169896975
TIC_328480578,6.731574127381691,2.013035405428021,1601.364167242588,0.1666009572047187,0.992625845789493,0.0788730587371499,6.6236841345442485
TIC_1232360,87.98132539927595,1.1919794571828626,1518.2619543631993,0.0013265874946301495,0.9936401011449666,0.07424082666835312,21.991903379382325
TIC_266011945,10.124831253311154,1.0212934017127635,2448.141840921429,0.08794656741453473,0.9973481497054179,0.04796977064379971,36.48437878900789
TIC_73308877,11.180705615719386,0.6931631450503356,1571.5900156790135,0.05788399960169117,0.9917945452476389,0.08320011049674782,16.49262489404039
TIC_405089321,10.477820359658809,1.1662947165355937,1602.4890434372944,0.0067815831935857055,0.9985716171828443,0.03520657603299669,3.4720739789309927
TIC_58825604,10.62965854882588,10.7832759917074,2453.197652059616,0.0803977509117723,0.9985285055286814,0.03571058888705663,6.836566176658355
TIC_408589330,9.8205721884029,2.137415313400056,2449.2988396579626,0.19220832618926656,0.9982949770159881,0.038439949948512624,25.667927603947973
TIC_294993587,13.983731842091105,8.756313498768508,1634.600487643497,0.010963317028666217,0.9956836750421689,0.06116102587395836,2.8620845123117085
TIC_303048907,9.538388086888514,0.6355801148170093,1571.530965907147,0.053747415611212185,0.9960843786720355,0.05802453790294496,20.251861339907926
TIC_378413560,14.743539589818932,0.8045430436582006,1571.380027914307,0.06780272864927446,0.9912075405860388,0.08734706701128907,48.990706022709034
TIC_422692632,8.537573388935906,4.448171101561452,1413.9219474849092,0.004346706103551329,0.9982781687862727,0.03862895706836827,2.7769151752512635
TIC_370825476,15.613179676398953,0.725914198391606,1571.3290518423435,0.041552590777379765,0.9454756449036835,0.2144706383132763,20.467275753292647
TIC_17251144,6.8965561811973926,1.0143475976524445,1683.9329957672235,0.010915809778672477,0.9980742436284459,0.04091527848850595,3.6934458261173724
TIC_370705545,8.25424459330893,2.2003213326294353,1572.3596353952073,0.18778473682196706,0.998020050789372,0.041260869219619335,14.470042432997191
TIC_152176559,10.470061056114965,3.2671489742454463,1572.4051699085492,0.020092637491779898,0.9971755488208845,0.04884575784417167,12.517516004716905
TIC_277725683,5.275998059859862,3.4032213118553356,1713.3292155408694,0.030396429501888145,0.9956594816616469,0.061426481191179945,4.623481317986312
TIC_429152614,9.874602124186843,11.133891039791692,1553.3984240137322,0.00821493975719932,0.9653835970882018,0.17252511134240636,4.041021224986977
TIC_339308290,12.185328569819564,1.3931230225605133,1602.0426679925051,0.004331183477817878,0.9970982218553485,0.04895733228550234,7.760767898192792
TIC_388966496,5.441932351424292,2.790547648251228,1739.965233112018,0.034892620400738775,0.9981997939220785,0.0394983365978374,5.048434814149029
TIC_422692635,8.677126674550554,14.878098625269555,1418.4344980257226,0.004870742690275826,0.9912753416921779,0.08695446918647842,4.422999617080187
TIC_192543856,9.718924482350626,10.037267316982527,1550.4245961836032,0.007860164825089,0.9983415497486776,0.03784418522530202,3.376380352137836
TIC_165941376,16.31272888172126,0.785597227680928,1386.105947884129,0.004943485090030235,0.9963500737911403,0.05624186800600427,16.011363811214913
TIC_29853348,22.619975931399665,0.7030933821111286,1386.446455896099,0.004431300934216606,0.9500143808715037,0.20826870646452098,45.83171063029966
TIC_440685559,6.40181257136592,1.3923067187390263,2448.767748919619,0.1305875873065043,0.9976311177400687,0.04513184475735391,8.069555345888146
TIC_440686535,15.890548798069448,0.9250060045651353,2447.911011126144,0.08661381670162717,0.9927371011691278,0.07902533492320948,18.333369875309952
TIC_369394619,13.809004506688577,1.0435876543585811,1386.584763335152,0.006579317950586942,0.9946609259408595,0.06790174068710172,14.951088139550068
TIC_334524122,15.665337298435086,3.264228258911982,1602.8949529363092,0.02052592127946333,0.9994622027048459,0.021588725357396026,9.354068165629563
TIC_140031179,5.307846635276568,0.7308837294283455,1518.1370613274757,0.008433821594909581,0.9993932616952027,0.022945746366002825,4.2566428389940905
TIC_244161191,13.264187350572323,2.094630903633195,1386.3731470800503,0.005565902264325132,0.9856571883564236,0.10999924976735886,13.077061034068162
TIC_268862481,19.813579771099263,1.5546072886039413,1386.2817987502829,0.009898623132598185,0.9865515838175869,0.1071312396565122,20.929680125671094
TIC_213009118,12.13674408612501,14.102881328971694,1394.4324567175393,0.0031286892759111898,0.9931951677753381,0.07691190189365087,2.1005318196386273
TIC_123027358,4.8418869803707825,2.7727881574184554,1492.7131489422184,0.016698660085277102,0.9992590168405897,0.025296014647135236,4.164584127843436
TIC_143268184,8.199997436371083,0.9869720295889751,1492.3813584231013,0.09500376955331802,0.9983686201162124,0.037658445705798176,8.02013580359443
