Gaia,RAdeg,DEdeg,Gmag,P,Age,E_Age,e_Age,distance_pc,table_origin
3341556922194700000,84.3359,13.5918,13.8,0.48,16.8,8.9,3.0,106.83760683760684,1
3341640966114680000,84.3032,14.0045,16.4,0.14,22.9,9.8,4.9,330.03300330033005,1
3341640966114680000,84.3026,14.0051,16.0,0.97,6.8,3.5,2.3,310.55900621118013,1
4623606618555030000,85.0496,-78.8706,14.5,0.12,22.3,26.5,5.3,165.83747927031507,1
167756444718218000,60.3801,31.2396,16.8,0.94,7.2,2.8,3.0,303.951367781155,1
167890688215734000,57.4916,29.7747,17.2,0.18,33.1,24.8,3.8,202.42914979757083,1
167969402078113000,58.6597,30.2641,17.9,0.2,49.2,11.2,5.9,164.20361247947454,1
5842390312782410000,180.5916,-73.0537,13.1,0.72,11.9,3.7,2.2,108.22510822510823,1
6792292939548890000,309.9816,-33.1778,17.1,0.16,26.1,26.3,9.6,303.951367781155,1
3661105169074640000,211.3586,1.3663,16.8,0.19,22.5,8.6,5.7,302.11480362537765,1
1082079356250110000,116.2008,56.5676,12.5,0.14,,,,242.13075060532688,1
5972978449832450000,257.1385,-39.6083,16.3,0.95,12.5,2.2,3.0,218.34061135371178,1
5948621587231770000,264.5176,-47.0148,15.2,0.53,24.9,7.1,4.9,85.98452278589853,1
5306183883781740000,143.8152,-57.2617,17.2,0.91,25.8,6.2,7.0,140.84507042253523,1
5249748666340520000,148.2569,-63.2734,17.1,0.17,42.1,30.4,7.4,152.20700152207002,1
463348085580281000,50.1319,60.9912,16.6,0.16,24.0,17.6,8.1,272.47956403269757,1
463437180381229000,49.303,61.6197,15.9,0.42,19.5,5.3,4.7,160.51364365971105,1
6065828392857600000,207.0935,-53.6718,15.2,0.98,14.1,2.1,4.7,144.50867052023122,1
287026209058399000,89.5489,64.3011,13.8,0.13,21.3,9.0,5.7,145.98540145985402,1
3100444570668700000,101.8826,-5.4707,16.2,0.14,24.5,32.2,4.3,296.7359050445104,1
3100479926838940000,100.5304,-6.1143,7.0,0.48,,,,313.47962382445144,1
3100483324151990000,100.8824,-6.209,15.9,0.99,5.3,1.7,2.7,271.7391304347826,1
5906549290172300000,224.5417,-47.4539,17.2,0.23,42.9,17.7,5.5,142.04545454545453,1
5978435085615020000,256.5188,-33.5404,17.3,0.56,32.8,8.6,4.7,151.51515151515153,1
5356449707114850000,151.6395,-53.1052,16.6,0.36,32.8,10.9,5.7,136.0544217687075,1
4795246087366750000,86.6411,-49.0904,16.1,0.26,26.4,15.3,7.9,172.71157167530225,1
5325072290944230000,134.6466,-50.1207,14.7,0.15,26.9,22.7,9.8,128.2051282051282,1
4270405962882160000,277.025,-2.1386,12.5,1.0,,,,316.4556962025316,1
5409628858290320000,146.5372,-47.9402,16.9,0.18,31.3,16.3,7.9,203.2520325203252,1
4270405958589650000,277.0246,-2.138,13.4,0.95,,,,316.4556962025316,1
3418776684667660000,76.0642,24.3767,13.6,0.21,8.5,96.4,2.1,180.50541516245488,1
6476026597435490000,307.3899,-49.153,16.9,0.5,20.9,5.4,4.8,226.75736961451247,1
2807481037470060000,8.859,25.2721,14.9,0.31,20.3,7.1,4.8,146.84287812041117,1
5581031691569280000,99.6883,-34.8673,16.4,1.0,10.2,2.0,3.5,268.0965147453083,1
5280892711134850000,104.4535,-67.2101,16.3,0.25,25.1,6.6,6.7,187.26591760299627,1
6405199872304650000,335.7974,-62.5979,11.4,1.0,,,,232.01856148491882,1
3240676421107930000,78.3187,5.9248,16.6,0.13,27.8,21.8,9.2,263.85224274406335,1
3240706279720710000,77.7483,5.976,14.7,0.99,9.9,2.7,3.4,149.47683109118086,1
3240699682650690000,77.6631,5.9072,12.2,0.25,,,,189.39393939393938,1
6004862294159320000,226.5775,-41.338,16.4,1.0,9.3,2.5,1.7,135.31799729364005,1
5280776815737580000,102.8195,-68.2383,16.8,0.31,31.5,9.4,6.0,164.4736842105263,1
5280803066577870000,104.7332,-67.8625,16.0,0.94,14.9,2.9,3.6,198.01980198019803,1
3192322957735010000,62.7723,-9.3685,17.4,0.86,18.4,2.8,3.8,208.76826722338205,1
3192520904188040000,64.6265,-9.131,17.7,0.93,17.8,3.2,3.3,208.76826722338205,1
3192659923689760000,65.4168,-8.5386,16.0,0.32,25.8,7.7,7.0,143.26647564469914,1
3192704797508090000,64.9461,-8.579,14.7,0.17,25.6,24.2,10.3,113.89521640091117,1
6004829102653550000,225.5088,-41.573,15.9,0.12,25.4,23.8,6.0,255.10204081632654,1
2275508518493360000,305.319,71.8507,15.2,0.51,18.2,6.5,3.9,173.61111111111111,1
2275389393279810000,310.7025,73.213,16.8,0.2,31.4,19.1,7.8,194.5525291828794,1
3293292691061380000,69.2377,8.718,17.3,0.34,48.4,12.7,5.4,103.19917440660475,1
6096350973076860000,215.0659,-45.2634,14.6,1.0,3.3,1.3,0.7,153.84615384615384,1
5244904630415870000,153.1907,-67.3399,15.9,0.37,,,,150.15015015015015,1
3792492788504880000,174.6394,-3.1802,15.6,0.18,32.4,19.3,3.8,111.60714285714285,1
457465217338321000,36.6296,56.1124,16.2,0.3,21.6,5.1,5.2,221.23893805309737,1
4520615222652750000,285.3822,21.7338,17.7,0.17,27.2,20.0,7.3,326.797385620915,1
6059052201469230000,184.9385,-59.9939,14.4,0.15,22.9,25.9,3.2,171.82130584192439,1
6059077906882170000,186.3277,-59.6947,15.9,0.34,16.7,6.1,3.4,269.54177897574124,1
6738904400115420000,290.2814,-38.4397,17.2,0.96,15.2,3.3,3.8,187.6172607879925,1
6059079487430140000,186.2534,-59.6816,15.2,1.0,6.8,1.9,2.2,106.72358591248667,1
6059079487430140000,186.2596,-59.6802,13.5,0.58,14.0,4.1,3.8,105.82010582010582,1
1621923622569650000,243.782,56.8428,14.1,0.19,,,,327.8688524590164,1
80786586786748500,33.1848,17.7644,16.2,0.52,15.5,7.0,3.1,266.6666666666667,1
5860192986637550000,188.7761,-65.9848,16.1,0.83,26.0,9.8,8.1,106.72358591248667,1
5246876054759080000,143.0832,-68.0385,16.6,0.13,24.9,56.3,4.1,325.73289902280135,1
2947202817603190000,101.709,-16.0889,16.8,0.51,16.3,4.4,6.0,266.6666666666667,1
1970233856702240000,318.3368,44.187,14.0,0.22,9.7,23.0,2.1,261.0966057441253,1
4044932480678170000,277.0184,-32.976,13.1,1.0,3.7,1.5,1.3,138.50415512465375,1
249435830652979000,55.3644,48.9027,17.5,0.43,23.8,6.4,5.6,236.40661938534276,1
249486202028835000,54.5543,49.083,7.2,0.4,,,,269.54177897574124,1
4890183247069170000,60.0014,-26.9112,16.8,0.18,25.4,15.5,7.6,248.75621890547265,1
6722084998955830000,278.0395,-42.8123,16.7,0.58,22.2,4.9,4.5,168.0672268907563,1
5863111399701730000,193.3608,-62.339,17.4,1.0,4.7,2.2,1.4,204.4989775051125,1
6197104308771370000,225.8909,-40.7043,15.7,0.86,15.5,2.4,4.5,149.03129657228018,1
1981056826377470000,329.5238,51.7427,17.1,0.14,27.8,15.5,8.8,333.3333333333333,1
2772148643628630000,1.1,15.604,16.8,0.14,27.1,23.7,11.6,292.39766081871346,1
5625987492217720000,133.4726,-35.4494,16.7,0.99,9.5,2.7,3.0,282.4858757062147,1
4914797601562880000,17.5422,-54.0833,17.7,0.33,21.2,9.2,4.1,324.67532467532465,1
3207352182175490000,80.5654,-7.1385,16.6,0.28,18.4,6.1,3.3,293.2551319648094,1
3207310366373990000,81.2031,-7.2188,17.1,0.16,26.2,25.4,7.8,319.4888178913738,1
3207474640283030000,79.681,-7.0301,16.0,0.29,26.1,11.4,7.4,148.80952380952382,1
3207464091843360000,79.7128,-7.1532,16.8,0.83,13.0,2.9,3.2,292.39766081871346,1
3207469486322420000,79.8487,-7.1396,15.9,0.57,12.8,3.1,3.8,294.9852507374631,1
3207468283731440000,79.599,-7.0833,14.3,0.13,8.9,0.7,4.0,315.45741324921136,1
3233114736046160000,72.577,2.9968,16.4,0.41,17.0,5.2,4.4,259.7402597402597,1
3207570366513840000,79.873,-6.9246,16.8,0.74,11.1,2.3,4.4,289.01734104046244,1
3207382350025710000,80.9618,-6.9616,15.2,0.54,18.5,4.4,5.7,148.3679525222552,1
4500982312959410000,268.1509,15.7333,8.6,0.31,,,,290.69767441860466,1
4500943555174010000,267.683,15.2957,16.9,0.63,13.4,3.0,3.3,326.797385620915,1
3207334005873820000,81.0678,-7.0228,15.3,0.66,9.1,4.2,2.3,311.52647975077883,1
3207402278673850000,80.901,-6.7132,15.1,0.13,,,,169.77928692699493,1
3207417603117540000,79.5506,-7.5556,16.3,0.17,19.8,13.1,3.0,324.67532467532465,1
3207489037013460000,79.3612,-7.2162,15.1,0.14,25.8,23.1,8.8,154.5595054095827,1
3207404031020520000,80.8123,-6.6991,13.8,0.22,,,,328.9473684210526,1
3207400217089560000,80.8527,-6.7941,15.9,0.61,12.0,4.2,4.2,321.54340836012864,1
3207403068947850000,80.7647,-6.7753,15.8,0.71,9.4,2.9,3.4,333.3333333333333,1
3207493572498920000,79.2828,-7.1228,13.9,0.16,,,,330.03300330033005,1
5345453285151490000,174.6542,-52.5956,14.7,0.42,16.6,3.4,3.4,187.26591760299627,1
3207505976364360000,79.1113,-7.0674,16.9,0.93,10.9,2.8,2.7,289.8550724637681,1
221087672105828000,52.5468,34.609,15.8,0.83,9.0,2.9,3.5,222.71714922048997,1
221099766734259000,53.384,34.2911,13.1,0.11,,,,332.22591362126246,1
3207563254048090000,80.2337,-6.8385,16.3,0.14,23.1,39.2,2.9,295.85798816568047,1
3207464950836840000,79.5504,-7.2103,13.5,0.32,8.0,6.0,0.9,264.55026455026456,1
5807634063033230000,253.1381,-70.7517,15.9,0.13,26.0,14.8,8.4,207.0393374741201,1
220933706118595000,54.4185,34.5222,16.6,0.48,20.5,4.6,4.6,185.18518518518516,1
4648462517713580000,89.9775,-75.5045,17.1,0.17,25.8,20.1,6.2,312.5,1
253160666807847000,70.0627,45.2505,11.1,0.96,,,,267.379679144385,1
5902267169110710000,227.3956,-50.1854,12.7,0.18,11.5,27.6,1.6,123.15270935960592,1
5902271743280030000,227.253,-50.0732,16.9,0.47,17.6,5.0,4.3,246.9135802469136,1
2206207468827720000,335.1443,63.6482,16.0,1.0,5.1,2.4,2.3,284.09090909090907,1
6204002988320920000,224.5377,-34.5302,16.6,0.26,26.0,11.1,7.4,184.1620626151013,1
2192871595376500000,321.2427,61.7428,17.0,0.23,21.4,6.0,5.0,327.8688524590164,1
5322514277134500000,125.1928,-50.9896,16.1,0.14,29.8,33.9,10.6,176.05633802816902,1
4847888573801060000,50.6819,-43.4643,16.0,0.7,14.4,3.0,3.5,241.54589371980677,1
6112132503990510000,207.9185,-41.9745,16.3,0.91,19.6,2.4,4.7,136.23978201634878,1
6177925390004470000,206.7246,-27.7223,16.6,0.24,21.1,7.6,5.5,305.8103975535168,1
4319720674312730000,292.1852,14.6091,15.9,0.17,25.0,7.6,7.4,200.40080160320642,1
4763949343580100000,76.2875,-57.0148,16.4,0.21,22.3,9.2,6.1,292.39766081871346,1
5199603789270000000,177.4676,-79.8156,17.1,0.32,17.4,7.1,3.3,332.22591362126246,1
6112138242066950000,207.7939,-41.7992,16.7,1.0,12.1,3.4,2.7,149.03129657228018,1
6037800673233200000,246.7281,-30.2849,13.9,0.13,24.0,167.7,3.0,109.52902519167579,1
6112208232854480000,207.4718,-41.4516,15.9,1.0,12.4,2.8,3.1,145.34883720930233,1
2013380548393780000,346.3522,59.4267,17.3,0.99,8.7,2.6,2.6,276.24309392265195,1
6059907454050710000,189.3818,-59.0507,15.5,0.14,28.3,35.1,8.5,151.285930408472,1
5558949581073280000,102.5785,-44.7902,14.6,0.3,18.7,8.8,4.5,153.60983102918587,1
6059911783378070000,189.9834,-59.1526,14.6,1.0,2.6,0.6,0.7,116.14401858304298,1
1266237039822660000,224.2093,24.3505,16.2,0.18,22.5,10.3,6.1,248.75621890547265,1
5252286579715830000,156.0852,-62.4072,16.6,0.17,35.4,35.8,10.2,156.4945226917058,1
712413410869501000,135.7209,32.1398,16.5,0.16,32.7,18.7,10.2,170.64846416382252,1
2356393129316160000,15.2455,-19.0955,15.9,0.29,23.9,12.2,7.7,163.3986928104575,1
6538996968386340000,354.1547,-37.0955,16.3,0.19,31.7,17.2,8.1,154.79876160990713,1
3286836668020520000,65.6217,7.0904,16.8,0.18,22.2,8.2,5.8,275.4820936639118,1
3286779699574150000,66.7802,7.6387,16.8,0.21,21.8,8.1,5.3,269.54177897574124,1
6002087367336400000,235.1783,-41.0094,16.8,0.23,25.1,6.6,6.7,224.2152466367713,1
6002048334672870000,235.0024,-41.3114,15.3,1.0,8.1,3.1,2.3,148.58841010401187,1
6106972427199740000,205.493,-47.3841,16.9,0.31,36.9,9.7,8.5,130.718954248366,1
6601854948634770000,338.1981,-32.0603,15.6,0.13,26.2,11.1,8.7,185.87360594795538,1
4180538651300750000,290.7223,-17.7853,16.0,0.68,13.2,2.4,3.7,214.13276231263384,1
6002076440939750000,235.4445,-41.0974,11.5,0.98,,,,218.8183807439825,1
5588109900759800000,114.3271,-35.3458,15.1,0.15,27.5,23.7,9.9,144.0922190201729,1
3119092150431960000,97.9891,-1.0043,16.3,0.77,11.6,3.7,3.9,289.01734104046244,1
4521651757178240000,276.0392,14.9016,15.4,0.33,24.6,10.5,7.0,133.33333333333334,1
2199051503568850000,330.2584,57.1596,15.5,0.96,21.2,4.7,4.6,112.35955056179775,1
6329474238756340000,217.0338,-8.3112,15.9,0.49,17.5,3.6,5.5,186.21973929236498,1
2162691581761540000,315.9103,45.3679,7.9,0.33,,,,284.90028490028493,1
5243001719375070000,152.7424,-69.2862,16.8,0.17,29.5,18.3,10.6,218.34061135371178,1
5869395143014670000,198.9831,-61.2347,14.1,1.0,8.4,2.8,3.7,112.48593925759279,1
2075748283895910000,301.5925,42.9304,17.3,0.26,23.8,7.2,6.2,288.1844380403458,1
3220497118562590000,81.5117,-1.1342,16.2,0.38,14.7,5.1,4.4,328.9473684210526,1
3220484955215720000,80.6784,-0.8852,15.2,0.23,14.3,2.3,1.7,319.4888178913738,1
3220598067473710000,81.171,-0.4421,16.5,0.17,22.4,24.9,3.4,331.12582781456956,1
2075741304561630000,301.4613,42.8712,17.7,0.25,23.9,16.1,6.1,307.6923076923077,1
4145742716086460000,273.9198,-15.8938,8.0,0.28,,,,328.9473684210526,1
2630933280031610000,350.7776,-6.8355,15.7,0.57,16.1,6.7,3.8,215.0537634408602,1
1830425077714930000,304.4616,23.782,16.3,0.15,23.9,105.6,4.9,282.4858757062147,1
5243022988062410000,151.8014,-69.0196,17.0,0.16,26.4,24.5,7.4,275.4820936639118,1
4125712362978750000,252.4423,-22.8907,10.9,0.74,,,,180.50541516245488,1
4125702673532440000,252.3062,-23.0637,17.3,0.25,21.7,5.8,6.3,248.13895781637714,1
3220598960826910000,81.1292,-0.4112,15.1,1.0,3.9,1.9,1.4,330.03300330033005,1
3220580406568190000,81.3132,-0.5977,16.8,0.51,16.9,4.8,4.4,255.7544757033248,1
3220592432476530000,81.0091,-0.4989,15.4,0.37,12.6,2.8,2.5,322.5806451612903,1
3220639883275480000,83.11,-1.0284,14.9,0.33,10.7,12.2,1.5,325.73289902280135,1
3220560237401830000,82.0006,-0.4575,16.7,1.0,4.2,1.8,1.2,308.641975308642,1
3220497702678130000,81.5674,-1.0863,17.1,0.5,15.5,3.6,5.5,315.45741324921136,1
2095593781574510000,276.5373,35.3366,15.7,0.48,19.4,3.9,4.0,191.20458891013382,1
2804717621151990000,12.3604,24.1788,16.2,0.16,26.4,25.8,7.8,204.91803278688525,1
3438260241169220000,92.4188,31.3363,17.1,0.31,21.2,7.7,5.4,253.1645569620253,1
5944693749413360000,247.7119,-42.5732,17.8,0.5,28.3,7.0,5.0,175.7469244288225,1
6659119335278000000,292.0328,-48.5916,15.1,1.0,5.0,2.0,2.3,176.99115044247787,1
5311063550745780000,138.1015,-54.4816,16.4,0.18,35.5,31.0,9.9,144.92753623188406,1
5311053930018820000,138.2421,-54.4213,15.3,0.21,27.0,25.1,10.7,125.94458438287153,1
5944710143324260000,247.5154,-42.4497,12.5,1.0,4.6,2.0,0.2,149.92503748125938,1
5944678154406260000,247.9842,-42.408,17.2,0.59,22.6,5.6,4.5,182.4817518248175,1
5311041526125100000,137.7405,-54.5855,18.2,0.73,,,,131.75230566534916,1
1777866051066700000,333.6084,19.0993,16.3,0.18,25.6,22.4,8.5,210.0840336134454,1
860453786736414000,166.3122,59.2517,14.7,0.17,38.9,15.5,8.5,57.570523891767415,1
4265716889455910000,285.8805,0.24,17.3,0.25,24.4,5.3,6.8,246.9135802469136,1
454385485266854000,40.7621,55.1059,5.7,0.61,,,,128.2051282051282,1
6062490722279400000,201.8059,-58.1518,13.9,0.66,16.9,7.2,4.3,114.81056257175659,1
3661524220443680000,205.0093,-1.7092,15.9,0.38,22.8,5.3,5.1,156.4945226917058,1
6401756854722890000,320.3186,-64.3187,16.1,0.31,17.1,5.7,1.2,311.52647975077883,1
6401637007955070000,319.9932,-64.8275,16.7,0.16,27.1,19.8,7.8,284.90028490028493,1
266546254506735000,81.8063,54.7968,17.0,0.18,24.6,13.1,5.7,294.11764705882354,1
3347749234244460000,85.7954,14.8273,16.3,0.16,29.2,25.0,8.3,191.57088122605364,1
5975617926257750000,260.7091,-35.0299,12.5,0.37,,,,325.73289902280135,1
5237626791164560000,170.6808,-64.2392,12.4,1.0,,,,292.39766081871346,1
5237626825524300000,170.6906,-64.2412,14.1,0.22,,,,326.797385620915,1
2212534677208650000,341.0381,65.7666,17.0,0.52,14.7,3.9,3.0,323.62459546925567,1
5237607274832440000,171.597,-64.178,16.4,0.26,29.1,11.1,6.6,154.320987654321,1
5237629161986690000,170.7128,-64.108,17.0,0.19,40.3,13.4,11.3,162.86644951140067,1
5237634556465260000,170.2363,-64.283,12.6,1.0,,,,311.52647975077883,1
5237630463338790000,170.4823,-64.1906,11.9,1.0,,,,270.27027027027026,1
5476910070723460000,94.075,-64.016,16.5,0.13,24.7,20.6,8.7,290.69767441860466,1
5408648849826520000,149.646,-46.4272,10.0,1.0,12.1,2.7,4.1,15.436863229391788,1
4258420594645760000,281.9059,-3.2582,13.1,0.98,,,,318.4713375796178,1
5900047396897860000,224.638,-52.7332,14.9,0.31,21.6,6.0,5.4,123.00123001230011,1
5593489192676900000,117.986,-35.4088,18.0,0.3,24.8,9.1,4.8,332.22591362126246,1
6116644934068710000,216.0681,-38.8362,15.7,0.68,21.1,5.6,4.9,133.15579227696406,1
158862009826781000,68.8538,29.4425,16.3,0.35,16.2,8.2,1.2,289.01734104046244,1
158828509082920000,68.4786,29.1828,13.6,0.45,,,,326.797385620915,1
2141991866595620000,290.9901,56.7671,16.0,0.23,16.8,7.3,2.7,326.797385620915,1
483659329518657000,73.5251,67.2286,15.9,0.21,20.9,19.0,5.5,244.49877750611248,1
6004074150485210000,229.6101,-42.068,16.6,0.14,24.8,71.6,5.3,320.5128205128205,1
6004036114253530000,229.8996,-41.9335,17.3,0.26,44.0,11.9,8.6,141.643059490085,1
6116585045044520000,215.1753,-38.9231,14.0,0.43,13.4,4.3,3.6,147.27540500736376,1
6116588034341760000,215.0754,-38.9004,15.6,0.52,19.5,5.5,3.4,142.85714285714286,1
158686057903087000,71.303,30.4677,16.8,0.62,30.5,5.5,4.1,122.69938650306747,1
158774706027453000,68.6583,28.9611,5.9,0.37,,,,140.25245441795232,1
158659218652225000,72.3604,30.7497,12.4,1.0,,,,327.8688524590164,1
158794458581628000,69.3251,29.2376,17.0,0.25,30.5,12.3,4.5,182.14936247723134,1
158856203031923000,68.5979,29.5779,16.6,0.91,15.4,3.5,4.8,184.84288354898337,1
158828509081379000,68.4785,29.1843,12.6,1.0,,,,332.22591362126246,1
158745908271269000,71.8299,31.1916,12.0,1.0,,,,277.77777777777777,1
158655993132077000,72.2795,30.5988,16.1,0.41,17.3,6.8,3.4,226.2443438914027,1
158774328070333000,68.6484,28.9558,17.2,0.16,28.3,17.2,6.8,235.84905660377356,1
158873623419060000,69.1501,29.7534,17.3,0.74,18.3,2.2,4.5,199.6007984031936,1
158805973389292000,69.0539,29.2278,12.4,0.25,,,,328.9473684210526,1
158895201334554000,69.6704,29.4527,16.9,0.17,29.5,26.5,11.4,206.18556701030928,1
6064353054428530000,206.8866,-55.5505,14.6,0.98,10.1,3.3,3.2,143.0615164520744,1
2783827415620240000,18.5317,16.1334,5.9,0.31,,,,175.43859649122805,1
2783643213062930000,16.1145,16.169,15.2,0.19,25.6,22.7,10.2,146.19883040935673,1
6064355253451850000,207.0485,-55.4646,12.2,1.0,4.8,1.4,1.5,101.9367991845056,1
2783895001225560000,18.2623,16.442,17.0,0.43,36.6,10.9,7.4,125.78616352201257,1
6064355219092110000,207.0428,-55.4672,13.1,0.29,17.6,2.7,3.1,101.52284263959392,1
2202829047562730000,329.8622,59.1298,16.7,0.77,15.6,3.6,6.2,276.24309392265195,1
274995833869566000,64.2002,53.3625,13.7,0.15,,,,261.0966057441253,1
274951578525854000,63.2676,52.7648,15.8,0.21,21.4,7.4,5.2,202.02020202020202,1
5267401870963450000,107.5451,-70.5912,15.8,0.24,22.0,27.2,4.1,224.2152466367713,1
6010849616018070000,240.7289,-35.6237,16.5,1.0,,,,92.67840593141798,1
6010847416994480000,240.649,-35.7157,14.9,0.76,15.3,4.2,5.0,140.25245441795232,1
6010842881509330000,240.8925,-35.6475,15.5,1.0,4.3,1.8,1.2,138.12154696132598,1
6010873805274370000,241.3497,-35.3446,15.0,0.99,11.9,2.3,4.5,156.25,1
1754599216794160000,309.2622,11.1872,16.4,0.14,24.6,26.4,5.7,283.28611898017,1
5993731903607670000,244.7406,-41.5906,17.4,0.2,19.4,8.0,2.7,302.11480362537765,1
5993716338652670000,242.9514,-40.6444,14.4,0.76,12.1,2.8,2.9,143.47202295552367,1
1862914787317960000,310.76,32.3358,15.6,0.14,25.4,27.9,8.1,206.61157024793388,1
2963082857884060000,79.3893,-20.3034,16.1,0.96,11.6,2.1,4.5,250.0,1
6792646943637030000,307.3705,-33.5297,17.2,0.22,22.2,10.4,5.9,327.8688524590164,1
2941700861416840000,93.3664,-19.9412,15.6,0.36,14.6,4.8,3.6,283.28611898017,1
2298795899889310000,319.0034,83.1472,16.7,0.83,18.2,4.1,5.6,218.8183807439825,1
2941718797200430000,93.2926,-19.7496,16.3,0.53,16.1,5.3,4.2,265.95744680851067,1
4576237321177640000,271.5862,21.1677,17.3,0.62,15.5,4.4,6.0,315.45741324921136,1
2963406320460860000,84.8001,-24.1655,16.9,0.2,46.4,24.6,7.7,131.06159895150722,1
2963226825187070000,78.0044,-20.1936,16.6,0.57,17.2,5.8,4.6,241.54589371980677,1
2963092375530780000,77.9723,-21.2154,14.5,0.17,8.2,5.8,1.6,321.54340836012864,1
489016699924560000,58.5994,64.9871,16.8,0.3,21.1,6.7,5.7,283.28611898017,1
258336166822900000,66.1357,48.937,12.2,0.32,,,,273.22404371584696,1
258315658356515000,66.8212,49.0354,16.1,0.45,19.1,7.5,4.5,214.59227467811158,1
258378498018767000,66.2504,49.2825,11.8,0.69,,,,235.2941176470588,1
258335926304732000,66.1553,48.9263,12.0,0.89,,,,304.8780487804878,1
258417191383759000,67.3267,48.5133,17.1,0.23,22.4,4.5,6.7,267.379679144385,1
258319609726442000,66.6121,49.0663,12.9,0.67,,,,268.81720430107526,1
6005795195418920000,231.025,-39.9094,16.0,0.51,24.6,10.6,6.3,158.73015873015873,1
3051269050554950000,106.6733,-9.0848,17.6,0.31,25.4,10.6,5.6,271.7391304347826,1
6005788770147730000,230.9226,-40.1553,15.4,0.92,15.9,3.8,5.2,129.03225806451613,1
6005788735787990000,230.9373,-40.1571,14.0,0.95,,,,121.35922330097087,1
3051186484104220000,103.9717,-7.277,16.9,0.96,10.4,2.3,2.8,270.27027027027026,1
2194749836112290000,306.2136,60.3538,8.2,0.26,,,,322.5806451612903,1
5769601440426580000,202.7306,-84.6203,14.3,0.15,,,,332.22591362126246,1
3098538876499380000,101.6585,-8.9121,16.8,0.16,26.8,17.7,6.0,288.1844380403458,1
3098586842693720000,101.129,-8.8714,17.0,0.16,27.5,21.2,5.6,265.2519893899204,1
6000065640336700000,230.42,-45.5152,16.7,1.0,6.9,1.4,1.7,122.69938650306747,1
5801077640831370000,263.4059,-76.5343,17.1,0.4,19.1,5.6,5.2,290.69767441860466,1
4299430561595470000,303.2301,9.4469,15.9,0.51,32.5,9.9,6.4,98.4251968503937,1
3285247117804120000,64.9733,6.2882,16.3,0.98,17.0,1.9,3.7,138.88888888888889,1
4890618069558410000,62.3796,-25.514,15.7,0.64,12.4,4.2,4.0,305.8103975535168,1
3481101028115990000,176.2587,-28.4384,14.6,1.0,8.7,3.0,3.1,155.03875968992247,1
6352436680109790000,356.1029,-80.2828,17.2,0.18,24.5,15.1,5.4,314.4654088050314,1
5867208214380970000,210.2879,-61.0073,16.1,1.0,11.7,3.5,3.2,181.48820326678768,1
5867218659741910000,210.283,-60.8556,15.0,0.99,10.5,4.0,3.1,187.26591760299627,1
5800982979752450000,263.3277,-76.6293,11.5,1.0,,,,256.4102564102564,1
1901687175074470000,336.456,31.9791,17.0,0.15,26.9,30.8,8.7,310.55900621118013,1
5791651802526810000,224.2294,-77.9326,15.7,0.2,18.5,7.2,2.9,284.09090909090907,1
4624013094259630000,81.5382,-77.5256,15.1,0.18,21.3,24.2,3.0,186.21973929236498,1
6765833840765770000,290.3056,-27.6805,17.0,0.13,29.1,38.9,10.8,268.0965147453083,1
2287983710563460000,301.0905,73.4729,17.9,0.95,20.3,3.6,4.4,186.9158878504673,1
2288044703395740000,299.7714,73.6533,15.8,0.38,14.2,3.3,1.9,301.20481927710847,1
5887602265326250000,227.4727,-53.8894,14.5,0.39,17.7,4.4,4.8,135.8695652173913,1
5961249478314240000,266.4134,-38.8757,15.9,0.15,18.2,4.0,3.4,320.5128205128205,1
4222249621327450000,303.6017,-3.9218,17.2,0.4,27.9,7.3,5.1,181.1594202898551,1
6025073654346260000,244.9816,-32.6341,14.1,1.0,6.2,2.6,2.3,162.86644951140067,1
211189662275737000,87.5154,48.9856,17.0,0.15,28.6,35.2,5.9,271.7391304347826,1
688786761414493000,137.2923,25.7627,16.6,0.24,25.0,5.5,6.7,207.90020790020793,1
688808167531522000,137.5082,25.784,14.9,0.17,23.9,33.4,4.7,151.05740181268882,1
5905539354378250000,221.1994,-48.259,15.3,0.24,24.6,9.2,6.3,125.78616352201257,1
6339857167575600000,226.7174,-1.824,16.6,0.15,29.9,24.6,10.3,205.3388090349076,1
3603590055127450000,204.5961,-17.4066,14.4,0.27,23.7,14.5,8.0,88.261253309797,1
4729115135880410000,52.7807,-59.023,16.4,0.18,25.9,21.3,9.2,202.42914979757083,1
4728922098574050000,54.8325,-59.5498,16.1,0.15,24.2,31.7,4.8,257.0694087403599,1
5598555158146010000,116.5165,-31.187,16.7,0.24,24.9,9.1,6.0,230.94688221709006,1
4069210556378760000,270.9082,-23.1382,8.4,0.25,,,,320.5128205128205,1
3099522149130680000,102.8765,-6.4698,17.0,0.15,28.5,26.7,6.3,268.0965147453083,1
4156359634697730000,278.1193,-8.8558,17.1,0.75,10.0,1.7,3.0,278.5515320334262,1
4154930608870880000,277.3446,-10.8702,11.4,0.41,,,,216.91973969631235,1
5998100297657840000,240.6323,-38.4144,14.8,0.87,13.7,2.6,4.0,141.643059490085,1
5998136925140270000,240.9757,-37.9833,15.8,0.52,20.8,6.2,4.1,148.3679525222552,1
3517792899365800000,182.9883,-20.0968,15.0,0.45,19.8,9.0,4.6,134.40860215053763,1
3561986291775740000,172.4806,-13.1312,15.9,0.28,23.1,12.9,4.2,191.57088122605364,1
5760408144531660000,131.2781,-6.278,16.7,0.2,28.8,12.2,5.8,194.5525291828794,1
