Gaia,RAdeg,DEdeg,Gmag,P,Age,E_Age,e_Age,distance_pc,table_origin
3216924182514010000,83.5039,-2.3023,18.0,0.48,16.6,4.6,5.1,310.55900621118013,1
6725059281013660000,270.8377,-42.5561,17.4,0.17,45.3,33.3,13.0,166.11295681063123,1
3477021595163430000,174.7039,-34.037,18.3,0.17,45.5,32.7,14.3,242.13075060532688,1
4333818092693150000,251.9377,-12.1105,18.1,0.95,5.9,2.0,2.1,276.24309392265195,1
110875611539147000,48.0216,24.2217,17.0,0.15,25.9,22.8,7.9,295.85798816568047,1
2225583333311510000,344.6596,69.5455,18.2,0.44,19.3,6.4,4.7,303.03030303030306,1
6266903879582240000,237.0349,-13.6643,17.3,0.37,14.6,3.3,4.3,327.8688524590164,1
5966266820383560000,254.6713,-42.3888,18.6,0.19,,,,198.4126984126984,1
5256084048026560000,147.2819,-61.7746,18.5,0.26,31.8,10.3,6.3,287.35632183908046,1
3442048363666620000,83.5993,27.1023,16.5,0.22,23.4,6.2,5.7,193.7984496124031,1
4159198401931100000,275.5057,-8.7468,17.1,0.16,23.2,17.4,6.7,306.7484662576687,1
367549969613362000,11.0038,37.914,17.3,0.13,28.5,35.0,7.4,328.9473684210526,1
3105667727636550000,101.3149,-3.307,17.6,0.2,24.4,8.5,6.4,304.8780487804878,1
5968573905019110000,250.142,-42.0415,18.4,0.92,,,,193.7984496124031,1
3214922697688940000,77.5949,-1.7933,18.2,0.37,19.6,5.7,4.0,307.6923076923077,1
518425921551556000,27.6861,65.6433,18.1,0.15,38.1,40.9,13.6,283.28611898017,1
576893070827712000,135.1425,1.4197,16.7,0.4,14.5,5.0,2.5,311.52647975077883,1
6081542475600380000,196.7275,-49.9063,4.2,0.89,,,,149.2537313432836,1
2814945209594010000,346.7996,13.1953,17.0,0.3,20.9,6.9,5.3,253.80710659898477,1
6024832616477940000,246.7394,-33.4099,18.0,0.19,22.1,6.7,5.2,298.5074626865672,1
5237390735444110000,172.6475,-64.5844,18.3,0.58,13.7,2.3,3.4,285.7142857142857,1
3010512181732310000,83.6279,-10.3345,17.5,0.17,30.9,15.7,7.1,272.47956403269757,1
1851796624508420000,319.9004,30.2761,17.6,0.17,34.1,27.4,6.8,255.7544757033248,1
388211923404446000,9.9116,44.9928,17.6,0.31,24.2,8.8,5.6,263.15789473684214,1
2176596619960450000,317.1746,54.3275,18.1,0.15,40.1,26.8,10.9,268.0965147453083,1
5527390878641540000,124.777,-41.6017,18.3,0.31,22.7,6.8,3.7,326.797385620915,1
3014910606201220000,80.7458,-8.523,17.5,0.28,19.8,4.9,4.5,311.52647975077883,1
4321975910138040000,294.974,17.1562,12.0,0.91,,,,235.2941176470588,1
3321920327422440000,89.4156,6.6026,17.8,0.19,42.0,30.2,6.5,207.4688796680498,1
4312080236759200000,283.914,11.1419,17.0,0.18,21.1,9.1,5.5,302.11480362537765,1
6052703213310470000,247.4054,-20.571,17.6,0.15,24.1,7.0,7.0,312.5,1
6406207196754630000,332.9569,-61.5574,16.6,0.5,13.2,4.5,3.0,314.4654088050314,1
3440756270002150000,84.286,24.8193,17.2,0.2,21.2,6.5,6.2,271.00271002710025,1
6200945280842420000,228.3912,-34.8492,18.0,0.54,25.0,5.4,5.0,171.82130584192439,1
1190406810935750000,234.6307,12.0217,18.0,0.7,10.6,2.7,2.8,309.59752321981426,1
3215264229192610000,79.6213,-0.9338,18.0,0.16,30.2,18.7,7.7,325.73289902280135,1
3215143836965000000,78.6535,-1.384,17.7,0.23,22.1,6.7,5.2,332.22591362126246,1
3215284913755210000,79.4094,-0.7563,17.6,0.71,11.8,2.5,2.9,323.62459546925567,1
2871124099084860000,354.2345,30.5534,18.0,0.26,26.8,11.2,6.5,282.4858757062147,1
5579625175679980000,104.6045,-34.1117,5.0,0.65,,,,174.5200698080279,1
2437988505688220000,349.476,-9.1826,4.3,0.54,,,,92.33610341643582,1
3026034910798150000,91.2026,-1.3304,18.3,0.21,39.8,17.0,8.8,228.83295194508008,1
3026077658608710000,90.5241,-1.2412,12.8,0.12,,,,286.5329512893983,1
5688852413126930000,145.0764,-14.3324,5.0,0.45,,,,112.61261261261261,1
3417924082119830000,82.2445,26.2478,18.1,0.42,25.0,6.2,6.3,219.2982456140351,1
3418007541924740000,81.0973,25.9717,17.7,0.18,21.9,7.5,6.9,288.1844380403458,1
3417887351560680000,81.9061,25.8408,17.7,0.22,20.3,6.0,5.4,306.7484662576687,1
3417934046446270000,82.1376,26.2109,16.1,0.94,3.7,2.0,0.9,299.4011976047904,1
5968593185148870000,249.8751,-41.7527,17.5,0.31,17.2,4.8,4.8,287.35632183908046,1
6085229378603010000,196.5694,-48.4634,4.6,0.59,,,,131.92612137203167,1
4346330470596240000,237.9712,-10.9832,17.5,0.13,29.3,37.4,10.2,294.11764705882354,1
4069112871640780000,269.9481,-23.8163,4.7,0.28,,,,119.47431302270013,1
6463376613077980000,321.7019,-54.8173,17.7,0.4,22.3,6.5,4.0,276.24309392265195,1
1893925997369930000,335.3307,28.3306,4.7,0.48,,,,173.01038062283737,1
6878778050289460000,300.3414,-13.9025,18.0,0.14,28.6,16.1,8.1,322.5806451612903,1
6715206179328140000,282.3958,-43.4342,5.6,0.58,,,,243.30900243309,1
5967790571701040000,250.2853,-42.4349,16.9,1.0,4.4,1.9,1.3,201.61290322580646,1
3322018527555090000,91.9116,6.6058,18.1,0.77,17.1,3.3,2.9,222.22222222222223,1
4546111183604000000,255.4298,15.2671,17.9,0.28,24.8,8.2,4.7,297.61904761904765,1
2940572006574130000,97.8981,-18.683,17.5,0.29,18.3,4.9,4.9,315.45741324921136,1
1099146937809880000,106.9581,62.2737,17.8,0.25,22.2,4.8,4.4,332.22591362126246,1
4067225731750140000,267.3419,-25.4224,17.8,0.31,20.8,5.6,4.7,265.2519893899204,1
4159317733291610000,275.8313,-8.2223,18.5,0.16,42.8,21.4,11.1,252.52525252525254,1
974767738638785000,109.5589,46.1176,17.4,0.28,20.7,7.9,5.4,303.03030303030306,1
3015391298939280000,84.6522,-8.4017,16.8,0.95,6.5,2.6,1.8,301.20481927710847,1
3015069515694660000,81.9877,-7.7542,17.7,0.21,22.2,5.5,5.5,331.12582781456956,1
6234842567193560000,236.8571,-26.1553,17.9,0.25,39.0,9.8,8.3,158.9825119236884,1
4808530176399530000,84.5298,-38.6748,19.1,0.19,48.0,11.2,9.4,235.84905660377356,1
4271441835977340000,275.0283,-1.1439,17.5,0.17,25.9,12.1,8.8,267.379679144385,1
5915917575917560000,259.0219,-58.402,16.6,0.23,17.7,3.6,4.5,325.73289902280135,1
2705899975678090000,338.0299,4.7421,18.0,0.19,30.6,6.9,7.1,282.4858757062147,1
5818958238226330000,236.8322,-71.138,18.2,0.15,39.2,16.2,10.4,280.1120448179272,1
4159358960674580000,275.0383,-8.8197,18.0,0.33,22.6,7.0,3.6,242.13075060532688,1
3304477163856990000,62.8414,12.7881,17.0,0.53,10.8,4.3,3.1,283.28611898017,1
3304512451308250000,63.2212,13.0761,17.0,0.48,12.2,3.6,4.2,252.52525252525254,1
5529421096801800000,127.8529,-39.0641,6.5,0.49,,,,297.61904761904765,1
4274497967211700000,273.9837,-0.9803,16.3,0.18,17.9,10.0,5.1,317.46031746031747,1
6234891912076450000,236.7655,-26.0219,17.6,0.99,11.0,5.1,1.3,163.6661211129296,1
3028075299444720000,111.1674,-16.2016,5.2,0.92,,,,293.2551319648094,1
272525093799197000,69.8046,51.9707,17.2,0.17,23.0,4.6,6.0,332.22591362126246,1
2025301590941910000,292.616,27.1756,17.1,0.19,23.2,10.3,4.8,303.03030303030306,1
157783388920703000,71.1847,28.3786,18.3,0.21,36.2,12.5,7.0,232.01856148491882,1
3015574505064930000,83.6463,-8.0273,17.9,0.36,24.1,8.2,5.2,253.1645569620253,1
3317860866069050000,93.7396,5.0148,15.9,0.61,12.6,2.5,4.0,210.0840336134454,1
3015603740905340000,84.312,-8.0493,17.8,0.16,31.1,15.0,5.0,311.52647975077883,1
3010912094726510000,88.1157,-10.5887,18.2,0.52,17.9,1.9,4.9,273.972602739726,1
3011127770804700000,87.6506,-10.208,17.2,0.22,21.0,6.3,6.2,304.8780487804878,1
3011106570846060000,87.1466,-10.4007,17.7,0.54,15.9,3.6,6.5,269.54177897574124,1
6001046778362380000,233.9717,-44.9585,4.6,0.6,,,,136.79890560875515,1
4189765031322170000,296.1518,-12.4172,17.8,0.4,16.7,4.1,5.3,309.59752321981426,1
6251518482094950000,230.3914,-22.4867,18.3,0.26,45.4,16.9,11.6,165.83747927031507,1
4547185058571480000,260.5654,17.0466,17.6,0.14,31.0,19.5,7.6,283.28611898017,1
443812821970918000,57.0544,53.0126,18.6,0.16,31.7,8.7,6.9,300.3003003003003,1
4277960329331730000,275.2521,3.1711,16.9,0.14,23.5,21.2,7.0,315.45741324921136,1
5527571542143950000,125.1222,-40.9384,18.3,0.53,15.3,3.1,4.4,328.9473684210526,1
5527513409768180000,125.624,-41.0668,17.7,0.52,15.9,3.8,5.8,333.3333333333333,1
3401055752684530000,83.7629,19.9058,17.6,0.15,29.6,17.6,5.2,263.85224274406335,1
4040810720855070000,268.0569,-34.7992,5.8,0.71,,,,271.7391304347826,1
2042573711676440000,288.0225,31.4606,17.6,0.47,15.8,4.9,6.7,326.797385620915,1
4159419369393080000,275.273,-8.2563,18.0,0.16,25.4,9.4,6.1,276.24309392265195,1
5527746605010190000,127.2354,-40.9759,17.8,0.89,12.1,2.7,3.0,309.59752321981426,1
153356690682485000,73.1679,25.9306,17.1,0.15,19.2,9.0,4.0,328.9473684210526,1
4114773008252340000,260.7483,-22.2287,17.4,0.15,30.3,23.4,10.9,229.8850574712644,1
4174142375541660000,271.5896,-4.5863,17.4,0.15,25.2,19.2,7.5,284.90028490028493,1
4174084414960310000,270.2892,-4.7398,17.3,0.38,13.2,4.8,2.6,325.73289902280135,1
4174107332906240000,270.9261,-4.5892,17.7,0.2,17.7,5.3,5.8,298.5074626865672,1
4174099567605130000,270.6474,-4.6853,18.1,0.14,27.2,25.3,9.6,332.22591362126246,1
4174060363143890000,270.949,-4.5929,17.5,0.17,23.3,12.2,6.7,328.9473684210526,1
4220817198197300000,301.4174,-4.6207,17.5,0.44,15.1,3.3,5.1,319.4888178913738,1
5516105285137570000,123.2485,-48.3624,17.5,0.31,19.1,6.9,5.6,330.03300330033005,1
2832523991045780000,345.4878,20.5936,18.1,0.35,19.7,5.2,4.8,326.797385620915,1
5609346654310660000,106.8159,-29.0825,18.3,0.33,22.5,7.0,3.4,332.22591362126246,1
2098699038630270000,286.8255,36.1001,5.1,0.94,,,,278.5515320334262,1
4334480174788220000,253.0594,-10.821,17.8,0.52,17.6,3.6,3.7,240.3846153846154,1
2998828148404100000,88.6553,-10.9933,18.2,0.23,25.8,6.7,8.2,316.4556962025316,1
2998695008713680000,88.5709,-11.9454,17.1,0.88,10.7,2.9,2.8,277.0083102493075,1
3086376491186480000,113.2374,-0.4603,17.0,0.23,19.2,8.1,4.6,331.12582781456956,1
157932922501770000,69.4284,28.3802,18.0,0.17,46.6,32.7,14.0,194.5525291828794,1
158006800235118000,69.318,28.7716,17.7,0.26,24.4,10.4,5.4,254.45292620865138,1
157818195335888000,71.5546,28.7079,17.4,0.61,12.7,3.2,3.8,304.8780487804878,1
5340131270934290000,168.194,-56.2572,18.0,0.15,36.5,31.4,10.7,298.5074626865672,1
2940847090639430000,98.3731,-17.1074,17.4,0.17,28.4,13.3,9.1,272.47956403269757,1
2937188946736280000,97.6354,-21.5095,18.3,0.28,27.9,7.7,4.0,306.7484662576687,1
4159485060912310000,274.6764,-8.0572,18.2,0.5,19.5,2.1,5.1,237.52969121140143,1
4159451873718880000,274.3432,-8.2934,17.7,0.99,4.9,1.8,1.6,280.1120448179272,1
4159474997823330000,275.0158,-8.0898,17.2,0.18,24.9,12.1,5.5,246.9135802469136,1
4238245591376160000,294.1803,-1.2867,4.3,0.99,,,,214.59227467811158,1
3015941222255950000,86.1649,-7.2812,17.4,0.23,22.7,6.3,5.0,297.61904761904765,1
3398929950030460000,88.0111,19.7883,17.5,0.54,15.7,3.7,4.6,284.90028490028493,1
3016129410542740000,84.9159,-6.9074,17.9,0.18,29.7,19.6,7.8,307.6923076923077,1
3015894119352800000,86.5958,-7.2885,17.8,0.18,30.2,17.1,7.4,308.641975308642,1
5527652841587990000,127.2218,-40.9733,17.9,0.82,12.8,2.5,3.0,324.67532467532465,1
3407525347821320000,75.7301,19.1841,17.4,0.16,24.3,9.8,7.5,320.5128205128205,1
3018875548209590000,88.083,-7.1816,17.1,0.21,21.2,8.9,4.2,320.5128205128205,1
3018900252861320000,87.6996,-7.2164,18.0,0.15,29.2,16.8,7.6,318.4713375796178,1
3018863140048420000,88.4321,-7.3162,18.1,0.25,26.7,10.6,6.7,285.7142857142857,1
3018839092527310000,87.8416,-7.518,5.3,0.98,,,,304.8780487804878,1
4174167702965070000,271.3696,-4.233,16.9,0.22,18.7,7.3,3.1,305.8103975535168,1
4174198317492230000,271.779,-4.0458,18.1,0.14,35.6,29.8,8.4,253.80710659898477,1
4174193090515280000,271.6211,-4.1321,17.7,0.35,15.1,3.2,5.5,295.85798816568047,1
4174208037000580000,270.9721,-4.3738,17.6,0.16,23.5,12.0,5.0,320.5128205128205,1
4174154783703430000,271.3506,-4.4392,17.4,0.32,21.2,7.8,4.4,221.72949002217297,1
3389563695806840000,83.341,13.7628,17.0,0.29,17.7,3.7,3.9,332.22591362126246,1
1993966437220410000,359.7523,55.7549,4.9,0.99,,,,292.39766081871346,1
4027863249797540000,178.2365,33.5505,17.1,0.14,28.7,32.4,9.3,295.85798816568047,1
4198378261829660000,288.7541,-11.5651,17.6,0.15,27.7,21.5,7.3,298.5074626865672,1
6588600061084390000,328.5638,-33.9469,16.9,0.15,25.1,7.6,7.3,324.67532467532465,1
185168310854814000,75.5873,35.0776,17.7,0.15,30.9,15.3,5.5,269.54177897574124,1
5227933359200780000,165.7278,-72.2422,6.7,0.35,,,,269.54177897574124,1
6019262323093010000,251.158,-37.0833,17.3,0.17,22.0,9.0,5.8,315.45741324921136,1
874054608134698000,116.999,25.7118,16.0,0.28,14.6,4.6,4.6,308.641975308642,1
5610257226031510000,108.7027,-26.7726,4.4,1.0,,,,204.91803278688525,1
5358800149416170000,155.2059,-50.6104,18.0,0.18,30.0,20.6,8.1,328.9473684210526,1
434653821390881000,48.2616,45.7892,17.8,0.19,24.8,10.7,6.0,326.797385620915,1
4159521413513360000,275.4942,-8.0087,18.3,0.17,31.8,9.6,5.8,250.0,1
4159526533112940000,275.6466,-7.9315,18.0,0.28,19.9,4.8,3.0,302.11480362537765,1
2894736592328940000,97.6484,-30.6521,18.4,0.35,27.4,8.9,6.5,284.90028490028493,1
6876190143516260000,304.9339,-14.6606,17.1,0.19,24.3,10.6,8.4,264.55026455026456,1
4161266548955410000,275.4491,-5.3998,17.2,0.26,17.9,4.2,4.8,320.5128205128205,1
174164256747603000,72.0352,35.4466,18.1,0.2,36.6,13.7,7.3,238.6634844868735,1
2099679223187100000,288.4395,39.146,4.3,1.0,,,,263.15789473684214,1
2099744777270430000,288.2234,39.4406,18.2,0.19,28.4,11.5,5.3,332.22591362126246,1
3389801396476820000,83.6854,15.0027,16.3,0.88,6.9,3.8,2.8,292.39766081871346,1
3389710235795980000,84.2883,14.4788,17.6,0.56,13.3,1.9,3.0,302.11480362537765,1
3389688730894990000,83.4762,14.3055,5.6,0.96,,,,321.54340836012864,1
153753889258029000,74.8636,26.8278,17.4,0.13,18.5,5.2,1.8,316.4556962025316,1
170741928027740000,62.6245,33.9657,18.1,0.25,22.8,8.8,4.0,275.4820936639118,1
170690865156859000,62.132,33.8413,18.4,0.15,27.2,12.5,6.9,331.12582781456956,1
5906963492506980000,224.6166,-46.1685,17.4,0.14,28.7,32.0,8.9,318.4713375796178,1
5336426771420940000,174.4377,-58.8668,17.9,0.17,32.7,21.9,3.8,288.1844380403458,1
3394097355908830000,79.7892,16.1199,17.4,0.32,18.8,4.4,4.8,218.34061135371178,1
491398310827132000,49.9971,65.6522,4.6,0.65,,,,164.74464579901152,1
6256039884362600000,228.0552,-19.7919,4.4,0.45,,,,130.718954248366,1
2999076195652280000,90.4601,-10.5979,4.9,0.8,,,,218.8183807439825,1
3018941312748500000,88.0388,-6.8119,17.3,0.42,15.7,6.0,5.7,306.7484662576687,1
1981881498752970000,337.6219,43.1234,4.4,1.0,,,,294.11764705882354,1
3016297296521760000,83.2406,-8.1083,17.6,0.83,9.5,2.3,2.4,331.12582781456956,1
3016400238297640000,83.1536,-7.6166,17.4,0.17,24.9,10.9,5.9,326.797385620915,1
3016232043081320000,85.5416,-6.5241,17.6,0.33,19.5,5.3,3.7,319.4888178913738,1
10550058882240600,48.5788,7.6424,17.1,0.14,26.3,24.3,7.1,296.7359050445104,1
65271996684277500,56.219,24.1131,3.6,0.72,,,,114.9425287356322,1
65283232318680700,56.4568,24.3675,3.8,0.5,,,,105.48523206751054,1
65296907494549100,56.3022,24.4671,4.2,0.44,,,,111.48272017837235,1
3021354775132550000,92.9321,-4.6655,6.3,0.53,,,,291.5451895043732,1
3003484756245580000,99.0007,-8.8114,17.4,0.18,22.3,7.8,5.4,288.1844380403458,1
3311992669430200000,65.5589,15.5146,17.2,1.0,,,,274.72527472527474,1
3308713646582050000,72.6054,14.7298,18.5,0.17,26.6,12.2,8.4,326.797385620915,1
3308743990528890000,70.9095,14.0092,16.8,1.0,3.2,1.3,0.6,330.03300330033005,1
3103746678962860000,100.8813,-4.7055,16.5,0.39,12.8,4.0,2.6,318.4713375796178,1
3394260191005160000,80.2817,17.0008,17.4,0.16,26.6,25.7,9.5,280.1120448179272,1
5333141671190380000,177.4209,-63.7885,4.3,0.95,,,,183.8235294117647,1
3407897395068130000,76.5322,19.3791,17.3,0.16,23.8,9.2,7.3,320.5128205128205,1
45139045425347600,61.4554,15.2966,17.7,0.19,21.2,9.4,4.3,294.11764705882354,1
3390004599970020000,83.12,15.1861,17.5,0.4,20.3,5.3,4.4,273.22404371584696,1
3389965047614200000,82.8126,14.7698,17.5,0.2,22.8,8.5,6.4,304.8780487804878,1
6018952570038980000,247.3737,-36.5751,17.1,0.27,17.0,6.3,3.3,271.7391304347826,1
6236929959958760000,239.0824,-24.3915,17.0,0.65,20.5,3.0,4.8,158.4786053882726,1
3403798828037970000,83.9743,22.0752,17.1,0.28,17.8,5.6,6.0,284.09090909090907,1
125439300180485000,49.5797,33.3875,17.2,0.29,18.8,7.5,5.5,268.81720430107526,1
3315196577594560000,89.8456,2.0668,17.8,0.14,29.8,28.9,11.6,320.5128205128205,1
6425251116105940000,310.4879,-66.7608,5.1,0.74,,,,252.52525252525254,1
6615022695594060000,332.3982,-30.1361,18.2,0.17,42.9,28.8,7.2,255.10204081632654,1
5523007435017870000,128.2482,-44.2907,17.8,0.29,21.3,6.4,4.7,317.46031746031747,1
5923700125404220000,256.0051,-54.2743,17.6,0.23,27.7,5.5,5.2,244.49877750611248,1
171075458007133000,61.7123,34.8274,17.8,0.22,21.3,7.5,5.6,324.67532467532465,1
5523029292113760000,127.9341,-43.939,17.8,0.54,16.0,3.9,5.3,333.3333333333333,1
4486634579570250000,266.2202,7.9106,17.7,0.25,16.2,5.0,6.5,326.797385620915,1
5536120623008690000,113.0731,-42.94,18.0,0.17,30.8,15.9,7.1,307.6923076923077,1
4271798837955960000,278.5371,-1.3591,17.2,0.24,18.1,3.3,4.3,324.67532467532465,1
2046123794210550000,290.3248,32.7785,18.6,0.69,17.4,3.5,3.7,253.80710659898477,1
2046564633962670000,292.943,34.453,4.7,0.98,,,,226.75736961451247,1
566816733954524000,4.8272,82.136,18.2,0.2,30.0,9.5,9.4,314.4654088050314,1
2935804352363040000,106.8295,-16.674,17.1,0.29,18.6,6.9,5.3,324.67532467532465,1
5818216553219500000,253.3284,-62.3297,17.1,0.26,17.6,5.5,4.4,314.4654088050314,1
4372099106138890000,266.0112,-0.047,18.2,0.17,21.4,8.4,5.5,323.62459546925567,1
4347418849664350000,237.4051,-9.7613,18.2,0.29,35.1,16.5,5.6,185.87360594795538,1
1991330903545410000,352.4592,50.9894,17.9,0.16,36.2,28.4,9.6,282.4858757062147,1
3394413224983110000,79.4792,17.0454,18.5,0.2,43.7,18.7,6.2,219.7802197802198,1
3016558086935380000,83.4896,-6.7732,17.1,0.98,5.7,1.9,1.9,332.22591362126246,1
119703109361539000,52.2327,28.4698,18.3,0.18,34.4,13.4,10.0,268.81720430107526,1
3016604884900030000,82.7328,-7.3685,16.7,0.96,5.2,1.5,2.3,331.12582781456956,1
3016552005261790000,83.5703,-6.942,16.9,0.6,11.8,3.4,3.6,326.797385620915,1
3459993973980670000,178.2576,-39.2035,17.1,0.27,17.8,6.4,4.1,331.12582781456956,1
3408158391641310000,74.7068,18.8443,17.8,0.3,15.8,5.3,6.8,289.8550724637681,1
6611804803016180000,331.4622,-33.3995,17.3,0.29,18.8,6.3,5.3,305.8103975535168,1
516783349957332000,42.2697,67.8072,18.2,0.16,31.6,15.5,6.6,328.9473684210526,1
6128124282142380000,190.8421,-47.6716,17.0,0.26,17.5,5.4,4.3,305.8103975535168,1
3316270521286940000,88.3345,2.8236,18.2,0.17,29.3,9.6,7.7,296.7359050445104,1
65605870262943900,58.1041,22.9482,17.3,0.96,7.0,2.0,2.5,277.77777777777777,1
2049229777116380000,289.2684,33.5439,18.2,0.16,35.7,29.6,10.8,301.20481927710847,1
5331281022637190000,134.3194,-45.5252,18.4,0.36,28.1,5.7,5.9,273.22404371584696,1
3401720716700440000,78.9736,19.5754,17.1,0.34,15.4,6.6,3.3,331.12582781456956,1
2929478621448440000,106.8181,-20.3513,17.7,0.26,26.2,8.8,7.1,269.54177897574124,1
5850969900792620000,211.4829,-66.4989,18.1,0.22,26.2,10.3,7.3,317.46031746031747,1
6048298604093450000,249.9764,-22.4039,17.5,0.3,24.4,6.6,4.5,213.67521367521368,1
5494475692391800000,90.7287,-59.6995,18.2,0.15,37.3,39.1,13.1,331.12582781456956,1
3103902633515290000,98.7456,-4.8768,17.2,0.83,8.1,2.7,2.7,332.22591362126246,1
3399261933823560000,86.6365,19.3166,18.1,0.17,46.7,33.1,14.9,218.8183807439825,1
4483050648402520000,273.526,11.3311,17.7,0.2,25.2,8.5,5.8,280.1120448179272,1
3310592437075870000,64.5009,13.5994,17.9,0.17,34.1,23.9,8.5,225.22522522522522,1
3310592437076350000,64.502,13.5992,18.0,0.56,15.6,3.8,4.6,223.7136465324385,1
3414032193211810000,77.7925,20.3858,16.3,0.2,16.1,7.8,4.5,303.03030303030306,1
4236816432412560000,299.8001,-0.6411,17.7,0.17,25.8,18.3,8.5,301.20481927710847,1
5531378876036500000,117.8657,-44.6468,18.1,0.17,40.6,19.0,10.6,255.10204081632654,1
3016820595337520000,82.9431,-6.3838,18.1,0.14,33.6,25.4,5.0,312.5,1
3016672122610490000,81.833,-6.9588,17.4,0.59,11.6,2.2,3.9,328.9473684210526,1
3309174204515620000,69.7059,14.147,17.6,1.0,7.0,1.3,2.2,207.4688796680498,1
1987372833483010000,336.1908,47.6307,18.5,0.26,38.6,10.4,8.7,213.67521367521368,1
4324206509938970000,250.2883,-16.9389,17.3,0.18,16.8,7.4,4.3,324.67532467532465,1
3307415711761360000,67.1786,12.6151,16.9,1.0,3.0,1.0,0.4,306.7484662576687,1
6249446388010600000,243.2817,-17.0647,17.4,0.66,18.3,2.3,4.4,182.4817518248175,1
120083441602262000,55.4814,29.8958,17.3,0.28,24.4,11.4,5.7,224.7191011235955,1
120108691713952000,55.7542,30.0533,17.7,0.4,8.0,3.0,3.5,310.55900621118013,1
3404004539790290000,82.0029,22.2947,16.8,0.13,,,,303.951367781155,1
5537505771444150000,117.8862,-40.2761,17.4,0.68,12.3,2.6,3.0,322.5806451612903,1
3386742860069760000,79.1511,9.9711,17.5,0.16,28.7,16.9,8.7,280.8988764044944,1
3386776914866370000,79.1406,10.4611,18.3,0.16,36.7,17.8,10.0,261.0966057441253,1
171450593331773000,66.67,31.2354,17.9,0.9,13.8,2.9,3.0,189.75332068311198,1
6242380239100150000,241.2325,-23.1289,18.0,0.89,,,,156.4945226917058,1
6242376115935490000,241.1793,-23.3073,17.8,0.86,13.8,3.3,2.6,174.21602787456445,1
5532591469864050000,118.1328,-42.5257,17.7,0.2,25.4,7.7,7.5,332.22591362126246,1
261897729796864000,80.9295,50.8483,11.8,0.16,,,,248.75621890547265,1
6237175185413790000,239.6662,-23.1197,16.2,0.98,5.7,1.7,2.2,177.3049645390071,1
4237661230999290000,300.4876,1.1693,17.9,0.35,29.0,4.1,9.9,190.11406844106466,1
154193208577482000,74.2843,28.0211,18.0,0.37,10.6,2.2,3.5,297.61904761904765,1
4110047753958800000,261.1941,-25.279,17.0,0.2,18.2,7.2,4.6,333.3333333333333,1
4578567697409790000,273.6346,24.031,18.6,0.16,39.6,16.5,8.1,322.5806451612903,1
3456698123454220000,91.29,37.0658,16.0,0.19,15.9,8.2,4.9,328.9473684210526,1
149373641092444000,67.3816,24.6918,16.8,0.15,20.6,21.6,2.9,328.9473684210526,1
149381853070034000,66.9665,24.6316,17.7,0.84,8.3,2.5,2.7,303.951367781155,1
2930559063426460000,110.5564,-19.0166,4.9,0.55,,,,186.21973929236498,1
4055612002737550000,267.2937,-31.7032,4.7,0.4,,,,151.9756838905775,1
4517063392097440000,289.0543,21.3904,4.7,0.82,,,,192.3076923076923,1
3016869867201080000,84.2818,-6.8828,14.8,0.2,8.0,1.5,1.1,325.73289902280135,1
3016928484913340000,84.1943,-6.6638,17.8,0.23,19.4,5.0,4.5,328.9473684210526,1
3017130447162670000,83.7067,-6.5498,17.7,0.98,5.6,1.7,2.0,324.67532467532465,1
3017143611238320000,83.7832,-6.3243,17.5,0.63,13.7,2.0,2.5,300.3003003003003,1
3017147356449780000,83.8517,-6.1875,17.4,0.68,10.4,2.7,3.4,328.9473684210526,1
3017187866581310000,83.7542,-6.0093,5.6,0.94,,,,320.5128205128205,1
3310328627301100000,65.7233,13.1453,16.3,0.97,3.7,1.9,0.9,303.951367781155,1
3305358628585010000,62.6114,13.7484,17.4,0.95,3.1,1.1,0.6,314.4654088050314,1
6019390106963030000,250.1941,-37.1539,7.4,0.53,,,,327.8688524590164,1
5100353485967690000,53.4472,-21.633,4.2,0.32,,,,80.0640512409928,1
174583514278352000,69.2871,35.2247,17.6,0.13,27.4,20.7,8.0,314.4654088050314,1
5512412506611730000,119.999,-54.0644,18.4,0.24,29.9,14.2,7.1,289.01734104046244,1
3019723202955450000,92.9659,-6.5503,5.0,0.99,,,,270.27027027027026,1
4135602298275610000,257.9557,-17.1495,17.3,0.75,11.0,2.7,2.8,218.34061135371178,1
5536307505624330000,114.8505,-41.4386,17.6,0.98,6.7,2.0,2.5,326.797385620915,1
4467918447830030000,269.5917,1.3018,17.8,0.17,31.1,15.0,7.4,255.7544757033248,1
171468013719292000,67.1703,31.3687,17.5,0.3,17.0,5.4,4.9,277.0083102493075,1
4108224424410110000,259.0792,-27.2222,17.1,0.86,7.6,2.4,3.2,326.797385620915,1
5532642592854260000,117.818,-42.4198,17.7,0.23,22.9,9.2,4.0,314.4654088050314,1
120664705295751000,53.2695,30.1511,16.6,0.12,22.9,36.8,3.4,327.8688524590164,1
2994257620302860000,91.6192,-13.6841,17.1,0.48,12.2,2.0,4.3,322.5806451612903,1
412453921414379000,19.8003,55.8679,18.3,0.17,,,,230.41474654377882,1
3390660419998890000,81.8316,14.824,17.4,0.17,23.7,9.7,7.8,299.4011976047904,1
6047416207351410000,249.8337,-24.4951,17.8,0.39,26.1,7.2,8.6,210.97046413502107,1
6673027362798920000,303.4829,-44.815,18.1,0.19,28.7,6.5,6.7,313.47962382445144,1
