Unnamed: 0,TIC_ID,INJECTED_PER,INJECTED_T0,TLS_PER,SDE
1,TIC_359892714,8.42083634907776,1601.6603276822714,0.9440015810034732,18.794500680698945
4,TIC_360779428,14.096323802101631,1545.1483540766544,1.7231018701786276,6.272045523309502
7,TIC_141146667,1.598205226779655,2421.219390366875,0.6549188694270835,13.233174616499069
9,TIC_321805583,6.646129911321219,1601.4569479840443,1.4427871713324507,6.845464989711482
10,TIC_258382313,11.838222006111677,1571.566458519035,0.6323890495303929,8.813286068114927
11,TIC_372515598,6.370200739331787,1573.8092072633078,1.632748173666851,8.324416627566793
12,TIC_245821503,2.7600635330307384,1438.5286051420285,0.586316767484307,7.483337961890161
13,TIC_219290316,6.0532916676021165,1657.3379588702155,0.5157538075361392,11.997827265540824
15,TIC_43451370,1.742744488450723,1386.485599757587,1.7429559027120396,15.032538806597229
18,TIC_294993587,7.19484681973848,1628.7535244504104,1.7646105241636871,6.713649165436875
20,TIC_232965288,11.009327927278145,2420.7402757666086,1.5643437375354885,5.667752874170434
21,TIC_408411330,13.604133803859767,2448.0367664927767,1.3860278925780685,4.4172643428249705
24,TIC_332213483,8.950892125754102,1601.60753525645,1.9704625200333084,4.926375251884185
26,TIC_266002317,11.294388568496508,2201.8243791373907,0.6750928055443968,5.323873018653603
27,TIC_187681788,1.675129848302367,1817.3884638060213,1.6747518623376538,13.51561081375358
30,TIC_436783866,12.04955603207591,1602.0957612536292,1.3753862732798503,5.39115666401805
31,TIC_9966678,6.012761193002076,1411.02105542107,1.3097900583754205,5.957682114933834
33,TIC_409372963,8.29436649658859,1930.377415471446,0.5735858756411336,12.855788895193808
34,TIC_151610256,13.893565986499391,1629.4791341468922,0.9288678521751336,10.392792573002504
35,TIC_453808153,12.045286700090632,1601.6959682604177,0.7932589138155289,11.84998866674842
37,TIC_345395031,6.412274233041407,2144.886772213123,0.5243269700165809,13.943554806167564
39,TIC_129623324,6.583934313586001,1601.5601853679066,0.7242055224164001,9.482677945558176
40,TIC_84900299,5.052778665239888,1816.920299112099,0.7369283551408579,7.532304729428142
41,TIC_451922999,2.0027215272210115,1572.1095837196694,1.032494369610199,7.786748999287006
45,TIC_405040121,1.386962903318961,1603.0210789410014,0.8288250405507244,21.786483001391574
