Unnamed: 0,TIC_ID,INJECTED_PER,INJECTED_T0,TLS_PER,SDE
47,TIC_255551163,5.021822345061384,1442.398754731227,0.6134250864517977,16.42229735202036
48,TIC_121049033,6.11912548548382,1411.898487609635,0.5555144863012051,10.92017253343473
49,TIC_312185848,11.850391519802972,2528.1986009214456,1.3559716208131274,57.79541217554825
53,TIC_60922830,7.532429964226218,1764.7667805044644,0.5613727442274848,23.275446117957944
55,TIC_360205899,10.741681028213838,1544.753569435813,0.8571419916459432,26.57508944639145
58,TIC_369394619,12.308490171936802,1386.2295900089005,1.0408237330758623,8.773688241774309
59,TIC_404144841,12.039759704238394,1601.481940442172,0.8949173020480818,17.04092296168638
61,TIC_32545814,2.889150051486787,1438.5442916016868,0.6453460955285988,17.458210073184095
63,TIC_406173242,9.266503250945055,1658.207980259673,0.6909816930219258,8.932509362031702
65,TIC_355373774,12.372952833812947,1518.938871860904,0.5775373008774553,16.714239727195988
67,TIC_160004720,4.935040772169363,1411.212230616762,0.8128659542537886,5.947622616797256
68,TIC_134631370,5.238157624085532,1571.8370344933785,0.6605459457639536,11.533046596002118
71,TIC_375565862,8.335027809787622,1572.0664701217554,1.2744193622160849,5.844066247214497
72,TIC_67568168,3.842637464683919,1790.718124850693,0.7117469765822066,7.503240720041458
73,TIC_400331058,6.599063022297244,1572.7251862021938,0.6596763192524209,6.237740093322929
75,TIC_160329609,12.45532828523577,1468.5445592207027,0.5066514933287232,11.623651657900965
76,TIC_280675564,7.644034383987318,1571.949119196089,0.7785707850271238,9.059133905458255
77,TIC_209291266,6.560775786281514,1602.0989050511669,1.071566776784191,7.939326198113045
79,TIC_220617943,11.128471314593623,1440.1670784381845,0.5838551619216257,16.21639261232586
81,TIC_438627800,6.200390045351469,1602.121191039725,1.0114910570534634,8.326493172912283
83,TIC_144667802,5.208951254658545,1468.9249587047357,0.7878437029729111,8.103794100747828
84,TIC_255236579,2.1793914354405093,1629.6741617964994,0.6035501535463863,10.34864318049965
85,TIC_364200072,10.383131660154037,1629.7086469877254,1.523408279984103,5.962950525538316
88,TIC_399020708,1.271784096699435,1601.702755510347,0.8875990536563138,6.935134619782453
90,TIC_372918535,10.406475949083111,2475.5946383857577,0.6258974601619742,6.521879971881528
91,TIC_90723908,6.781775303702555,1657.3745663355896,1.6127838155671588,7.316002240817723
93,TIC_411874804,10.752001426843345,1602.0124065094,0.5495753456454793,11.260643419693285
96,TIC_378413560,9.597898635461696,1571.386339577005,0.8047639574705535,16.151591064084275
97,TIC_322275995,14.707845267412669,2014.8041583343204,0.7386560280327152,5.69948534297758
98,TIC_264599508,10.670741556620118,1492.21337765054,0.7502289596125425,10.235004476414291
100,TIC_83211097,13.09982869676967,1601.7549893865023,1.814924337225853,5.371435526685726
101,TIC_48364505,7.183458163984627,1601.8338189864485,1.934981044527735,4.990479085997881
102,TIC_245339150,11.479310489079866,1601.8415646527765,1.5570836731845743,4.704820150443186
103,TIC_91853165,12.297931250484815,1658.319264144876,1.007507468569557,9.187895765402493
104,TIC_221355243,13.868755845923785,1629.5386527010585,0.5027815553740204,5.619479658052248
106,TIC_333734230,9.213874701588606,1545.088523734411,0.6880575792444844,6.426324582722778
107,TIC_11568422,13.52035379989126,2116.35125470038,1.638149810498153,9.111300108541675
109,TIC_93242288,2.5407701731045527,1468.8814303706674,0.8178973024872238,9.471868548145473
113,TIC_203036339,11.056233516246891,1790.8176747538005,0.5075240793680176,9.282248191039097
114,TIC_165909066,10.802179991513064,1572.448639445454,1.801506737571307,10.851773876914232
117,TIC_290674357,4.562745456080926,1572.460749014311,1.353475486701348,8.605406982901755
119,TIC_370825476,5.558225628993645,1572.9158593625737,0.5807843954989924,17.29131865789698
121,TIC_17399504,9.735036505462004,1628.7465214053937,1.8425574399118416,6.116649833802012
123,TIC_355794672,10.446135762104085,1544.270642647578,0.7229574665766394,14.192794958958256
125,TIC_349005337,11.470276097018386,2475.263839982158,1.3040569763445764,53.373856609655945
129,TIC_241683370,10.375474899720112,1601.455121680147,0.8926943222225482,20.231796180877424
130,TIC_20090694,9.086161889709713,1518.3284371293169,1.393757364565616,6.278828252962047
131,TIC_155657581,6.833450746711671,1683.6693806909489,0.5521358421855481,34.33812682494787
132,TIC_71374255,7.856602693013006,1411.8520434812706,0.835374801879892,7.619615994395832
135,TIC_73308879,9.638155550799691,1571.9163492561738,0.6928978495494339,8.987934128261927
136,TIC_213240679,7.737461461804829,1628.9396491489863,0.7385746860191162,7.902635836862497
138,TIC_302769205,7.713091663597862,1411.6429542155631,0.7687520206491371,11.628326637851512
140,TIC_133974737,7.576040937263496,1492.799007305163,0.5817122895482774,15.238032032364371
141,TIC_197005132,2.923886913833525,1657.0878730052568,0.7449646176608422,10.48955493361905
