clean_time,clean_flux,trend_time,trend_flux,no_flare_raw_time,no_flare_raw_flux,raw_time,raw_flux
1628.4712200166716,1.0219937399373975,1628.4712200166716,0.9926467086625002,1628.4712200166716,1.0144787222225369,1628.4587196922996,1.054164620492672
1628.492053890626,1.0169895286114508,1628.492053890626,0.9912309826357192,1628.472608941758,1.0205516772968446,1628.4601086173852,1.0889479404694151
1628.4934428157117,1.0150388694784578,1628.4934428157117,0.9912309826357192,1628.4864981912149,1.015167447761637,1628.4614975420052,1.054593460839878
1628.4948317407975,1.0118443478786072,1628.4948317407975,0.9912455409714324,1628.4878871158355,1.0193788188009565,1628.46288646709,1.035346073663852
1628.4976095905029,1.002958887268559,1628.4976095905029,0.990647596120994,1628.4892760409218,1.018954147734904,1628.467053241882,1.0350610735164385
1628.4989985151226,1.0139360372780717,1628.4989985151226,0.9905254024697052,1628.492053890626,1.0080715297757652,1628.468442166967,1.0349414548547755
1628.5017763652934,0.9947572123081938,1628.5017763652934,0.9902261090939676,1628.4934428157117,1.0061379760065812,1628.4712200166716,1.0144787222225369
1628.503165289913,1.0041944188775112,1628.503165289913,0.9899227053866888,1628.4948317407975,1.0029861979918162,1628.472608941758,1.0205516772968446
1628.5045542149994,1.0146397500313387,1628.5045542149994,0.9896896054323442,1628.496220665418,1.0159617950899569,1628.4739978668438,1.0347000336222745
1628.5059431400853,1.013601415860634,1628.5059431400853,0.9896896054323442,1628.4976095905029,0.993578810680785,1628.475386791463,1.043974003936397
1628.5087209897897,1.013703107706816,1628.5087209897897,0.9893940774488329,1628.4989985151226,1.0043294014034,1628.479553566254,1.023780884818744
1628.5114988394962,0.9769658699163373,1628.5114988394962,0.9888097348467796,1628.5003874402084,1.0141060679023026,1628.4823314164253,1.059665192825779
1628.519832389077,1.0189441832606225,1628.519832389077,0.9881485289979657,1628.5017763652934,0.9850345638371046,1628.483720341045,1.029005490446936
1628.5253880884875,1.0007019604947993,1628.5253880884875,0.987465484152926,1628.503165289913,0.9940748558694396,1628.4864981912149,1.015167447761637
1628.5295548632787,1.0067671495133597,1628.5295548632787,0.9867872129896854,1628.5045542149994,1.0041784138644878,1628.4878871158355,1.0193788188009565
1628.530943787898,1.0156829571288002,1628.530943787898,0.9865933757335156,1628.5059431400853,1.0031507853287762,1628.4892760409218,1.018954147734904
1628.5323327129834,1.0019278060244743,1628.5323327129834,0.9863377840927374,1628.5087209897897,1.0029518510566,1628.492053890626,1.0080715297757652
1628.5337216380697,0.9963026778292732,1628.5337216380697,0.9861126599213736,1628.5114988394962,0.9660333627863268,1628.4934428157117,1.0061379760065812
1628.5364994877748,0.9917246878862798,1628.5364994877748,0.9858409724131043,1628.512887764581,1.0133552994888957,1628.4948317407975,1.0029861979918162
1628.5378884123943,0.9946069994168097,1628.5378884123943,0.9857156781822161,1628.519832389077,1.0068681958200176,1628.496220665418,1.0159617950899569
1628.5392773374804,1.014835630837906,1628.5392773374804,0.9858005908379807,1628.5226102387826,1.0101658986751514,1628.4976095905029,0.993578810680785
1628.542055187186,1.0223523376843429,1628.542055187186,0.9857533331328907,1628.523999163402,1.0239195630513935,1628.4989985151226,1.0043294014034
1628.544833036891,1.0021181339508138,1628.544833036891,0.9854624900383818,1628.5253880884875,0.9881586459127792,1628.5003874402084,1.0141060679023026
1628.546221961976,1.0118336309104115,1628.546221961976,0.9854624900383818,1628.5295548632787,0.993464949597858,1628.5017763652934,0.9850345638371046
1628.5476108865953,1.0010377944884512,1628.5476108865953,0.9852305198165637,1628.530943787898,1.0020660773487025,1628.503165289913,0.9940748558694396
1628.5489998116816,0.9827040201305867,1628.5489998116816,0.9850947348029249,1628.5323327129834,0.988239252015078,1628.5045542149994,1.0041784138644878
1628.5503887363022,1.0065891292924227,1628.5503887363022,0.985304639667512,1628.5337216380697,0.982466683721012,1628.5059431400853,1.0031507853287762
1628.5517776613872,1.0142523280059572,1628.5517776613872,0.9851710252679257,1628.5364994877748,0.9776828306718924,1628.5087209897897,1.0029518510566
1628.5531665860065,0.9985894968866104,1628.5531665860065,0.9850136196298902,1628.5378884123943,0.9803997129549196,1628.51010991441,1.0550289521832092
1628.5545555110923,1.0034199645004704,1628.5545555110923,0.9848898248111385,1628.5392773374804,1.0004255644834426,1628.5114988394962,0.9660333627863268
1628.555944435713,0.9978034546480915,1628.555944435713,0.9848898248111385,1628.542055187186,1.0077872245085435,1628.512887764581,1.0133552994888957
1628.5601112105032,0.9965065266325495,1628.5601112105032,0.9848129630824923,1628.544833036891,0.9875498315957856,1628.519832389077,1.0068681958200176
1628.5615001351232,0.994120259336168,1628.5615001351232,0.9846116956119264,1628.546221961976,0.997124089421551,1628.5226102387826,1.0101658986751514
1628.562889060208,1.0190083121082907,1628.562889060208,0.9844028155995832,1628.5476108865953,0.9862529866198834,1628.523999163402,1.0239195630513935
1628.564277984828,1.0189786251949375,1628.564277984828,0.9842359738301113,1628.5489998116816,0.9680565561003084,1628.5253880884875,0.9881586459127792
1628.5656669099142,0.9797008119287093,1628.5656669099142,0.9842883284328491,1628.5503887363022,0.9917969393307052,1628.5295548632787,0.993464949597858
1628.5670558345344,1.0174920855588956,1628.5670558345344,0.9840790802267042,1628.5517776613872,0.9992120058620092,1628.530943787898,1.0020660773487025
1628.5684447596193,0.9933436569674626,1628.5684447596193,0.9843011869810284,1628.5531665860065,0.983624254852671,1628.5323327129834,0.988239252015078
1628.571222609324,0.9987749329020839,1628.571222609324,0.9844042545581408,1628.5545555110923,0.9882581130488672,1628.5337216380697,0.982466683721012
